iteration,gradient_norm_on_full_trainset_avg,piA_I_minus_Binf_y_norm
0,0.32697567571809655,0.019515299143611782
1,0.3226363951437027,0.017601248623939098
2,0.3180936055573994,0.015579329953423565
3,0.31381944175652526,0.015134025577030091
4,0.30955446036348633,0.014379905264230039
5,0.30536778554576466,0.014715018731882929
6,0.3013086126789245,0.014728765791241716
7,0.2972827455631144,0.014055159447708066
8,0.29336216343508037,0.014257168557058896
9,0.2895511276892622,0.015761101628405973
10,0.28577867015138103,0.014343488230507333
11,0.28208096544973715,0.013970168467384294
12,0.27844624160957565,0.013813115619098018
13,0.2749070708404618,0.013004285120806916
14,0.27140812884571497,0.01393944662038761
15,0.26801618666741456,0.01302695323141674
16,0.26466865673674234,0.012407604454768122
17,0.26139714134352854,0.012974435361917568
18,0.2581725145445261,0.012138369960450352
19,0.2550030268998779,0.01279411417498628
20,0.25184129902244107,0.013615685049033582
21,0.24880287216304353,0.013527515704442031
22,0.24583190863794374,0.01328089940101006
23,0.24284765708538086,0.012698407644329538
24,0.23998408191069162,0.012168918467160266
25,0.23713140781691883,0.012046692600963322
26,0.23436624961884167,0.01259147437910919
27,0.23162405363627836,0.011656954259618286
28,0.22893025199827938,0.012245248254009636
29,0.2262741488574076,0.01188077164726736
30,0.22367372973904112,0.01228560405399538
31,0.22110391612298824,0.013417692691335609
32,0.21862473489772077,0.012543269235216547
33,0.21615791075025942,0.012585754192735037
34,0.2137277124853228,0.012665275472123896
35,0.2113345553140801,0.011514003071272365
36,0.2089734030593712,0.012307996677585056
37,0.20668080715732762,0.013075196121623917
38,0.20440663333642814,0.011638070996251599
39,0.20219795625417092,0.01177099118508002
40,0.20000679417052747,0.01361341662038136
41,0.19788762479272354,0.011239084040880417
42,0.19578904146895998,0.011061466116412276
43,0.19374187002546456,0.011939036322476908
44,0.191742073546571,0.011802976216476671
45,0.1897327175868603,0.011918697745720283
46,0.1877635267634512,0.011662596353819452
47,0.18584316890308883,0.011667795289978165
48,0.18394143397965285,0.011161987137352456
49,0.18208101526225925,0.012227197170473176
50,0.18025066601726739,0.011650718028954402
51,0.17844298839956194,0.01066432448379898
52,0.17665765727893357,0.012194531171802178
53,0.1749265098493107,0.012045287495494297
54,0.17321945629877383,0.010980017877956902
55,0.17155742917017763,0.012330970752524399
56,0.16990744093370297,0.011734432226767812
57,0.16828865633675053,0.011378963721524336
58,0.1666691487503102,0.01114959422725983
59,0.16508536634861254,0.011166539097199635
60,0.16352671676218522,0.011897361830304232
61,0.16198273630704949,0.010805446287873083
62,0.16047755802779168,0.011803403969342324
63,0.15899579473358796,0.011347998137229318
64,0.15755204823947427,0.011526870363209209
65,0.15611896519023427,0.01144334475654303
66,0.15470896080793795,0.01008100161334852
67,0.15333751681531102,0.01114699923747244
68,0.15196601183236763,0.011093866114711914
69,0.1506110375067581,0.011217197593280952
70,0.14927224349878326,0.010503994120716554
71,0.14795078986020174,0.01069547758092993
72,0.1466697564649236,0.010255443161785309
73,0.14538440092475785,0.01080000079707977
74,0.14412620188697162,0.010138998441986785
75,0.14290008731630355,0.009750584508033403
76,0.14169139240520923,0.010824194926478356
77,0.14051270826809176,0.010300163067282994
78,0.1393418400473431,0.010087361738669295
79,0.1381775404967082,0.010484700616443198
80,0.1370407701050813,0.010121022106579763
81,0.13591905796201112,0.010390099261855903
82,0.13480382992669798,0.010444062293492987
83,0.13371044328898898,0.01219805841743578
84,0.13260778910155732,0.011529166408948577
85,0.13155993020548057,0.010370754746049721
86,0.13049027955053022,0.010053854556519304
87,0.12945471130869074,0.010555649171406108
88,0.1284290389634245,0.01037721588973441
89,0.12739891062342967,0.009522170329891522
90,0.126404142111136,0.01002564360326412
91,0.1254185624430398,0.010303982439462974
92,0.12445937352381706,0.009984008324584143
93,0.12349658185354666,0.011387636494346357
94,0.12255892665561277,0.009896980210159225
