iteration,gradient_norm_on_full_trainset_avg,piA_I_minus_Binf_y_norm
0,0.32678450741082293,0.7315123603101502
1,0.3224266015079575,0.7026202646730246
2,0.3180706446272303,0.6809243194667002
3,0.3137429138480401,0.6533756952696345
4,0.3094729775352361,0.6392314271130758
5,0.3052248036595696,0.6157380416104523
6,0.30104661148671985,0.5972003286737024
7,0.29694345244772674,0.5799860162692159
8,0.29291624429684426,0.5652794997506974
9,0.2889384153158166,0.5487734986957753
10,0.28503426447069674,0.5334800209333542
11,0.28122156695395645,0.527939912855992
12,0.27746396311334864,0.5086716834527524
13,0.27378786171373315,0.49330675221581954
14,0.2702004469606875,0.4957345890701518
15,0.2666423480698712,0.48347857365488933
16,0.26316993280357087,0.46812579154125444
17,0.2597828220058524,0.46043606927277897
18,0.25646515211567844,0.44942665444743424
19,0.253220088371301,0.4435873731036895
20,0.2500258760543911,0.4336346152447281
21,0.24691463963862043,0.4335828033208765
22,0.24384082589295658,0.42471760946297266
23,0.24082999525653564,0.4134771409867328
24,0.23788916600842258,0.40942902410645543
25,0.23500334543267304,0.40087319361433826
26,0.2321836223587324,0.3958365123308971
27,0.2294235186783443,0.38945159313609323
28,0.22670988338018883,0.3828220647557916
29,0.22405752604948953,0.3824896975543261
30,0.22143045651835647,0.37313448398345744
31,0.2188767395635441,0.3637963000384974
32,0.21639236153023508,0.36083408707116355
33,0.21394059674542457,0.36010006023674623
34,0.21153218788395822,0.35395377541386464
35,0.2091557063849641,0.3526471803221615
36,0.20681516479273937,0.3495654255772278
37,0.2045200739735487,0.34396954789760603
38,0.20227425356624176,0.3387957317484954
39,0.20007179637437972,0.3372573709063504
40,0.1979054216767142,0.331807093301939
41,0.1957827564333526,0.3198046610435671
42,0.19372577350662165,0.32056792637741804
43,0.1916779973340999,0.317017835065723
44,0.18966607541218272,0.3162753344718209
45,0.18768976187644312,0.314567921020742
46,0.18574387883743113,0.30617549629548185
47,0.1838346834718698,0.30769352926282095
48,0.18196035025799642,0.3038143965712813
49,0.18011657206315557,0.2927022141791589
50,0.17833017962574896,0.2970380742900661
51,0.17655297078217555,0.28857032943892386
52,0.17480648967243137,0.293567415328001
53,0.17308137972557028,0.288597109503097
54,0.17139982694527228,0.28101028266259215
55,0.16974639321456392,0.28366170067456753
56,0.16811327583535707,0.2783440471826692
57,0.1665158253888884,0.2739633394461573
58,0.16493713044110203,0.2729465044477163
59,0.16337820461243613,0.2720310799199913
60,0.16185056491445027,0.27281261434152215
61,0.1603434622761168,0.26441445284324605
62,0.15886247338056378,0.2660736851151299
63,0.1574017068744711,0.2609276036606739
64,0.15597257434727826,0.2623784571383113
65,0.154551291793762,0.2568276116188117
66,0.15316587773063114,0.2560977591992645
67,0.1517946257311533,0.25582730812011883
68,0.1504448236559106,0.2512157734262238
69,0.14911331119967425,0.2490267684567576
70,0.14779832410639487,0.2467077006112602
71,0.14649217878263482,0.24515591921106467
72,0.14522494802389327,0.2430378038990567
73,0.14397230066155237,0.24309138955184978
74,0.1427333982808539,0.23306903855994543
75,0.1415275992366229,0.24052214234069114
76,0.14032088869146758,0.23663975828476577
77,0.1391378059166175,0.23259163451528556
78,0.13798303313414312,0.23558290154291334
79,0.13682584886659627,0.2290738896861569
80,0.13570482251238508,0.22490273487865373
81,0.1345961647093735,0.22629426524181753
82,0.13349737893488384,0.2214869976916694
83,0.1324249511732487,0.22617914209610648
84,0.13134519530690938,0.22097766609570996
85,0.13028921003788635,0.21868251020321905
86,0.12925145766910986,0.21385124585370296
87,0.12823843362582324,0.21816007666107154
88,0.12721992560393447,0.21181771369061364
89,0.12622301826026866,0.2136024065910565
90,0.12524516651207665,0.21501126942339588
91,0.12426558912381061,0.20697794449056311
92,0.12331149607987194,0.21003823663256624
93,0.12236579579516027,0.2102570196625301
94,0.12142552029025948,0.20287819425011694
95,0.12051267258905281,0.2059479816681459
96,0.11960149904842701,0.20428073078784825
97,0.11870268042723801,0.20021818957277238
98,0.11781535816909794,0.20127850233345593
99,0.11694218500285847,0.19461315817481675
100,0.1160831046476383,0.1991595747302654
101,0.11522473107172951,0.19706684508218686
102,0.11438163251458625,0.19574548406824652
103,0.1135481683465557,0.19146409093675243
104,0.11273109008614898,0.19387092197325476
105,0.11191400362100681,0.19187665828034553
106,0.11111208301375486,0.18770333839330147
107,0.11032188636367242,0.18715404828475618
108,0.10954434217904621,0.18939767890846632
109,0.10876383103682268,0.186806579424738
110,0.1079970584222513,0.18372645542192895
111,0.10723912568914695,0.18752987621449352
112,0.10648602448874096,0.1841743793233886
113,0.10574634457209757,0.18004134700491764
114,0.10502112887356518,0.18128792722176915
115,0.10429870453032102,0.17866294624626333
116,0.10358509462091389,0.17826471655846876
117,0.10288213719571127,0.17866216946543167
118,0.1021803992266149,0.17551028715788397
119,0.10149283680874513,0.17740073221973263
120,0.10081087487000813,0.17605036832011103
121,0.10013482257851043,0.17159837056799054
122,0.09947374496334463,0.172632687177842
123,0.09881402617995264,0.16896489299522383
124,0.0981639057138861,0.16955768485698158
125,0.09751684473670706,0.16759848125430146
126,0.09688794950885285,0.16876733068248542
127,0.09625262556627781,0.16696397114961542
128,0.09562614620134173,0.16236669510756657
129,0.09501089076610174,0.15892939109280452
130,0.09441273776367012,0.16400799521637444
131,0.09381298385537758,0.16445250673799322
132,0.0932211388422268,0.16116179708078096
133,0.09263335815188768,0.16082198608295661
134,0.09204357722107581,0.1638805044814353
135,0.09145594437168354,0.1586366162688871
136,0.09088946651743719,0.15392122824727353
137,0.09033290212524885,0.15941338222631082
138,0.08977240943714257,0.15586514700461654
139,0.08922263845881759,0.15359288956097705
140,0.08867766262417548,0.15613436349524737
141,0.08813078632512053,0.15207105797785592
142,0.08759481513977348,0.1513233148730783
143,0.08706372574812546,0.15210386564789968
144,0.08653267331208471,0.15316032772027616
145,0.08600843026831122,0.1526795835459434
146,0.08549319486111998,0.14927211149124203
147,0.08498287066966326,0.1485673524509949
148,0.0844743383510328,0.15291238731964213
149,0.083970585477225,0.14572843669528074
150,0.08347888681251378,0.14827937831582275
151,0.08298512196360366,0.1431385097915773
152,0.08249865147427544,0.14807851047401757
153,0.08200947954863175,0.14144212173594356
154,0.08153656853078674,0.1418919909311461
155,0.0810682305734633,0.14102999994059318
156,0.08060624259933127,0.1441935124063722
157,0.08013627728786596,0.14338708700405212
158,0.07967122697355804,0.14133456040002873
159,0.07921451386045858,0.13763292270210686
160,0.07876213462175821,0.13669055769145363
161,0.078317713629062,0.13905779048577482
162,0.07787681934010743,0.14178947578033396
163,0.07743319571055574,0.1389767621552672
164,0.0769925360849671,0.1348342888962951
165,0.07656867570535927,0.13501461759078456
