iteration,gradient_norm_on_full_trainset_avg,piA_I_minus_Binf_y_norm
0,0.3268996726898028,2.0254921584655117
1,0.3226063849408082,2.017349552338122
2,0.3183973661333305,1.836368623503681
3,0.31420690716981814,1.6936088692745386
4,0.3100589089964573,1.8481522333700375
5,0.30595684232926007,1.8946884000180084
6,0.30197596025056384,1.9224708616607995
7,0.2980161300807054,1.8115839209643556
8,0.29408605743843663,1.919952093317851
9,0.2902639996819256,1.8117437876605749
10,0.2865094509466181,1.730593728406528
11,0.2827407585624263,1.7439195019817735
12,0.27907678209779874,1.8178598901188192
13,0.2754444580842288,1.776821484770561
14,0.2718892567477504,1.8106594950713775
15,0.26838891411683485,1.8717731551459955
16,0.26496763000690315,1.7885590028725045
17,0.2616021349229431,1.9465802887795547
18,0.2583367765937933,1.86334702505428
19,0.2550652059607761,1.817944804732782
20,0.2518824014288028,1.626947025341855
21,0.24876319954563225,1.7517930396078902
22,0.24566898369599682,1.613984501527004
23,0.24263260485704227,1.7329368776727143
24,0.23965645539852837,1.9912654230386218
25,0.23674626603171714,1.7155635206839375
26,0.2339040847036084,1.8300291614510282
27,0.23109214698581865,1.6656503713021578
28,0.22835306025083732,1.7068712779610162
29,0.22564885429039688,1.7217435374974606
30,0.2230107345369295,1.5834405624342018
31,0.2204127428588789,1.5273353380697696
32,0.2178718402453145,1.6100657975981119
33,0.2153748025217354,1.5970154297257488
34,0.21290536073684177,1.638863440110195
35,0.21047842390766375,1.6535856095018784
36,0.20810181298678193,1.4743421543126976
37,0.2057816259531057,1.6419902314388382
38,0.20348476409959892,1.6783934822685533
39,0.2012357794556189,1.571082697640195
40,0.19903192836264144,1.569737262030863
41,0.19685474106276848,1.6408611701829456
42,0.19474018002440055,1.4533928736224824
43,0.1926357067742781,1.5774299863904973
44,0.1905806043700867,1.5818369582086342
45,0.1885630654254115,1.562367832815985
46,0.18657735380165733,1.501889217921129
47,0.18462353196458015,1.6109976844387575
48,0.1826941966170107,1.5888338473236174
49,0.18085874515097003,1.5438737507675935
50,0.1790182672565291,1.6535236683620156
51,0.17719251370995165,1.5736329310115322
52,0.17540666424853435,1.5386412685549906
53,0.17364714963130276,1.5647860150400175
54,0.17189396632436643,1.5854889999891861
55,0.17022509238954692,1.4611663671359396
56,0.16856153212546218,1.6544744641863058
57,0.16692407150144678,1.4063099770629002
58,0.16528235454110501,1.580214121628658
59,0.1636705226666661,1.4511573021415953
60,0.1621126264417924,1.5192702340683777
61,0.16059706504038945,1.571777803968186
62,0.15910296720540065,1.5192789384374872
63,0.15761877501046268,1.4911255356112476
64,0.15615155247395138,1.598962515783475
65,0.1547019331781389,1.4059997516527059
66,0.15328030173562135,1.4327192758824965
67,0.15185930937851239,1.380475333671441
68,0.1505104613299309,1.4805066114017769
69,0.1491347084780655,1.459399541339807
70,0.14778661557628583,1.4997119193947737
71,0.14649057470760962,1.4864362710164074
72,0.1451881975832733,1.4017344047982097
73,0.14393584547273264,1.3084036663136
74,0.14267838717620393,1.5672133655067881
75,0.14143262031896991,1.5327393037592885
