iteration,gradient_norm_on_full_trainset_avg
0,0.32695919621527186
1,0.3225661131819321
2,0.3183954138226066
3,0.3142126385519093
4,0.31004194278092967
5,0.3059436263543063
6,0.30187469712592374
7,0.2978772258071699
8,0.29393622237114614
9,0.2900929292273865
10,0.2862968538370451
11,0.2825863501994997
12,0.2789155757375176
13,0.27530048524634176
14,0.27170465732088533
15,0.26823498083219877
16,0.2648763685815596
17,0.26151767446255086
18,0.258272547933718
19,0.2550035243397852
20,0.2518105113822803
21,0.24866489266158168
22,0.2456053613074693
23,0.24260254765077605
24,0.2396319189713077
25,0.23673491104547534
26,0.23386215632906054
27,0.2310553294943416
28,0.22829639387468487
29,0.22557978426865066
30,0.22293257534565228
31,0.22033809752454686
32,0.21777118765864684
33,0.2152646917242183
34,0.21282581389845556
35,0.21038734258050185
36,0.20802315690462767
37,0.20568861856248716
38,0.203418408046049
39,0.20118221902473263
40,0.19899358721283456
41,0.19684750987550476
42,0.19472372013570222
43,0.19263128986962144
44,0.19058472230565002
45,0.18855321863046523
46,0.18657161874707634
47,0.18463309034534942
48,0.18270867743415758
49,0.18081823821005058
50,0.17898769592773542
51,0.1771599408943993
52,0.17537065779742192
53,0.1736098907336026
54,0.17188153074987506
55,0.17016434514597423
56,0.16851283827384864
57,0.16688835376834757
58,0.16524974388553912
59,0.1636408837501428
60,0.16207007716878116
61,0.16054664050113035
62,0.15903492172143013
63,0.1575367323045529
64,0.15607495409726946
65,0.1546347670091537
66,0.1532194644576627
67,0.15181715948629187
68,0.15045886403274486
69,0.14911558463499222
70,0.1477509373060728
71,0.1464474949931822
72,0.14514896543316674
73,0.14389896340491845
74,0.14265300046229418
75,0.14142345016430086
76,0.1401968401779281
77,0.13899290282459803
78,0.13779483072769633
79,0.13662565835649848
80,0.1354799050675633
81,0.13435022704990546
82,0.13323655545011004
83,0.13213851552837777
84,0.13105260796988288
85,0.13000439023787896
86,0.12895521786041078
87,0.12792129790190063
88,0.12689170103736647
89,0.12586860430955985
90,0.12486584390270347
91,0.12387910127905633
92,0.12288969174363959
93,0.12191921608911101
94,0.12098143252557818
95,0.12004754076362512
96,0.11910781855524669
97,0.11819951323142548
98,0.117291739486806
99,0.11642297878188138
100,0.11554071839723919
101,0.11466934205846571
102,0.11382142908488668
103,0.11298051162965077
104,0.11215078805184989
105,0.11132874212756978
106,0.11052506925133529
107,0.10973323040559675
108,0.10894173278082428
109,0.10817744615944032
110,0.10740747914577922
111,0.10664756104300285
112,0.10589400887563019
113,0.10514165920441498
114,0.10440946326336908
115,0.10369384652581941
116,0.10296782880070662
117,0.10225565184535283
118,0.10155891630127778
119,0.1008710895072209
120,0.1001858737419509
121,0.09950711081875904
122,0.09884553140698464
123,0.09820122257914383
124,0.09754734934269141
125,0.09690173666851329
126,0.09626771669862436
127,0.09563877644339991
128,0.09500688714904447
129,0.0943809690331084
130,0.09376937334638422
131,0.09317727659949966
132,0.09257007184787308
133,0.09197913145127332
134,0.09139650042121598
135,0.09080536590664715
136,0.0902222854831351
137,0.0896473475441379
138,0.08908464779485467
139,0.08851671817258676
140,0.08796915825144438
141,0.08742582472353522
142,0.08688718147496319
143,0.0863475383350634
144,0.08581057985735056
145,0.08529625393637834
146,0.08478094562748886
147,0.08426365080243733
148,0.08375217053905551
149,0.08324520741420913
150,0.08274883835576466
151,0.0822602943474551
152,0.08178451985934099
153,0.08130658770437552
154,0.08082598205964504
155,0.08034971363231816
156,0.0798821006918021
157,0.07941724875926567
158,0.07896329382395646
159,0.07849905931957968
160,0.07804536138634047
161,0.07758893327653231
162,0.0771459949297473
163,0.07671327590030733
164,0.07628609944902753
165,0.07585991191193718
166,0.0754416267484934
167,0.07501137333406054
168,0.07458765349033787
169,0.07417605316038708
170,0.07375939244880769
171,0.0733451300456899
172,0.07294726265837925
173,0.07254716823889155
174,0.07215205570703002
175,0.07177022521167785
176,0.07137410344048431
177,0.07099492349169516
178,0.0705977247952747
179,0.07021832588591885
180,0.06984575127823005
181,0.0694704386109862
182,0.06909963967358884
183,0.06873488914916218
184,0.06838046353138383
185,0.06801449469220107
186,0.06765580987917334
187,0.0673054232963058
188,0.06695848130486137
189,0.06660144838472641
190,0.06626127698142094
191,0.06591326202023272
192,0.06556715502753252
193,0.0652244065459654
194,0.06489294658325757
195,0.0645556336208318
196,0.06422644090111071
197,0.06390105519145994
198,0.06358747536839718
199,0.06325747266256265
200,0.06294784455865157
201,0.06263062619862994
202,0.062315325721861006
203,0.0620071240717171
204,0.06169732283245762
205,0.061392320380597096
206,0.061083184213040556
207,0.06078076414562278
208,0.06049685985925433
209,0.06020071940280184
210,0.05990548969669145
211,0.05962062818520877
212,0.05933578661451848
213,0.05904575670105063
214,0.05875896634804516
215,0.05848421580857747
216,0.05820556919858929
217,0.05793085799099357
218,0.05765768931337434
219,0.0573808856897169
220,0.057114602736447986
221,0.05684412755262543
222,0.05658846182812903
223,0.05632025919100807
224,0.056057117181602466
225,0.055793818345250934
226,0.05553769235217602
227,0.05527789402032466
228,0.05502687696294709
229,0.05476519319628117
230,0.05451071099842749
231,0.05426724728121131
232,0.05401566592426479
233,0.05376816642820792
234,0.0535193569572592
235,0.05327466278246581
236,0.053036151489692776
237,0.05280102783053102
238,0.05255767314665101
239,0.052318207177044496
240,0.052089462526634434
241,0.051860146119371564
242,0.05162133780911462
243,0.05139376415311227
244,0.05116465668682614
245,0.050929957291446726
246,0.05070429469059186
247,0.050487144852283686
248,0.05025465049397941
249,0.05002454140220132
250,0.04980390127935178
251,0.04959390303493623
252,0.04938680805979386
253,0.049178253620160574
254,0.04895849877591829
255,0.048739096118784374
256,0.048521687933427635
257,0.04830949710978224
258,0.048107290965672164
259,0.04790081651703298
260,0.047703128985877294
261,0.04749830428237069
262,0.04729497899354711
263,0.04709662464523303
264,0.04689886879965817
265,0.04670054010130917
266,0.04649980020442374
267,0.046306430235434314
268,0.04611694116356333
269,0.0459154576828372
270,0.0457192194948132
271,0.04552824877568173
272,0.04534127215469107
273,0.045160004083724226
274,0.04497340674804253
275,0.04479148853070617
276,0.044607570882913526
277,0.044419933605207476
278,0.044232964071300424
279,0.04405853658720692
280,0.04387303772602974
281,0.04369776570461964
282,0.04351599149984455
283,0.04333500660491326
284,0.043160942308991736
285,0.04298140200980256
286,0.0428134653204368
287,0.04264341983343162
288,0.042472379280883626
289,0.04230760812707381
290,0.04212918347212822
291,0.04195656562234761
292,0.04178753419947072
293,0.041618589413382576
294,0.04145022164154934
295,0.04128837194371246
296,0.04111709517301467
297,0.04095676987957701
298,0.04080107552153774
299,0.04064252376239686
300,0.04047661886744096
301,0.04031894966545928
302,0.040158564575534385
303,0.03999488077961355
304,0.03983224937703567
305,0.039672006916991964
306,0.03951789369012136
307,0.039360606681835275
308,0.03921040104433784
309,0.03906435115159487
310,0.0389102405512035
311,0.03876484615938472
312,0.038619518184140736
313,0.03847043749194281
314,0.03832541420507353
315,0.03817346550342186
316,0.038024061654697
317,0.03786948078456768
318,0.03772317195624816
319,0.03758546360697705
320,0.037439763308258156
321,0.037287354072780485
322,0.037140980801177094
323,0.03699587881711707
324,0.0368543756113912
325,0.03671434557954976
326,0.03658244882426341
327,0.036442892545536246
328,0.03630751683727324
329,0.03616593222076932
330,0.0360190675819825
331,0.035883107908182076
332,0.03574429457959602
333,0.035609248500822296
334,0.03547596182739816
335,0.0353463758707797
336,0.03522427558028775
337,0.03508876743025571
338,0.03495275066896408
339,0.03482511396133449
340,0.034694463457180975
341,0.0345716694962324
342,0.03444801445117946
343,0.03432988534936323
344,0.03421093762152742
345,0.034090615392986426
346,0.03396229301790181
347,0.03383568202654672
348,0.03370736649091184
349,0.0335828697060801
350,0.03346396711733989
351,0.03333922428151344
352,0.03321730047316345
353,0.03309152433110724
354,0.0329700962242513
355,0.0328515250268929
356,0.032728754922149536
357,0.03261020978832625
358,0.03248945525699577
359,0.03237016059669338
360,0.032252263374743434
361,0.03214198381173231
362,0.032029011881008124
363,0.03192108454846747
364,0.031808556206431964
365,0.031691489530198604
366,0.031587394231258975
367,0.031478147896549145
368,0.03136377676066321
369,0.0312533194175736
370,0.03114173583014801
371,0.031016832047875493
372,0.030903355979143694
373,0.030793539564123968
374,0.0306819465819262
375,0.030570871610526358
376,0.03046813348591935
377,0.030370235704639575
378,0.030259896462738044
379,0.030148929131710068
380,0.030047454748437553
381,0.029941554019843785
382,0.029839045247235418
383,0.029734661766622362
384,0.02963461446495196
385,0.029532180567065507
386,0.02943571180318157
387,0.02933071127205849
388,0.029219945827804107
389,0.029110334156572732
390,0.029013537591745953
391,0.028911685548683876
392,0.02881150146970802
393,0.02870938168666414
394,0.028605906614354783
395,0.02850286129642531
396,0.028409048641251423
397,0.028321049702228707
398,0.028229236715777966
399,0.02813819948083427
400,0.02805016311181317
401,0.027960442049901297
402,0.027860914663219726
403,0.027766053825893755
404,0.02767433641593991
405,0.02757884859957359
406,0.027485118565569892
407,0.02739480449533193
408,0.027292281759763885
409,0.027197771333225464
410,0.027109066988180552
411,0.027013307234791333
412,0.02691805360252361
413,0.026834012234979093
414,0.026747606657462834
415,0.0266507839149766
416,0.026566548791306915
417,0.02648075348229112
418,0.026391112211731592
419,0.026294108833365006
