iteration,gradient_norm_on_full_trainset_avg,piA_I_minus_Binf_y_norm,g_bar_norm
147,0.0838329215000698,0.012754028324113816,0.09455586952558259
148,0.08331495937433571,0.012699817561875961,0.09034630030008049
149,0.0828183619035178,0.011937579869818835,0.09161232333671245
150,0.0823245332178809,0.01313255269891761,0.09221504654232551
151,0.08182919725648001,0.01245481864650717,0.0898921556483684
152,0.0813384964525661,0.013417561695428376,0.08713686092349515
153,0.08087221189431805,0.012425789020768453,0.08896835668334543
154,0.08039891093088065,0.012657655246119743,0.0908119193637531
155,0.07992653438006074,0.012764755346604834,0.09080594210517345
156,0.07944788068335192,0.01319452377008501,0.08890483704018239
157,0.07898203564255563,0.012795408769682732,0.08603948417466324
158,0.07853328326047163,0.01290089561742685,0.08877928944172717
159,0.0780796248939062,0.012912037787079517,0.09076188956300188
160,0.07761813807423287,0.012376266428286334,0.08837395300294537
161,0.0771584928108198,0.0120657976775913,0.08451909128490116
162,0.07672818109299473,0.013280237009565174,0.08917985047620815
163,0.07628323160063491,0.012047013026737677,0.08923655552016174
164,0.07583720001457743,0.0133528637149164,0.0843398280493911
165,0.0754171644519597,0.012722370220769563,0.08699454359895673
166,0.07497378699230609,0.011221563557785743,0.08726861152635415
167,0.07454498170331528,0.012682471265540004,0.08450176867228634
168,0.07413307642586014,0.012968208025060702,0.08421043068694596
169,0.0737125694137679,0.01242794614857313,0.08265680245087197
170,0.07330868923556429,0.013033001784664627,0.08256231040871356
171,0.07290299557386806,0.012786276781049008,0.08129432849686276
172,0.07250723216122099,0.013264195557588473,0.08427105377392566
173,0.07211875496090778,0.011958257660349506,0.08256966596654153
174,0.07172601593021821,0.012695184639694814,0.08080366910379277
175,0.07134398021437494,0.012548940400466013,0.08224834099265524
176,0.07094998116028982,0.01226048554441794,0.08050985641191839
177,0.07057316290797341,0.012772693181438949,0.08019077882168164
178,0.07020029231957109,0.012232672087927134,0.08124323415931342
179,0.06981438417294841,0.012083796568286774,0.07884100389598378
180,0.06944171619397177,0.01322285586551582,0.08104755299186311
181,0.06907358792980792,0.012712509266501245,0.08218015206951143
182,0.06869405456125625,0.01100506441359141,0.07840354808271272
183,0.06833088340460461,0.01185277949293008,0.08155974285114906
184,0.06796463302312086,0.011257607524339373,0.08140220550630557
185,0.06760026504178172,0.013183745915864228,0.0791279541449657
186,0.06724533899256213,0.011807346363731536,0.07534613685985807
187,0.06690235815107268,0.012161569478176449,0.07576172103192244
188,0.06655281048424282,0.01242054129440753,0.0766209942454917
189,0.06620670379189153,0.012722451251851846,0.07439983771772492
190,0.0658707508522415,0.0120829124451854,0.07527619487999859
191,0.06553872565898732,0.01155703649654122,0.07985406308356893
192,0.06519109094801212,0.012571248883209624,0.07567421729308808
193,0.06484913557033228,0.011766992241060986,0.07385877392143235
194,0.06452433064817814,0.011567078810951615,0.07515289758041585
195,0.0641916401555703,0.01297762256530315,0.07741876858513429
196,0.06386431528062438,0.011316664460649117,0.0748609977804132
197,0.0635376198091346,0.012318276112138312,0.07167686400945923
198,0.0632323443187504,0.011397009999659506,0.07469123113566169
199,0.06291548076475315,0.012279815428156017,0.07461854665202292
200,0.06260630244761176,0.012246875853932632,0.07298750395773375
201,0.06229256948193514,0.0120270314914945,0.07263744101547004
202,0.061978571842125615,0.013650170098293824,0.07331150271476675
203,0.06166518662608742,0.012334824070749834,0.07133700366967262
204,0.061357631236242605,0.012183305651125628,0.07563068007892944
205,0.06105207911176795,0.01188584712675054,0.07043972893163762
206,0.060751421741280356,0.011441202980431242,0.07524483601934431
207,0.06043364684827925,0.012125985822159537,0.07538903817558576
208,0.060118429755172696,0.010923063271031968,0.07390445047158549
209,0.05980546487063578,0.011775116478510895,0.07270832915413604
210,0.05949938483136243,0.010464479775595692,0.07174745415363373
211,0.05920840624980807,0.010851340934933049,0.07327997061158407
212,0.05892325756456571,0.012608400715389396,0.07208361839037998
213,0.058646393025551816,0.012102176906276439,0.06977762433971488
214,0.058364086978031915,0.011806484809566517,0.0699312067507283
215,0.05808695477758362,0.012068775261880754,0.06855853225937024
216,0.057809050435522334,0.012963153123511723,0.0666428357081552
217,0.057540708534880504,0.011646592204062653,0.07159957926696565
218,0.05726931742109385,0.01251857255636638,0.0708342928499882
219,0.05699185290021941,0.012489725072492432,0.06866322078890219
220,0.05671694100780126,0.011868901643917998,0.0696487003639415
221,0.05644814016552578,0.011459648427705468,0.06721607169525454
222,0.05618829785671964,0.01187380885806048,0.06861429143590954
223,0.055920421967894186,0.012804908806626034,0.06612712569379202
224,0.05566303834046452,0.01162869056630778,0.06769778091337114
225,0.05540355300084181,0.012841058594084121,0.06856833223798858
226,0.05514920388641239,0.012777367929357086,0.06879881016125647
227,0.05487992752740202,0.012178558788828434,0.06896035841655618
228,0.05461119450410493,0.011070276002228891,0.06696704993000106
229,0.054362732976307615,0.013215835064930587,0.06458282178590016
230,0.05412757021456703,0.012274698685009317,0.06771037658440027
231,0.05387138923895087,0.01169098735722287,0.06571992781927978
232,0.053615932886512174,0.011400118350094328,0.06705668175939104
233,0.05337008407720924,0.0114389295436374,0.06392047638708505
234,0.053137904651860926,0.012145393900007306,0.06674936313362739
235,0.05288667792935786,0.011103336452895352,0.06881324737575038
236,0.05262767160105965,0.011521082572815228,0.06632186894802689
237,0.0523841671060344,0.011872779013268725,0.06661335391031604
238,0.05213913699253307,0.01246170446320594,0.06833747250582194
239,0.05189147765407075,0.011316504665168379,0.06310951058173656
240,0.051660474805029624,0.011496789813153743,0.06585083491587555
241,0.051411266688973126,0.010679785792068484,0.06391919887411858
242,0.051179795742378374,0.010919611855650274,0.06566573992007843
243,0.050940840719033806,0.01224701351498205,0.06457307374669685
244,0.050727826009025534,0.01165347385593376,0.06673454855367666
245,0.05049405823507676,0.010662879400838345,0.06124418877677764
246,0.05027683835886985,0.01227226054463307,0.06068871803031424
247,0.05006311400672182,0.011423572116505475,0.063017099175357
248,0.04985085190974871,0.012298384411363564,0.06609375176428116
249,0.049630603061273405,0.011829097523578616,0.06240428347738201
250,0.049413614144346876,0.011444251028590379,0.06292610954023534
251,0.04918758317662339,0.01161216696727686,0.063753755859206
252,0.04896401962895334,0.012105229297630166,0.06314209038776447
253,0.04874256132672429,0.011197134582434222,0.06270768066087092
254,0.04853120775062107,0.011533328539345036,0.06333384984052057
255,0.048316497550319686,0.011389259222852239,0.06251310831113416
256,0.04810673613088454,0.01142182769147478,0.06015296605871999
257,0.04790522151855198,0.01208564000125165,0.06202279181781695
258,0.0477008133396302,0.012611426012140565,0.06174360586499359
259,0.04748698398253731,0.011568580187579254,0.06172451281943123
260,0.047272181111512844,0.011878529718386693,0.05990873082790347
261,0.04706792342487502,0.010557448932053858,0.060800492544753136
262,0.046860013657400425,0.011746437942633367,0.06211815000914782
263,0.04665556233485982,0.011052485411768606,0.061320160268107694
264,0.04644463086203028,0.011733541521565161,0.06209910171490218
265,0.04624737124302536,0.011268036559547931,0.06163844834809157
266,0.04605136269404802,0.01057898781910822,0.05948916579082949
267,0.04586522631026706,0.01157297645380696,0.059658749151646304
268,0.04566497319772382,0.011339964832368953,0.058369623002406334
269,0.04547263114906201,0.012481022362029952,0.06336510489015704
270,0.04526613293038974,0.011380403948905587,0.06044455453879808
271,0.04506547171436908,0.011576393528417772,0.05875955977507626
272,0.044884741204273035,0.011312630483817827,0.05844079783980481
273,0.04470021457583666,0.011817708111125912,0.05921539218332002
274,0.044504260350099946,0.011651975927506353,0.05982484879317408
275,0.04431512207266153,0.011045012851919455,0.05755593259496715
276,0.0441409866715817,0.011557623635375037,0.06335409571882418
277,0.04394671185758493,0.012271278507304608,0.06071261871224811
278,0.04375443037590599,0.012156766887237144,0.0600657336841514
279,0.043570110422315615,0.01129541326541357,0.057151341640507544
280,0.043387990797581336,0.01091596623389813,0.05753949149731073
281,0.043217259514201314,0.011063365467140434,0.05642196816059253
282,0.04304543280339458,0.011508127936864624,0.05786286113084007
283,0.04286764475633635,0.012208745429598392,0.058691998969504555
284,0.04270028940681252,0.011619863683116804,0.059596425272376366
285,0.04252676382019813,0.010525039185644324,0.056912190435397116
286,0.04236188743313889,0.01158350014556899,0.05675850789717324
287,0.042186834137892315,0.012455590350663936,0.059084271109730344
288,0.042011391596371093,0.011322721979487802,0.05480133012615875
289,0.041857748368774025,0.011826910504674996,0.05529573437479508
290,0.041699873645329365,0.011260813591380352,0.059449741299814764
291,0.04152025584887403,0.01189219071551811,0.05421882541699917
292,0.0413628897587791,0.01165152421562024,0.05764575605467113
293,0.04119381417248895,0.011604565924639074,0.05747204227926626
294,0.0410308833014645,0.011848032959804479,0.057567469265722024
295,0.040858055279636984,0.011305045207311428,0.05602596408149121
296,0.04070188443201921,0.011354309598318952,0.05479706791618551
297,0.040545627005571475,0.012470169427487687,0.05811819916177972
298,0.0403848303765418,0.012434036123091281,0.05831526597367063
299,0.040221721818907416,0.011786162789200008,0.05577764172762336
300,0.04006440763348003,0.010631051520551767,0.05876704231715428
301,0.039908904316469464,0.011786137397746088,0.055918758174329466
302,0.03975755887543815,0.011907819722638907,0.05728071424598556
303,0.03959147555166696,0.012181181529859236,0.05294659029147354
304,0.03943631483803437,0.010863454969332807,0.053841226711285585
305,0.039283540670675354,0.010962604542699105,0.05561718319748068
306,0.0391229290686976,0.012267841849198208,0.05662787289819833
307,0.03896521664040763,0.01235515333391914,0.0503978384106649
308,0.038829102413056364,0.011369684674290757,0.05710940290100103
309,0.038666680309238186,0.011562947156511367,0.05165498738584364
310,0.03851880225300422,0.010892078107109076,0.05277261897245337
311,0.03837690446665918,0.01054410673152546,0.05216946461150187
312,0.038234048171313026,0.01202504137397856,0.05522839778352669
313,0.03808808263225459,0.012159075937267227,0.055893878523006535
314,0.03794078769759016,0.011881086668470871,0.054134883474321216
315,0.037784123587757866,0.011235553291720546,0.057446650165024725
316,0.037633914251252995,0.011635908600163041,0.05343985799552035
317,0.03749176839011492,0.011865001680156275,0.05036408689837766
318,0.037349039134806875,0.012184025589052589,0.05419919088127066
319,0.03721353135568396,0.01121977453922407,0.053033635318398706
320,0.03707463467894735,0.01165557492819791,0.05475157765166054
321,0.0369269007377995,0.012249372883726389,0.05648063722115424
322,0.0367746826709513,0.010906931417688002,0.05016662379264096
323,0.03664142356211634,0.01132975947581839,0.05505367204941114
324,0.036499368820481895,0.011399191572316895,0.05273749424393946
325,0.03635611446546618,0.011104132586091556,0.05368476166529821
326,0.03621314922878802,0.012318063779399502,0.051109856001531506
327,0.036079672970861114,0.010975557504674108,0.052566465188260414
328,0.03594396249033584,0.011136718942367648,0.05107232781385127
329,0.03582167650286327,0.01198280897991582,0.052209420437575885
330,0.03569352248409182,0.010925058463713125,0.0539822127405466
331,0.03556334953390676,0.011221982342511722,0.05085188903656347
332,0.035431476492405425,0.011693654203962294,0.05172730018039633
333,0.03530623444019234,0.011182499566950058,0.051284160502648835
334,0.0351731394189488,0.011538842073213406,0.05109586680613617
335,0.03504949528541146,0.011544218909857407,0.05285924167359146
336,0.03491761744190802,0.011915862933446559,0.05475974838173851
337,0.03478587517953109,0.0102967051645235,0.05168588083583721
338,0.03466034764392527,0.0115793384141664,0.05097384031571761
339,0.034537885797938185,0.01245988842324897,0.05435087286832976
340,0.03439831144115727,0.011235726312770785,0.05056305580654032
341,0.034269689124214256,0.012021810741332207,0.05023987098602488
342,0.03413861720003773,0.01131720614797563,0.05059266303021044
343,0.03400410232570765,0.011487081060332232,0.051557973238342346
344,0.03388844538680952,0.01182868145168782,0.051757534870715736
345,0.03377175340628371,0.011905848691220874,0.05266377231367768
346,0.033642074401532454,0.012655754546797774,0.05170856990738447
347,0.03350869797848614,0.011947082934743435,0.04766570474732257
348,0.03339222253395698,0.011640123484374295,0.05098572214084472
349,0.03327866199970247,0.011487957275603113,0.04917594920353636
350,0.03315794221761642,0.011323784665448283,0.052479799172000983
351,0.03303130573894573,0.010960201057327243,0.046221362605435516
352,0.0329144816531373,0.011259670972814566,0.049609506391419325
353,0.03279918586618633,0.011561085378974384,0.05017638129615354
354,0.03268811470224313,0.011779546798331677,0.0508879195866553
355,0.03256818975992998,0.012000295516729686,0.051246982872340766
356,0.03244215489486987,0.011398694463423795,0.05398978763774609
357,0.03232740856815261,0.011950254252933303,0.049763764615450366
358,0.032211401836113256,0.011985579955401246,0.05007627511436835
359,0.032096637762213436,0.012255407487290591,0.05293064883741916
360,0.03198361353265617,0.011615298285506045,0.05036476156740131
361,0.03186580591924447,0.01066377502087404,0.05305753949887374
362,0.03174698928171142,0.011176456816789238,0.04880380005167566
363,0.03163923614915518,0.010290428479666488,0.05114815727827586
364,0.03152953131724689,0.011096334384823903,0.04987895585260412
365,0.03142649793643652,0.011067756989048995,0.047896056758203596
366,0.031311825281593736,0.011069904172914414,0.04977598244315319
367,0.031202698591653488,0.011805762710828751,0.04739893637704473
368,0.031087572078663993,0.01225040758536427,0.05031333868636865
369,0.03097168759585841,0.011117376982949997,0.04860064943051071
370,0.030859621434756436,0.011541121659819872,0.0458589948274166
371,0.030755701440826677,0.011759489310386681,0.04928259156927826
372,0.030648133886449103,0.011536850400504724,0.0469325981023959
373,0.030540220477167486,0.011816562373553505,0.04841331951535819
374,0.030445388148423312,0.011618946664461387,0.04763122798510285
375,0.030328277738481034,0.011280525897215772,0.04955563017794753
376,0.03021265420170653,0.011599273716399088,0.04621805715912432
377,0.03010482850717789,0.01064729886530975,0.050187729671640244
378,0.029996747069927537,0.011017059317828298,0.051676620968473995
379,0.02988512196608889,0.010779109279355981,0.049199996061249744
380,0.029775141236208384,0.011077344399937225,0.04721928808672832
381,0.02967542505313477,0.011727780617953426,0.04764251595911082
382,0.029575937940688506,0.010708132898256287,0.048046753754717245
383,0.029468185214739727,0.010251385305679712,0.048892902181643584
384,0.029354784842764915,0.011712362692384109,0.047469653726924646
385,0.02924813663594191,0.01036286665745503,0.04900048599845211
386,0.02914860115907598,0.010809522254656973,0.04929427979689392
387,0.029037446697315627,0.01011832447916446,0.04527653019763931
388,0.02894197316623052,0.0118793449434701,0.049444983255010615
389,0.02883120091954105,0.012483208632180293,0.05110595074821006
390,0.028728093087784866,0.011132696677710986,0.04668782227182019
391,0.028628189806686834,0.011911064267221877,0.04576120445251711
392,0.028529694882950585,0.011282748475271904,0.04674032180885995
393,0.028428920863290474,0.011236181558944958,0.05201641893826812
394,0.02833504646070456,0.011364512185341527,0.046333607017756476
395,0.028234416516408845,0.010152537124778677,0.048103528350635104
396,0.028135849841519234,0.010373161993962678,0.04779293593638447
397,0.028046116759070518,0.011258299077320191,0.046610723803658126
398,0.027951199103737945,0.011463061634436804,0.04763744130976577
399,0.02785841959322019,0.011105449389960328,0.04752171592986874
400,0.027761728277143856,0.010863459337972375,0.04794482816266568
401,0.027667100410129958,0.01149258074477214,0.04862485715660369
402,0.02756187576565986,0.010877005671099251,0.04380887423898685
403,0.02746804329509773,0.011795343440836539,0.047035357685674885
404,0.027387189828711394,0.010847571749913213,0.04711190259697852
405,0.027292300162879413,0.0109523703559914,0.044368328612937796
406,0.027204922772787455,0.01104035525440723,0.04956371361755534
407,0.02712038430236411,0.01183541650517098,0.04857131128641641
408,0.027017948703751942,0.01080430503690344,0.04355626482387426
409,0.02692966861410891,0.010570136713170095,0.04961841200265332
410,0.026838194576921475,0.010300623900414894,0.04322750274780126
411,0.02675165636939204,0.010604083886475673,0.04852547859507121
412,0.026657645514976326,0.011027285659713155,0.04621820338786854
413,0.026575557356471276,0.012018666589790353,0.04647566807719457
414,0.026489779209728122,0.011186971539313608,0.043033864165716376
415,0.026401231038048412,0.010618115274992821,0.05037684963955252
416,0.026307011245927304,0.009487210241740159,0.049400736648381446
417,0.026217503244080446,0.011847222514094908,0.044538998978198296
418,0.026129419389912412,0.010489015405540585,0.04783740210060916
419,0.026047317329936946,0.010992394722412674,0.04663361188227731
420,0.025956353472757553,0.011712281250185414,0.047270989988297325
421,0.025863697426358384,0.011638453854520498,0.045478420603259996
422,0.025787377976794708,0.011983404819681062,0.042992813447336374
423,0.025706360639681576,0.01112860899030978,0.04529461929972567
424,0.025626059624662655,0.011855441287959737,0.04521527444425137
425,0.025538320240816825,0.010896469185311737,0.0494026330999513
426,0.025456412259844706,0.01172632197791378,0.042196540632637676
427,0.02538274929205564,0.010258245404554622,0.043721530270768624
428,0.025298481443659798,0.011021429081660618,0.04470504263737861
429,0.02521410215916941,0.010405285643725753,0.0443196172670703
430,0.02513705920122399,0.01165691173262264,0.046249820644850365
431,0.025058295228217065,0.011613546139665636,0.044326218356441946
432,0.02497433521358039,0.012201699708969064,0.046102100280585694
433,0.024907957323624292,0.01105239408285941,0.04407377005581901
434,0.0248273272481714,0.011466819207203924,0.045335272479478786
435,0.02473772897917164,0.01141157896698589,0.04437605211784825
436,0.024660289912473307,0.011148957178958812,0.046624746895349685
437,0.024572351669198966,0.010820703791748574,0.04501708850035455
438,0.024481840223845704,0.01223021249432502,0.04550269021191901
439,0.024405210982549243,0.01183777238063763,0.04387592277384933
440,0.024323343923614037,0.01046767789620938,0.03982864167722833
441,0.024247610016923323,0.010775209600158936,0.04551872076624042
442,0.024159045417680262,0.010962346251078867,0.04206266766301793
443,0.02407810627570909,0.010678149442810432,0.0450331765656989
444,0.024008677706496166,0.011267428387059627,0.04767113229627376
445,0.02392659174796321,0.010547065363488487,0.042190785840899164
446,0.023848557701957727,0.010925353722516457,0.045986173142791284
447,0.023768694811114172,0.011705530216248141,0.04588869845431389
448,0.023700465286881016,0.011862920519096605,0.04600581165473895
449,0.02362081227940984,0.010609377236691808,0.04768255186329231
450,0.023537588706671043,0.010894495099382912,0.046801006742013665
451,0.023469643325120457,0.01229621579474563,0.04328752122917175
452,0.023399965544017857,0.01146150317231294,0.045641982354531235
453,0.02333071403505598,0.010594540866600843,0.04419337036372888
454,0.02325747387253055,0.011768636111056472,0.04428592562338278
455,0.02319013290436111,0.01209549993862959,0.04046830008031216
456,0.023111901127329065,0.011139602970425716,0.04742103605204025
457,0.023023246352878002,0.011837298742634644,0.04794776906315308
458,0.022945562027480604,0.012553780022353933,0.04469226069503707
459,0.02287609712382556,0.01238446602430273,0.04734480672918058
460,0.022803495248517207,0.012197733925081061,0.04778504964860238
461,0.022726023912619204,0.010923392058365669,0.04634633003119863
462,0.02265094440112069,0.012033488786147933,0.04455412498382436
463,0.022581547169149944,0.011138498730306267,0.04504307692402545
464,0.02251452457234419,0.012540872387469506,0.046997342243258924
465,0.022441713165500556,0.012203574650267248,0.04729128236974328
466,0.022365245709362155,0.012801544898651304,0.04479293041245106
467,0.0222867676423344,0.011354940555548578,0.0476969595767744
468,0.02221949741130552,0.011460944673540932,0.04190359124782163
469,0.022151819542468414,0.011567255979028496,0.04536159188394246
470,0.02207289110110237,0.011823162703290155,0.04507462579869445
471,0.021993507505538003,0.0104005697587636,0.047097412593191154
472,0.02191741309757097,0.010747865561804354,0.04063916790495524
473,0.021852205744447045,0.011439868486846392,0.044358134098153555
474,0.02177933324998354,0.01167718325648855,0.0448475686346909
475,0.021718108667109947,0.010130492769439208,0.044615491887453514
476,0.02164886338265378,0.012429884146503877,0.040140122844840725
477,0.021590855572565227,0.011223331208677726,0.04471514916304695
478,0.02152280026143028,0.012097881331981971,0.04252138398427846
