epoch,train_loss(total),test_loss(average),test_accuracy(average),grad_norm_per_epoch,consensus_per_epoch
1,1.0321576487401436,2.3026334619522095,0.0974,9.575290459906682e-05,0.024502713233232498
2,1.032117219320659,2.3025637435913087,0.0974,6.039813888492063e-05,0.0006464216858148575
3,1.032055829105706,2.302493016719818,0.0974,5.785424946225248e-05,0.0005482054548338056
4,1.031978424766968,2.3024214696884155,0.0974,6.24051972408779e-05,0.0005239982274360955
5,1.031920274269992,2.3023508310317995,0.0974,5.8141478803008795e-05,0.0005974299856461585
6,1.0318437783882535,2.302280161380768,0.0974,6.628136179642752e-05,0.0006487547070719302
7,1.031773692061161,2.30220990896225,0.0974,5.8150246331933886e-05,0.0007337613496929407
8,1.0316969526225124,2.302138910293579,0.0974,6.484225013991818e-05,0.0006370393093675375
9,1.0316578843470277,2.3020689201354982,0.0974,5.374851753003895e-05,0.0006686680717393756
10,1.0315670879750416,2.301998612880707,0.0974,5.3629628382623196e-05,0.0006150015979073942
11,1.0315025130222584,2.3019286799430847,0.0976,5.803479871246964e-05,0.0005860707606188953
12,1.0314392817431484,2.3018573451042177,0.0986,5.9363734180806205e-05,0.0006626352551393211
13,1.0313899820220882,2.3017874908447267,0.1012,5.779872299171984e-05,0.0007289188797585666
14,1.0312738187354187,2.3017178916931154,0.1067,6.529424717882648e-05,0.0006458170828409493
15,1.031197719019035,2.3016480684280394,0.1146,5.300082921166904e-05,0.0006844062590971589
16,1.0311767597650658,2.3015790581703186,0.1293,5.654349297401495e-05,0.0006184441735967994
17,1.0311041649045616,2.3015078830718996,0.1377,5.772277290816419e-05,0.0007322807214222848
18,1.0310312268035164,2.3014366483688353,0.1469,6.272125756368041e-05,0.0005733786383643746
19,1.0309509419161698,2.3013658356666564,0.1522,5.626264101010747e-05,0.0005858980002813041
20,1.0309059270497025,2.3012950921058657,0.1566,5.2080049499636516e-05,0.0006193874287419021
21,1.030801382558099,2.301223678588867,0.1554,5.5428750783903524e-05,0.0007292447262443602
22,1.0307929839553505,2.3011525511741637,0.151,5.717674866900779e-05,0.0007133009494282305
23,1.0306825617264057,2.301080446243286,0.1414,5.809113645227626e-05,0.0005692147533409297
24,1.0305937749558483,2.3010097312927247,0.1324,5.5325548601103947e-05,0.0005985889583826065
25,1.0305705111602257,2.3009398102760317,0.1286,6.015832332195714e-05,0.000634404830634594
26,1.0304894755626548,2.300867521762848,0.1219,5.4446209105663e-05,0.0006956328288652003
27,1.0303737952791412,2.300795307159424,0.1175,5.8247955166734755e-05,0.0006556612788699567
28,1.0303598149069424,2.300723626613617,0.1133,5.4021147661842406e-05,0.0006389560294337571
29,1.0302817754704376,2.300650904178619,0.11,5.446566137834452e-05,0.0006037152488715947
30,1.0302025295537094,2.3005777192115784,0.1078,6.31530347163789e-05,0.0006476035341620445
31,1.030182222354001,2.3005041456222535,0.1072,5.468162999022752e-05,0.0006156742456369102
32,1.0301208912298596,2.3004303121566774,0.1061,6.052792014088482e-05,0.0006156371091492474
33,1.0300118054809242,2.300357134342194,0.1053,6.120646139606833e-05,0.0005993672530166805
34,1.0299111887298782,2.300280954837799,0.1095,5.796574259875342e-05,0.0006575404549948871
35,1.0298833204754467,2.3002057790756227,0.1178,5.425099152489565e-05,0.0007188338204286993
36,1.0298017170922509,2.300130219459534,0.1307,5.4268177336780354e-05,0.0005622049211524427
37,1.0296750448901077,2.3000532221794128,0.1456,5.5089843954192474e-05,0.0006144799408502877
38,1.0296449198805053,2.2999778890609743,0.1574,5.925077493884601e-05,0.000599290186073631
39,1.0296246322064564,2.2999013876914978,0.1674,5.57973216928076e-05,0.0005796797340735793
40,1.0295673639609897,2.2998243522644044,0.177,5.473901182995178e-05,0.0006286624702624977
41,1.0294654857495735,2.299746239185333,0.1855,5.8983947383239865e-05,0.0006956252618692815
42,1.0293795435593045,2.299667413234711,0.1926,5.5461234296672046e-05,0.0005719031905755401
43,1.0293047330502807,2.299589364528656,0.1977,5.469260941026732e-05,0.000636619224678725
44,1.0292331422197407,2.299508821964264,0.2007,5.6958626373670995e-05,0.0005600241129286587
45,1.0291864450635582,2.299427230358124,0.2055,5.3511095757130533e-05,0.0006818757392466068
46,1.0290885048693623,2.29934693813324,0.2086,5.806004992336966e-05,0.0006168404943309724
47,1.0290954940277954,2.299264271259308,0.2109,5.850421075592749e-05,0.0005727920215576887
48,1.0289144778046115,2.299180495738983,0.2129,5.662327021127567e-05,0.000610604474786669
49,1.028914583140406,2.2990954732894897,0.2148,6.0724978538928553e-05,0.000636348151601851
50,1.02882233416212,2.2990108561515807,0.2158,6.029336873325519e-05,0.000631924020126462
