epoch,train_loss(total),test_loss(average),test_accuracy(average),grad_norm_per_epoch,consensus_per_epoch
1,1.0312796610182728,2.3017940878868104,0.1099,0.0004113069735467434,0.05991952493786812
2,1.0309280634954059,2.3001366305351256,0.1345,0.000205638149054721,0.0015281321248039603
3,1.0300685866125698,2.29848429441452,0.1598,0.0002021938853431493,0.0013122900854796171
4,1.0291320486315365,2.296821961402893,0.1824,0.00021052731608506292,0.0012224597157910466
5,1.0282055190924941,2.2951583075523376,0.2026,0.00020640395814552903,0.0014372904552146792
6,1.027385623290621,2.2934911346435545,0.2255,0.00021698506316170096,0.001414592145010829
7,1.0264069730865544,2.29180300951004,0.2528,0.0002034758508671075,0.0015812813071534038
8,1.0254975978670449,2.2900950360298156,0.2797,0.0002158491697628051,0.0014807477127760649
9,1.0247293124938834,2.2883952975273134,0.3034,0.00020234996918588877,0.0014796300092712045
10,1.0238078478081474,2.286669743061066,0.326,0.00019879697356373072,0.0015033237868919969
11,1.0228563094961232,2.2849281072616576,0.3482,0.00020362154464237392,0.0013399991439655423
12,1.0218242350323448,2.2831475281715394,0.3687,0.00020971399499103427,0.0015663696685805917
13,1.021069419281236,2.2813610529899595,0.3828,0.0002138054696843028,0.0015920910518616438
14,1.0199303380374252,2.2795549750328066,0.3906,0.0002221014437964186,0.0015036994591355324
15,1.0189026619853645,2.2777014899253847,0.3999,0.00020846301049459726,0.0015265296678990126
16,1.0182093551446652,2.2758301496505737,0.4036,0.00021741575619671494,0.0014352111611515284
17,1.0169813468538482,2.273901252746582,0.4093,0.00021618051687255502,0.001695485902018845
18,1.0160240834129268,2.2719400668144227,0.4127,0.00022205874847713858,0.0014673598343506455
19,1.0149943684709484,2.2699599170684817,0.4158,0.0002147849154425785,0.00149730930570513
20,1.0141113878324115,2.2679323863983156,0.4177,0.00021657189063262194,0.0015326859429478645
21,1.0127958064449245,2.2658524441719057,0.4185,0.0002242085465695709,0.0018089608056470752
22,1.011963896710297,2.2637322545051575,0.4192,0.0002276343002449721,0.0017332877032458782
23,1.0107738899773564,2.2615693283081053,0.4185,0.00022305587481241673,0.0013855723664164543
24,1.0094990853605599,2.25936247587204,0.4175,0.00022542825900018215,0.00157416972797364
25,1.0086925343192856,2.257101950645447,0.4191,0.00024097201821859926,0.0014335603918880224
26,1.0075820257951473,2.254787302017212,0.4189,0.00022809569782111794,0.0017903249245136976
27,1.0059501934668114,2.252392530441284,0.4188,0.00023780768970027566,0.0016196105862036347
28,1.004889019604387,2.2499367666244505,0.4187,0.00023541685368400067,0.0015656801406294107
29,1.0034648606489445,2.2473957395553588,0.4174,0.00023809772392269224,0.001529493136331439
30,1.0022164500992874,2.244794313907623,0.4172,0.00025854725390672684,0.001620811061002314
31,1.0010778302776402,2.2421319031715394,0.416,0.00025174158508889377,0.0015135256107896566
32,0.9997020893055817,2.239358582496643,0.4138,0.00025942668435163796,0.0015939066652208567
33,0.9978526876918201,2.236513288021088,0.4115,0.0002569726202636957,0.0015928471693769097
34,0.9961364813919725,2.233551411628723,0.4088,0.00026518385857343674,0.001637353328987956
35,0.9951519539643978,2.2305339121818544,0.4083,0.0002687681408133358,0.0019400535384193063
36,0.9934195860706526,2.227419500350952,0.4073,0.0002553084341343492,0.0015631970018148422
37,0.9916205288007341,2.224187881946564,0.4054,0.00027211185079067945,0.0017078856471925974
38,0.989929604119268,2.220876069068909,0.4039,0.0002888008893933147,0.0017444021068513393
39,0.9887291095380125,2.2174477577209473,0.4035,0.00027623612550087273,0.001640226342715323
40,0.98657436206423,2.213895843029022,0.4022,0.00028596664196811616,0.001941200695000589
41,0.984842022945141,2.2102272605895994,0.401,0.0002899120736401528,0.0019121126970276237
42,0.9828824328965154,2.2064275217056273,0.4005,0.00029770450782962143,0.0016509453998878598
43,0.9806149149763173,2.2025013160705567,0.3988,0.00030161498580127954,0.0018733330070972443
44,0.9792455316617571,2.198441722393036,0.3981,0.0003009504871442914,0.0016598044894635677
45,0.9770327549556206,2.1942501521110533,0.3988,0.00030443930882029235,0.0018778902012854815
46,0.9747958090798609,2.1899142122268676,0.3984,0.0003217020712327212,0.001842980389483273
47,0.9726406032669133,2.185399498939514,0.398,0.00032043340615928173,0.001861466676928103
48,0.9694471205102986,2.180698637962341,0.3973,0.00031681539257988334,0.0019135605543851852
49,0.968118152227895,2.1758630871772766,0.3964,0.0003363810828886926,0.002157713985070586
50,0.965125659930295,2.170855691432953,0.3968,0.00034338675322942436,0.0018915304681286216
51,0.9627217650413513,2.1656788897514345,0.3964,0.0003563057107385248,0.0019896517042070627
52,0.9604764878749847,2.160328290462494,0.3973,0.0003508307854644954,0.0020105354487895966
53,0.9577393506107659,2.1547965002059937,0.3976,0.00034883900661952794,0.002448385814204812
54,0.9546278879560274,2.1490179920196533,0.3977,0.00036849884781986475,0.001611925894394517
55,0.9526932172734162,2.1430977392196655,0.399,0.00036439477116800845,0.0023091945331543684
56,0.9486174709324179,2.1369378972053528,0.3996,0.00038148663588799536,0.001983439549803734
57,0.9454587623476982,2.130544059276581,0.3999,0.000384079001378268,0.0023575485683977604
58,0.9426307858064257,2.12393226146698,0.4001,0.0003871462831739336,0.002197833964601159
59,0.9392817703814342,2.117142901420593,0.4021,0.00039532253867946565,0.002160143107175827
60,0.9359303625493214,2.1100676393508913,0.4049,0.0004085805267095566,0.002532657701522112
61,0.9311701218629705,2.1027038741111754,0.4052,0.00040390552021563053,0.0023569015320390463
62,0.9281909673892218,2.0951483881473543,0.4057,0.00041949489968828857,0.002561102155596018
63,0.9233789783099602,2.0872762107849123,0.4061,0.000424253405071795,0.002710866741836071
64,0.9206229011560308,2.079177122116089,0.4073,0.0004305044421926141,0.0026414855383336544
65,0.9160411689302017,2.07077383518219,0.4087,0.000439304654719308,0.0028475457802414894
66,0.9120429127380766,2.062139594554901,0.4098,0.00045399778173305094,0.0029225589241832495
67,0.9074984847985464,2.0532073283195498,0.4105,0.0004427535168360919,0.0026501365937292576
68,0.902595968852783,2.043961287736893,0.4125,0.00047002045903354883,0.0031059738248586655
69,0.8986943130349291,2.03445513010025,0.4141,0.0004548303550109267,0.0027094741817563772
70,0.8940698643182886,2.0247260725498197,0.4162,0.0004612427728716284,0.002796610351651907
71,0.8892467466407808,2.0146424865722654,0.4181,0.00047399589675478637,0.0025547039695084095
72,0.8837159530356012,2.004279190301895,0.4202,0.0004818082379642874,0.0037247089203447104
73,0.879494624148155,1.9935923898220063,0.4228,0.0005087683675810695,0.0028240696992725134
74,0.8737186170343695,1.9826126205921173,0.4243,0.000487794226501137,0.0030570265371352434
75,0.8686931323388527,1.971324702501297,0.4262,0.0005034228088334203,0.0029763670172542334
76,0.8625089428548155,1.9598142540454864,0.4295,0.0005060604307800531,0.0028918893076479435
77,0.8578071450365001,1.94796262383461,0.4317,0.0004968075081706047,0.0026466366834938526
78,0.850885428231338,1.935753983259201,0.4344,0.0005283273058012128,0.003619254333898425
79,0.8458740816547953,1.9233411514759065,0.4365,0.0005257757729850709,0.0026605138555169106
80,0.8396141071771753,1.9106246995925904,0.439,0.000531546538695693,0.003092434024438262
81,0.8319540627557656,1.8975328385829926,0.4407,0.0005454782512970269,0.0028743708971887827
82,0.8275200136262795,1.884247351884842,0.4431,0.000543881906196475,0.0032229432836174965
83,0.8204105278027469,1.8706523728370668,0.4461,0.0005429845186881721,0.0031252489425241947
84,0.8139100686229509,1.8568028104305268,0.4494,0.0005558799603022635,0.0035864936653524637
85,0.8072497138175471,1.8426848018169404,0.453,0.0005558605771511793,0.003084008814767003
86,0.7996094563397868,1.8283840072155,0.455,0.0005647222278639674,0.0029643280431628227
87,0.7938296260504887,1.8137180721759796,0.46,0.0005709766410291195,0.0034174940083175898
88,0.7863476720863375,1.799043048620224,0.4647,0.0005743843503296375,0.0039728679694235325
89,0.7796389750879387,1.7840273916721343,0.4682,0.000580738065764308,0.0035285353660583496
90,0.7738206509886116,1.7688749027252197,0.4732,0.0005629376973956823,0.003705713665112853
91,0.766032243854013,1.7535073482990264,0.477,0.0005773946759290993,0.0035542945843189955
92,0.7571818402101254,1.738017270565033,0.4809,0.0005794651806354523,0.004082493018358946
93,0.7487325038889359,1.7223945939540863,0.4842,0.0005853027105331421,0.0036143341567367315
94,0.7424604114273499,1.7064906096458434,0.4902,0.0005924900760874152,0.0049342866986989975
95,0.7343386519571831,1.6905733573436736,0.4949,0.0005977663677185774,0.004312022589147091
96,0.7276206607448643,1.6745407056808472,0.4985,0.0005936556262895465,0.0038010806310921907
97,0.721521221101284,1.6583751809597016,0.5061,0.0005871368339285254,0.003969378769397736
98,0.7118699779284412,1.6420276868343353,0.5118,0.0005896919756196439,0.004238080698996782
99,0.7047476449917103,1.6256305015087127,0.5168,0.0005955582018941641,0.003847172949463129
100,0.697396358025485,1.609280812740326,0.5213,0.000607395893894136,0.003845978993922472
101,0.6896322585385422,1.592814553976059,0.5291,0.0006093847332522273,0.004097239580005407
102,0.6808811850075064,1.576338769197464,0.5353,0.0006023861351422966,0.004008234012871981
103,0.6748938239340124,1.5598298013210297,0.5425,0.0005992614314891398,0.004081129562109709
104,0.6680012684443901,1.5432845771312713,0.5488,0.0005935111548751593,0.004282444249838591
105,0.6606523312371353,1.5266629338264466,0.5571,0.0006029745563864708,0.003498462727293372
106,0.6516295437668932,1.5102435541152954,0.5638,0.0005950158811174333,0.004068281501531601
107,0.6447099375313726,1.4936894297599792,0.5702,0.0005835936171934009,0.004201873671263456
108,0.6386246046629446,1.4771707010269166,0.5786,0.0005913186469115317,0.0038556840736418962
109,0.6299488441697483,1.4607469391822816,0.5846,0.0006051286472938955,0.004712619818747044
110,0.6212917227169563,1.4444351983070374,0.5931,0.0005890747415833175,0.004576654639095068
111,0.615082196505933,1.428078417778015,0.6002,0.0005763251683674753,0.004017555620521307
112,0.6075013204124468,1.4116759264469148,0.6086,0.0005931513733230531,0.004281060770153999
113,0.6000600195136564,1.3956376528739929,0.6143,0.0005766191752627492,0.00430265162140131
114,0.5951115925764215,1.379499955177307,0.6215,0.0005795853212475777,0.0042862375266849995
115,0.5872406281273941,1.3634375154972076,0.6292,0.0005882263649255037,0.004492565058171749
116,0.579608382079108,1.347497774362564,0.6365,0.0005834666080772877,0.004981498699635267
117,0.5740075187179549,1.3317592096328736,0.6434,0.0005745892412960529,0.005123161245137453
118,0.5670247085649391,1.3162238967418671,0.6497,0.0005754122394137084,0.004355860408395529
119,0.5578562885779759,1.300911387205124,0.6547,0.0005665442440658808,0.0045342277735471725
120,0.5530785968334511,1.2855107182264327,0.662,0.0005650895764119923,0.0049826605245471
121,0.5467049321480866,1.2703145295381546,0.6693,0.0005760316853411496,0.004867917858064175
122,0.5401995356740623,1.2550460511446,0.6743,0.000555282982531935,0.0050950623117387295
123,0.5329742955750433,1.2405124026536942,0.6804,0.0005539103294722736,0.004960975144058466
124,0.5276392776647518,1.225920314192772,0.6851,0.0005669532110914588,0.004300444386899471
125,0.5212242865356905,1.211465055346489,0.6914,0.0005697195301763713,0.005593791138380766
126,0.5156129840119131,1.1972547960281372,0.6973,0.0005515860393643379,0.004517377819865942
127,0.5082688869844223,1.183279126882553,0.7004,0.0005373856984078884,0.005207495763897896
128,0.5020331912513437,1.1694429928064347,0.7036,0.0005525235319510102,0.005324237979948521
129,0.49646415034758634,1.1560681557655335,0.7058,0.0005259826430119574,0.005090487655252218
130,0.4900379491777256,1.1425657665729523,0.709,0.0005408884608186781,0.005295161623507738
131,0.48634297375021307,1.1296557015180588,0.712,0.0005305298836901784,0.005536715034395456
132,0.4803152062512677,1.1165861827135086,0.7153,0.0005399747751653194,0.005598168820142746
133,0.4733576972422929,1.1037376469373703,0.7196,0.0005099988193251193,0.005436223931610584
134,0.4691865085784731,1.091467512845993,0.722,0.0005032715853303671,0.005773520562797785
135,0.4660003099205165,1.0790351629257202,0.7248,0.0005026668077334762,0.005818566307425499
136,0.4584236164288274,1.0669717210531235,0.7269,0.0005124339368194342,0.006071500480175018
137,0.45513811977259044,1.0552874451875687,0.728,0.0004954785690642893,0.005300986580550671
138,0.4511073188021265,1.0435436910390854,0.73,0.0005019038217142224,0.00490567646920681
139,0.4446949725007189,1.032288773059845,0.7334,0.0004829812387470156,0.0061088986694812775
140,0.4412371327394041,1.0211279857158662,0.7368,0.0004935793112963438,0.005554723087698221
141,0.4353973950291502,1.0101240962743758,0.739,0.00047128243022598326,0.006418102420866489
142,0.4320746001241536,0.999312379360199,0.7409,0.00046780635602772236,0.005747325252741575
143,0.42582615554846565,0.988716413974762,0.7431,0.00047187451855279505,0.006774841342121363
144,0.4208302373259232,0.9784951758384705,0.7456,0.00048178865108639,0.005425569135695696
145,0.4183199129484851,0.9684236800670624,0.7481,0.00047469514538533986,0.005785684566944838
146,0.41422133969849556,0.9585262548923492,0.7494,0.00046526556252501905,0.005902733188122511
147,0.40973753687636605,0.9487447381019593,0.7518,0.00045082118595018983,0.007312034256756306
148,0.4054214608823431,0.9395976674556732,0.7538,0.00046250346349552274,0.007141298148781061
149,0.3996316321708005,0.9304530328512192,0.7559,0.00047250697389245033,0.005637169815599918
150,0.3952365628090398,0.9214323472976684,0.758,0.0004320746229495853,0.006375460419803858
151,0.3932634138598524,0.9124120593070983,0.7601,0.0004489142447710037,0.006730514112859964
152,0.38971199724694777,0.903738324046135,0.7625,0.00043225381523370743,0.005981096066534519
153,0.3864953963664071,0.8953709203004837,0.7647,0.00043924583587795496,0.0055200266651809216
154,0.38219980253227825,0.887072035074234,0.7666,0.0004293436650186777,0.005362773779779673
155,0.37860132702465715,0.8786151072382927,0.7687,0.0004163031408097595,0.005367721430957317
156,0.3755575020251603,0.8703034052252769,0.7704,0.00044272904051467776,0.005542672239243984
157,0.3720306844033044,0.8626317036151886,0.7717,0.000425012840423733,0.006347004324197769
158,0.3694044713830126,0.8551321920752525,0.7745,0.0004003662907052785,0.006481190212070942
159,0.3671307976132837,0.8477306205034256,0.7768,0.0004112632595933974,0.005790991708636284
160,0.3636306231391841,0.8404648703336716,0.7793,0.0004129343433305621,0.005876330193132162
161,0.35881521347267875,0.8332983210682869,0.7816,0.0004243801231496036,0.00547998771071434
162,0.3562262871399008,0.8260103383660317,0.7838,0.00039890818879939616,0.0057771457359194756
163,0.3533526274921565,0.8190272176265716,0.786,0.00040025467751547694,0.006424729246646166
164,0.351600059661372,0.8121885034441948,0.7874,0.00039336958434432745,0.005039452575147152
165,0.3472091897294439,0.8056072822213173,0.7893,0.000390853441786021,0.006795239634811878
166,0.3471052810421278,0.7989129489660263,0.7915,0.00039905650191940367,0.006101662293076515
167,0.3440744621229583,0.7926955303549766,0.7931,0.0003925580531358719,0.006103922612965107
168,0.3383070459139758,0.7863918995857239,0.7953,0.00039705459494143724,0.006822021212428808
169,0.3371288691615236,0.7800054183602333,0.7982,0.0003852466179523617,0.006245867349207401
170,0.33461461787850694,0.7742710602283478,0.7992,0.00036482070572674274,0.006130225490778685
171,0.3311936899634271,0.7680841311812401,0.8018,0.0003996754821855575,0.0052917334251105785
172,0.33001704931516074,0.7624112284183502,0.8031,0.00037016652640886605,0.008123129606246948
173,0.3271152147188269,0.7567632290720939,0.8056,0.0003598799812607467,0.004815956577658653
174,0.32652461663659277,0.7510874849557877,0.8068,0.0003656235639937222,0.005885248072445393
175,0.323700072372268,0.7453132718801498,0.8087,0.0003656554326880723,0.00575628038495779
176,0.3185206982467709,0.7402225950360298,0.8099,0.00034611314185895026,0.006227890029549599
177,0.31529288154480783,0.7349609491229058,0.8102,0.0003851621877402067,0.0071286289021372795
178,0.3163552388291934,0.7292074325680733,0.8126,0.0003408037591725588,0.006111637689173222
179,0.3128183552160345,0.7243413823843002,0.8139,0.00035399850457906723,0.006659112870693207
180,0.3111885628052827,0.7196472907066345,0.8154,0.0003814319788943976,0.006355786696076393
181,0.30816397995784367,0.7146856826543808,0.8161,0.00037894814158789814,0.007382407784461975
182,0.3068732300066742,0.7095281934738159,0.8184,0.00036131980596110225,0.005321591626852751
183,0.3052885602388916,0.704552256166935,0.8201,0.00032747985096648335,0.006988932844251394
184,0.3028939615549712,0.7001013639569282,0.8206,0.00040651732706464827,0.006835047621279955
185,0.3024784907184798,0.6952049580216407,0.8221,0.00032389204716309905,0.006201742682605982
186,0.2983958262564807,0.6906586989760399,0.823,0.00033896538661792874,0.006204754579812288
187,0.2973706651607464,0.6866047441959381,0.8239,0.0003585198428481817,0.0075045363046228886
