Epoch,Loss,Grad_norm
1,2.1986255844434104,3.1317832242332497
2,1.6184025009473164,2.397331522682298
3,1.2834518750508626,1.8774499133550344
4,1.0771224697430928,1.5608067757429713
5,0.9402527213096619,1.3008400493776493
6,0.8433851003646851,1.1302679179366195
7,0.7713416715463003,0.9911333789589263
8,0.7156778673330942,0.896737699469817
9,0.6711791455745697,0.7993392227379353
10,0.6347042918205261,0.7623311726368487
11,0.6041909952958425,0.6959143855939133
12,0.5782606403032938,0.6450936086830965
13,0.555978943904241,0.6121613779305074
14,0.5364385644594828,0.5946990026011895
15,0.5192922651767731,0.5365690581200079
16,0.5039357046286265,0.5621891392052191
17,0.4902169853448868,0.5238523053447138
18,0.47783759236335754,0.483626085065769
19,0.4665592114130656,0.49985136098627997
20,0.4563366323709488,0.46040786397496336
21,0.4468044539292653,0.42629756022107307
22,0.4381089856227239,0.40646032695520096
23,0.4300143818060557,0.4154766727971211
24,0.42254457871119183,0.38740974241208515
25,0.41554416716098785,0.41255731263545403
26,0.40902338922023773,0.37266454274030003
27,0.40282970666885376,0.37290531392205994
28,0.39702502886454266,0.3639603100016154
29,0.3916232834259669,0.3516435402986476
30,0.3864345500866572,0.334987975217903
31,0.3815607776244481,0.37306353670755465
32,0.37687966227531433,0.3223725878731836
33,0.37250126898288727,0.37226063103218243
34,0.36825695633888245,0.3132312286710798
35,0.3642398069302241,0.3328963467593263
36,0.3603938817977905,0.30994699128839615
37,0.35668360193570453,0.3287411321555263
38,0.35317594806353253,0.3204463041667139
39,0.34973035256067914,0.3038955163571276
40,0.34648750722408295,0.2834292946921803
41,0.34338854749997455,0.32246046216724894
42,0.34031425913174945,0.27042751412596544
43,0.3374169021844864,0.32646451789224223
44,0.3345722903807958,0.2855168016182959
45,0.33185439308484393,0.25667836161472324
46,0.32917947073777515,0.3037564960298167
47,0.32665955026944477,0.3133069492310675
48,0.32416653633117676,0.29954714277109484
49,0.3217429618040721,0.3156364849454672
50,0.3193744570016861,0.26526745818094305
51,0.31710466742515564,0.26459685795185467
52,0.3149305085341136,0.2633056431259094
53,0.31276218096415204,0.28819353997834446
54,0.31066302458445233,0.2539019665146821
55,0.3086481640736262,0.27876093476004227
56,0.30664074420928955,0.28948886618268127
57,0.3047036478916804,0.27729952422487186
58,0.3027673860390981,0.24197105036089028
59,0.3009151021639506,0.253333236255862
60,0.29912862181663513,0.2975382667937896
61,0.29737408955891925,0.24121349336018497
62,0.29560605188210803,0.25969556314169273
63,0.29391327997048694,0.2336130909911853
64,0.2922612279653549,0.2808195544280101
65,0.29065652191638947,0.2675090972336293
66,0.2890276114145915,0.26366377841645927
67,0.28744015594323474,0.26610109583087943
68,0.2859438757101695,0.22521511989196918
69,0.28442683815956116,0.2780600117097748
70,0.28296005725860596,0.2647192895651952
71,0.2815457582473755,0.25995049960126076
72,0.28012658655643463,0.239130324377943
73,0.27868929505348206,0.24415002871754665
74,0.27731069922447205,0.2304123248950343
75,0.2759799708922704,0.2971093768380355
76,0.2746591518322627,0.2436644729229044
77,0.27334507803122204,0.21100341806586692
78,0.27206461131572723,0.24048384784008686
79,0.2707988868157069,0.24285509218847204
80,0.26955896615982056,0.21443047632867332
81,0.26835888127485913,0.25153667284738407
82,0.2671186625957489,0.22179994504036823
83,0.2659159153699875,0.22034547612479624
84,0.26474835475285846,0.25521438249484507
85,0.263631006081899,0.2625666712176861
86,0.2625090579191844,0.23984148936026123
87,0.2613617231448491,0.2169614765079691
88,0.2602543557683627,0.20925538727911175
89,0.2591708153486252,0.21370019264538395
90,0.25810280938943225,0.21038635392332933
91,0.25702333947022754,0.22150499127227996
92,0.25600214550892514,0.20868516322818212
93,0.2549645006656647,0.22167405084815076
94,0.253946490585804,0.23396186047098885
95,0.2529321163892746,0.23323313062363724
96,0.2519577716787656,0.23911953730517493
97,0.2509702021876971,0.2258443897744147
98,0.24999027202526727,0.19767439965336248
99,0.24903947860002518,0.23105863499344517
100,0.24810885141293207,0.24998788744395092
101,0.24715464562177658,0.2828149610750348
