epoch,train_loss(total),test_loss(average),test_accuracy(average),grad_norm_per_epoch
1,1.2808325950406556,1.9752503943443298,0.4183,0.0012245262041687965
2,1.0073407417179172,1.5899096703529358,0.5599,0.0009108788799494505
3,0.7731568055529879,1.2446812623739243,0.6664,0.0008068544557318091
4,0.601544672734717,0.9919217467308045,0.7252,0.0007553051109425724
5,0.48625388741493225,0.8102424475550651,0.7814,0.0006528635858558118
6,0.40914640199934316,0.6948919945955276,0.8115,0.0005875593633390963
7,0.3552539066499115,0.6110355465114117,0.8353,0.0005641584866680205
8,0.3204692866430323,0.5557334252446889,0.8483,0.0005148599739186466
9,0.2947309549547668,0.5117419385164976,0.8583,0.0004542498500086367
10,0.27470351787459135,0.4767615429311991,0.8673,0.0004878756299149245
11,0.259734668633622,0.45472597762942313,0.8707,0.0003570159606169909
12,0.2479360602541357,0.43606510359793904,0.8754,0.0005010891472920775
13,0.23688083842524096,0.41565401911735533,0.8815,0.0005051314947195351
14,0.22788019631153497,0.39940893672406674,0.8866,0.00036983343306928873
15,0.2195462277557096,0.38950431138277053,0.889,0.00038855677121318877
16,0.21308643447282988,0.3761965931952,0.8932,0.00036229679244570434
17,0.21101556215276066,0.3697475883737206,0.8942,0.00034685220452956855
18,0.20249526113526434,0.36100510612130166,0.8959,0.000519782945048064
19,0.19935259936202285,0.3523706606961787,0.8983,0.000438192393630743
20,0.1947981753728838,0.3447764655388892,0.9004,0.00044037573388777673
21,0.18833678715631494,0.33812152383849026,0.9021,0.00038592651253566146
22,0.18624084318677583,0.3322642035409808,0.9031,0.00046620197826996446
23,0.1847628621209381,0.32820222537964583,0.9039,0.0003522272454574704
24,0.1799504265953333,0.3227794283255935,0.9054,0.0004913937882520258
25,0.17700798671023968,0.3153485793620348,0.908,0.0003673943574540317
26,0.17598011831824595,0.31569465829059484,0.9073,0.0005024882848374546
27,0.17405435356956261,0.3103460725769401,0.9087,0.0003745993017219007
28,0.17257201278375256,0.30694013368338346,0.91,0.0004908051923848689
29,0.16996929770669875,0.3008378333970904,0.9118,0.0004214778891764581
30,0.16739344254581848,0.2977345299720764,0.912,0.0005603520548902452
31,0.16401464676755106,0.2941874746978283,0.9131,0.0004806090146303177
32,0.16300725104271346,0.29183631141670047,0.9139,0.00039299309719353914
33,0.1602260339527558,0.2888848529290408,0.9152,0.0003912369429599494
34,0.15802486366632149,0.2841927847545594,0.9164,0.0004759846779052168
35,0.15651551449400747,0.28102004282176496,0.9172,0.0003546552325133234
36,0.15426286642686424,0.278956961510703,0.9176,0.00035575052606873214
37,0.1533558108071741,0.2777418205421418,0.9173,0.0004048330301884562
38,0.15226605034664145,0.27439878895878794,0.9191,0.0004213905776850879
39,0.15037368386028668,0.2715703642461449,0.919,0.00044459846685640514
40,0.14870138729038912,0.2658132608048618,0.9222,0.00046179929631762207
41,0.14820817167050818,0.26637160112150016,0.9207,0.0004553966864477843
42,0.14420039910409185,0.26333600336685775,0.9222,0.0006880663568153977
43,0.14418153003112882,0.2603583585470915,0.923,0.0005009310552850366
44,0.14269593943897477,0.25851150453090666,0.9231,0.0004693446680903435
45,0.14171469284810573,0.2568124422058463,0.9235,0.0004073730087839067
46,0.14134825272565213,0.25465384365990756,0.9249,0.00038875077734701335
