epoch,batch,iteration,train_loss(total),train_loss(average),train_accuracy(average),test_loss(average),test_accuracy(average)
1,1,1,2.3191,2.3031,0.0919,2.3031,0.0965
1,2,2,2.3124,2.3031,0.0952,2.303,0.099
1,3,3,2.2959,2.303,0.0975,2.303,0.1008
1,4,4,2.2767,2.303,0.1045,2.3029,0.1082
1,5,5,2.2627,2.3029,0.1326,2.3028,0.1359
1,6,6,2.2546,2.3028,0.1477,2.3027,0.1536
1,7,7,2.2402,2.3026,0.1496,2.3025,0.1549
1,8,8,2.2328,2.3024,0.1468,2.3023,0.1499
1,9,9,2.2149,2.3021,0.144,2.3021,0.1468
1,10,10,2.1996,2.3018,0.159,2.3017,0.1619
1,11,11,2.1836,2.3014,0.167,2.3013,0.1695
1,12,12,2.1768,2.3008,0.1754,2.3007,0.1796
1,13,13,2.1565,2.3001,0.1782,2.3,0.1819
1,14,14,2.1468,2.2991,0.2262,2.299,0.2358
1,15,15,2.1279,2.298,0.2802,2.2978,0.2869
1,16,16,2.1057,2.2964,0.2766,2.2962,0.2859
1,17,17,2.0978,2.2944,0.267,2.2942,0.2745
1,18,18,2.0803,2.292,0.2633,2.2917,0.2731
1,19,19,2.0767,2.2889,0.2685,2.2886,0.2783
1,20,20,2.0485,2.2851,0.2819,2.2847,0.2937
1,21,21,2.0472,2.2804,0.3018,2.28,0.3142
1,22,22,2.0115,2.2746,0.3252,2.2741,0.3352
1,23,23,2.0081,2.2676,0.386,2.267,0.3957
1,24,24,1.9832,2.259,0.4393,2.2583,0.4493
1,25,25,1.9723,2.2485,0.489,2.2477,0.4998
1,26,26,1.9606,2.2363,0.5251,2.2353,0.5378
1,27,27,1.9393,2.222,0.5512,2.2209,0.5617
1,28,28,1.9312,2.2054,0.5757,2.2041,0.5837
1,29,29,1.9095,2.1862,0.5982,2.1847,0.6032
1,30,30,1.8922,2.1655,0.6142,2.1639,0.6173
2,1,31,1.8847,2.1428,0.6293,2.1411,0.6342
2,2,32,1.8532,2.1181,0.6404,2.1161,0.6469
2,3,33,1.8318,2.0907,0.6458,2.0885,0.6507
2,4,34,1.8099,2.0627,0.6483,2.0604,0.6529
2,5,35,1.8167,2.0314,0.6465,2.029,0.6514
2,6,36,1.783,1.998,0.6457,1.9954,0.6518
2,7,37,1.7727,1.9664,0.6439,1.9634,0.6524
2,8,38,1.761,1.9329,0.6389,1.9296,0.6471
2,9,39,1.7441,1.8992,0.6371,1.8958,0.6453
2,10,40,1.736,1.8645,0.6362,1.8609,0.6441
2,11,41,1.7038,1.828,0.6374,1.8241,0.645
2,12,42,1.6947,1.7921,0.6361,1.788,0.6404
2,13,43,1.6775,1.7581,0.6397,1.7537,0.6438
2,14,44,1.6535,1.7259,0.6433,1.7212,0.6467
2,15,45,1.6594,1.697,0.6425,1.6924,0.6452
2,16,46,1.6376,1.6697,0.6444,1.6648,0.6475
2,17,47,1.6233,1.641,0.6466,1.6361,0.6503
2,18,48,1.6255,1.61,0.6526,1.6048,0.6556
2,19,49,1.5999,1.5806,0.655,1.575,0.6578
2,20,50,1.5579,1.5563,0.6599,1.5502,0.662
2,21,51,1.5954,1.5298,0.661,1.5234,0.6639
2,22,52,1.5542,1.5089,0.666,1.5019,0.6707
2,23,53,1.5608,1.4852,0.6698,1.478,0.675
2,24,54,1.5518,1.4633,0.6739,1.4555,0.6793
2,25,55,1.5218,1.4451,0.6789,1.4369,0.6847
2,26,56,1.5074,1.4261,0.6806,1.418,0.6856
2,27,57,1.523,1.4075,0.6829,1.3992,0.6881
2,28,58,1.4975,1.3914,0.6864,1.3832,0.6909
2,29,59,1.4877,1.3738,0.6925,1.3652,0.6996
2,30,60,1.4949,1.3575,0.702,1.3487,0.7097
3,1,61,1.462,1.3445,0.7076,1.3353,0.7173
3,2,62,1.4504,1.3291,0.7103,1.3201,0.7197
3,3,63,1.4213,1.3185,0.7176,1.3095,0.7281
3,4,64,1.4302,1.3044,0.7244,1.2956,0.733
3,5,65,1.4035,1.2906,0.7345,1.2814,0.7449
3,6,66,1.409,1.2769,0.7351,1.2679,0.745
3,7,67,1.3955,1.2631,0.7409,1.254,0.7507
3,8,68,1.396,1.2504,0.7459,1.2409,0.7572
3,9,69,1.3591,1.2379,0.748,1.2283,0.758
3,10,70,1.3572,1.226,0.7553,1.2163,0.767
3,11,71,1.3505,1.2139,0.761,1.2042,0.7709
3,12,72,1.3762,1.2011,0.7715,1.1912,0.7822
3,13,73,1.3341,1.1923,0.7761,1.1823,0.7878
3,14,74,1.3083,1.1844,0.7822,1.1744,0.7925
3,15,75,1.313,1.1721,0.782,1.1621,0.7924
3,16,76,1.2986,1.1621,0.7875,1.1518,0.7971
3,17,77,1.3068,1.1525,0.7923,1.1419,0.8008
3,18,78,1.2996,1.1407,0.7975,1.13,0.8076
3,19,79,1.2768,1.131,0.803,1.1199,0.8135
3,20,80,1.2984,1.1207,0.8073,1.1094,0.8185
3,21,81,1.2816,1.1087,0.8129,1.0971,0.8237
3,22,82,1.2478,1.1001,0.8157,1.0886,0.8269
3,23,83,1.2378,1.0909,0.818,1.0791,0.8295
3,24,84,1.2315,1.0832,0.8226,1.071,0.8345
3,25,85,1.224,1.0726,0.8251,1.0606,0.836
3,26,86,1.2331,1.0617,0.8271,1.049,0.8387
3,27,87,1.2255,1.0524,0.8291,1.0401,0.8416
3,28,88,1.2109,1.0456,0.8311,1.0332,0.8435
3,29,89,1.1959,1.0379,0.8348,1.0257,0.8469
3,30,90,1.2138,1.0298,0.8397,1.0173,0.8499
4,1,91,1.1942,1.0229,0.846,1.0103,0.8579
4,2,92,1.1751,1.0127,0.8505,0.9999,0.8624
4,3,93,1.1661,1.0039,0.8516,0.9913,0.8637
4,4,94,1.1878,0.999,0.8547,0.9867,0.8657
4,5,95,1.1473,0.9909,0.8562,0.9786,0.8666
4,6,96,1.1272,0.9833,0.8575,0.9707,0.8667
4,7,97,1.1416,0.9759,0.8595,0.9627,0.8696
4,8,98,1.1346,0.9694,0.8616,0.9562,0.8698
4,9,99,1.1313,0.9596,0.8641,0.9466,0.8722
4,10,100,1.1096,0.9517,0.8655,0.9386,0.8744
4,11,101,1.1071,0.9428,0.8676,0.9293,0.8767
4,12,102,1.0912,0.9331,0.8689,0.9197,0.8774
4,13,103,1.123,0.9262,0.8712,0.9125,0.8796
4,14,104,1.098,0.9197,0.8718,0.9061,0.8799
4,15,105,1.0872,0.9098,0.8717,0.8959,0.8802
4,16,106,1.089,0.9004,0.8722,0.8866,0.8818
4,17,107,1.0648,0.8937,0.8733,0.8798,0.8818
4,18,108,1.0805,0.8886,0.8747,0.8748,0.8818
4,19,109,1.0614,0.8815,0.8771,0.8678,0.8823
4,20,110,1.0583,0.8747,0.8779,0.861,0.8844
4,21,111,1.0617,0.8669,0.8786,0.8532,0.8856
4,22,112,1.0455,0.8582,0.8795,0.8442,0.8857
4,23,113,1.0768,0.851,0.8808,0.8372,0.8869
4,24,114,1.0479,0.8458,0.8822,0.832,0.888
4,25,115,1.0206,0.84,0.8833,0.8263,0.8894
4,26,116,1.0108,0.8344,0.8842,0.8207,0.8897
4,27,117,1.0452,0.8276,0.8857,0.8144,0.8908
4,28,118,1.0367,0.8184,0.8866,0.8048,0.8914
4,29,119,0.9971,0.8126,0.888,0.7992,0.8922
4,30,120,1.0489,0.8096,0.8902,0.7966,0.8942
5,1,121,0.9959,0.8006,0.8906,0.788,0.8939
5,2,122,0.963,0.7953,0.8917,0.7824,0.8953
5,3,123,0.9929,0.7901,0.8922,0.7769,0.8949
5,4,124,0.9965,0.7824,0.8929,0.7692,0.8968
5,5,125,0.9791,0.7776,0.8943,0.7638,0.8979
5,6,126,0.9541,0.7692,0.8949,0.7553,0.8981
5,7,127,0.9605,0.7653,0.8967,0.7516,0.8985
5,8,128,0.9599,0.7609,0.8963,0.7469,0.8992
5,9,129,0.9377,0.7546,0.8967,0.7408,0.9007
5,10,130,0.9449,0.7491,0.8971,0.7349,0.9009
5,11,131,0.9722,0.7437,0.8983,0.7295,0.9021
5,12,132,0.9443,0.7374,0.8997,0.7237,0.9028
5,13,133,0.9449,0.7309,0.9007,0.7169,0.9039
5,14,134,0.9327,0.7252,0.9022,0.7111,0.9052
5,15,135,0.9131,0.7201,0.9027,0.7064,0.9057
5,16,136,0.9269,0.7151,0.9035,0.7012,0.9069
5,17,137,0.9046,0.7127,0.9036,0.699,0.9078
5,18,138,0.892,0.7059,0.9036,0.6918,0.9069
5,19,139,0.9171,0.7017,0.9052,0.6875,0.9093
5,20,140,0.8935,0.6965,0.905,0.6825,0.9092
5,21,141,0.871,0.6915,0.9049,0.6779,0.908
5,22,142,0.8989,0.685,0.9053,0.6713,0.9096
5,23,143,0.8971,0.6786,0.906,0.6647,0.9093
5,24,144,0.8815,0.6735,0.9067,0.6601,0.9107
5,25,145,0.9057,0.6686,0.9069,0.6551,0.9103
5,26,146,0.8908,0.6634,0.9073,0.6501,0.911
5,27,147,0.8878,0.6602,0.9079,0.6473,0.911
5,28,148,0.8588,0.6554,0.9085,0.6427,0.9114
