epoch,batch,iteration,train_loss(total),train_loss(average),train_accuracy(average),test_loss(average),test_accuracy(average)
1,1,1,2.3427,2.3026,0.1022,2.3026,0.101
1,2,2,2.3185,2.3025,0.1022,2.3026,0.101
1,3,3,2.3207,2.3025,0.1022,2.3026,0.101
1,4,4,2.3074,2.3025,0.1022,2.3025,0.101
1,5,5,2.3024,2.3025,0.1022,2.3025,0.101
1,6,6,2.2947,2.3024,0.1022,2.3024,0.101
1,7,7,2.2935,2.3024,0.1022,2.3024,0.101
1,8,8,2.2897,2.3023,0.1022,2.3023,0.101
1,9,9,2.2875,2.3022,0.1022,2.3022,0.101
1,10,10,2.2779,2.302,0.1022,2.302,0.101
1,11,11,2.2737,2.3018,0.1022,2.3018,0.101
1,12,12,2.2716,2.3016,0.1022,2.3016,0.101
1,13,13,2.2641,2.3013,0.1022,2.3013,0.101
1,14,14,2.2578,2.3009,0.1022,2.3009,0.101
1,15,15,2.2457,2.3005,0.1022,2.3004,0.101
1,16,16,2.2384,2.3,0.1022,2.2999,0.101
1,17,17,2.2324,2.2993,0.1022,2.2992,0.101
1,18,18,2.223,2.2985,0.1022,2.2983,0.101
1,19,19,2.2222,2.2975,0.1022,2.2973,0.101
1,20,20,2.2146,2.2963,0.1037,2.2961,0.1028
1,21,21,2.2054,2.2948,0.11,2.2946,0.1107
1,22,22,2.1947,2.2931,0.1316,2.2928,0.1304
1,23,23,2.1933,2.291,0.2085,2.2906,0.2058
1,24,24,2.1874,2.2884,0.2739,2.2879,0.274
1,25,25,2.1779,2.2853,0.323,2.2847,0.3245
1,26,26,2.1717,2.2816,0.3633,2.281,0.3665
1,27,27,2.1605,2.2774,0.4021,2.2766,0.4067
1,28,28,2.1573,2.2725,0.4377,2.2715,0.4454
1,29,29,2.148,2.2669,0.4637,2.2658,0.4718
1,30,30,2.14,2.2605,0.4858,2.2592,0.4976
2,1,31,2.1327,2.2533,0.5068,2.2518,0.5189
2,2,32,2.1197,2.2452,0.5255,2.2436,0.5375
2,3,33,2.1171,2.2363,0.5405,2.2343,0.5514
2,4,34,2.1038,2.2266,0.5533,2.2244,0.5633
2,5,35,2.1145,2.2156,0.5655,2.2132,0.5752
2,6,36,2.0946,2.2043,0.5786,2.2015,0.5867
2,7,37,2.0874,2.1921,0.5867,2.189,0.5921
2,8,38,2.0888,2.1791,0.5937,2.1757,0.598
2,9,39,2.0764,2.1659,0.6012,2.1623,0.6038
2,10,40,2.0657,2.1524,0.6089,2.1485,0.6107
2,11,41,2.0562,2.1377,0.6135,2.1335,0.6153
2,12,42,2.0458,2.1224,0.6185,2.1178,0.6191
2,13,43,2.0391,2.1068,0.6222,2.1019,0.6227
2,14,44,2.0369,2.0914,0.6259,2.0861,0.6275
2,15,45,2.0252,2.0761,0.6269,2.0706,0.6299
2,16,46,2.0256,2.0603,0.6307,2.0544,0.6335
2,17,47,2.0088,2.0444,0.6331,2.0384,0.6371
2,18,48,2.0052,2.0289,0.6353,2.0226,0.6391
2,19,49,2.0021,2.0136,0.6372,2.007,0.6403
2,20,50,1.9774,1.9983,0.6404,1.9915,0.6439
2,21,51,1.9856,1.9823,0.641,1.9752,0.644
2,22,52,1.9748,1.9673,0.6451,1.9599,0.6479
