epoch,batch,iteration,train_loss(total),train_loss(average),train_accuracy(average),test_loss(average),test_accuracy(average)
1,1,1,2.3392,2.3035,0.0903,2.3036,0.0892
1,2,2,2.3301,2.3036,0.0903,2.3037,0.0892
1,3,3,2.3195,2.3036,0.0903,2.3037,0.0892
1,4,4,2.3095,2.3036,0.0903,2.3037,0.0892
1,5,5,2.317,2.3036,0.0903,2.3036,0.0892
1,6,6,2.3066,2.3035,0.0903,2.3036,0.0892
1,7,7,2.2958,2.3034,0.0903,2.3035,0.0892
1,8,8,2.2895,2.3034,0.0903,2.3035,0.0892
1,9,9,2.2844,2.3033,0.0903,2.3034,0.0892
1,10,10,2.2733,2.3032,0.0903,2.3033,0.0892
1,11,11,2.2616,2.3031,0.0903,2.3031,0.0892
1,12,12,2.2603,2.3029,0.0903,2.3029,0.0892
1,13,13,2.2543,2.3027,0.0903,2.3027,0.0892
1,14,14,2.249,2.3024,0.0903,2.3024,0.0892
1,15,15,2.2398,2.302,0.0903,2.302,0.0892
1,16,16,2.2273,2.3016,0.0903,2.3016,0.0892
1,17,17,2.2287,2.301,0.0903,2.301,0.0892
1,18,18,2.2155,2.3003,0.0903,2.3003,0.0892
1,19,19,2.215,2.2994,0.0903,2.2994,0.0892
1,20,20,2.211,2.2984,0.0903,2.2983,0.0892
1,21,21,2.2098,2.2971,0.0903,2.2971,0.0892
1,22,22,2.189,2.2956,0.0905,2.2955,0.0896
1,23,23,2.1862,2.2937,0.0913,2.2936,0.0909
1,24,24,2.1803,2.2916,0.0969,2.2914,0.0963
1,25,25,2.1804,2.2889,0.1129,2.2887,0.1127
1,26,26,2.1746,2.2859,0.1449,2.2857,0.145
1,27,27,2.1677,2.2824,0.2309,2.2821,0.2346
1,28,28,2.1541,2.2782,0.3192,2.2778,0.3262
1,29,29,2.1577,2.2732,0.3892,2.2727,0.3972
1,30,30,2.1511,2.2677,0.4486,2.2671,0.4539
2,1,31,2.135,2.2614,0.4976,2.2606,0.4997
2,2,32,2.1254,2.2544,0.5371,2.2535,0.5372
2,3,33,2.1212,2.2464,0.5696,2.2454,0.5731
2,4,34,2.107,2.2375,0.5915,2.2362,0.5966
2,5,35,2.109,2.2274,0.6096,2.226,0.6176
2,6,36,2.103,2.2162,0.6261,2.2146,0.635
2,7,37,2.0973,2.2049,0.6359,2.2031,0.6431
2,8,38,2.0854,2.1927,0.6437,2.1908,0.65
2,9,39,2.0804,2.1798,0.6495,2.1777,0.6557
2,10,40,2.0611,2.1661,0.6565,2.1636,0.6626
2,11,41,2.0594,2.1511,0.6623,2.1484,0.6685
2,12,42,2.0496,2.1356,0.6625,2.1327,0.6703
2,13,43,2.04,2.1195,0.6644,2.1163,0.6722
2,14,44,2.0468,2.104,0.6653,2.1005,0.673
2,15,45,2.0368,2.088,0.666,2.0842,0.6724
2,16,46,2.0231,2.0725,0.6678,2.0685,0.6737
2,17,47,2.0066,2.0574,0.6694,2.0532,0.6753
2,18,48,1.9997,2.0415,0.6715,2.037,0.6778
2,19,49,2.0015,2.0257,0.6729,2.0209,0.6789
2,20,50,1.9792,2.0113,0.6758,2.0064,0.6822
2,21,51,1.9875,1.9936,0.6751,1.9885,0.6815
2,22,52,1.9712,1.9784,0.6753,1.9729,0.6792
2,23,53,1.9607,1.9633,0.6756,1.9576,0.6798
2,24,54,1.962,1.949,0.6769,1.943,0.6821
2,25,55,1.9409,1.9357,0.6769,1.9295,0.6818
2,26,56,1.9372,1.9213,0.6762,1.9149,0.6801
2,27,57,1.9423,1.9055,0.6746,1.8989,0.6788
2,28,58,1.929,1.8917,0.676,1.8849,0.6793
2,29,59,1.9221,1.8782,0.6785,1.871,0.6819
2,30,60,1.8989,1.8667,0.6797,1.8593,0.6827
3,1,61,1.9001,1.8552,0.6795,1.8475,0.6825
3,2,62,1.8911,1.844,0.6781,1.8362,0.6811
3,3,63,1.887,1.8315,0.6778,1.8236,0.6791
3,4,64,1.8763,1.8199,0.6799,1.8118,0.6808
3,5,65,1.867,1.8089,0.6793,1.8006,0.679
