epoch,batch,iteration,train_loss(total),train_loss(average),train_accuracy(average),test_loss(average),test_accuracy(average)
1,1,1,2.3484,2.3027,0.0903,2.3028,0.0892
1,2,2,2.3194,2.3027,0.0903,2.3028,0.0892
1,3,3,2.3177,2.3028,0.0903,2.3029,0.0892
1,4,4,2.318,2.3027,0.0986,2.3029,0.0958
1,5,5,2.3079,2.3027,0.0986,2.3028,0.0958
1,6,6,2.3014,2.3026,0.0986,2.3027,0.0958
1,7,7,2.2909,2.3026,0.0986,2.3027,0.0957
1,8,8,2.2857,2.3025,0.0986,2.3026,0.0958
1,9,9,2.2811,2.3024,0.0986,2.3026,0.0958
1,10,10,2.2742,2.3023,0.0986,2.3025,0.0958
1,11,11,2.2658,2.3022,0.0986,2.3023,0.0958
1,12,12,2.2574,2.302,0.0986,2.3021,0.0958
1,13,13,2.245,2.3018,0.0986,2.3019,0.0958
1,14,14,2.2446,2.3015,0.0986,2.3016,0.0958
1,15,15,2.2402,2.3011,0.0986,2.3012,0.0958
1,16,16,2.238,2.3006,0.0986,2.3007,0.0958
1,17,17,2.2288,2.3001,0.0987,2.3002,0.0959
1,18,18,2.2195,2.2994,0.0991,2.2995,0.0966
1,19,19,2.2078,2.2985,0.106,2.2986,0.1043
1,20,20,2.206,2.2974,0.1232,2.2974,0.1221
1,21,21,2.1979,2.296,0.1473,2.2961,0.1462
1,22,22,2.1918,2.2944,0.1686,2.2944,0.1669
1,23,23,2.184,2.2924,0.1882,2.2924,0.1864
1,24,24,2.1733,2.29,0.208,2.29,0.2047
1,25,25,2.17,2.2871,0.2377,2.2871,0.2353
1,26,26,2.1688,2.2837,0.2742,2.2836,0.2702
1,27,27,2.1561,2.2796,0.3121,2.2795,0.3101
1,28,28,2.1527,2.2747,0.3552,2.2745,0.354
1,29,29,2.1386,2.269,0.4011,2.2689,0.4032
1,30,30,2.1383,2.2627,0.4472,2.2624,0.4512
2,1,31,2.1322,2.2554,0.4864,2.2552,0.4917
2,2,32,2.1193,2.2474,0.5221,2.2471,0.531
2,3,33,2.1133,2.2381,0.5544,2.2378,0.5633
2,4,34,2.0996,2.2284,0.5762,2.228,0.5872
2,5,35,2.0954,2.2177,0.5961,2.2173,0.6048
2,6,36,2.0854,2.2058,0.6141,2.2054,0.6233
2,7,37,2.0781,2.193,0.6301,2.1925,0.639
2,8,38,2.0754,2.1793,0.6408,2.1787,0.6485
2,9,39,2.0596,2.1654,0.6504,2.1648,0.6583
2,10,40,2.0599,2.1503,0.6585,2.1496,0.6673
2,11,41,2.0481,2.1346,0.6656,2.1338,0.675
2,12,42,2.0322,2.1177,0.6722,2.1168,0.6821
2,13,43,2.0232,2.1011,0.6788,2.1002,0.6892
2,14,44,2.0193,2.0845,0.6817,2.0834,0.6919
2,15,45,2.0102,2.0673,0.6828,2.0661,0.6918
2,16,46,2.0011,2.0493,0.6856,2.048,0.6911
2,17,47,1.9914,2.0326,0.6874,2.0312,0.6928
2,18,48,1.9942,2.0162,0.6895,2.0147,0.6959
2,19,49,1.9799,1.9992,0.6925,1.9975,0.6973
2,20,50,1.9462,1.9827,0.6942,1.9809,0.6981
2,21,51,1.9704,1.9642,0.6929,1.9623,0.6964
2,22,52,1.9511,1.9471,0.6905,1.945,0.6943
2,23,53,1.9525,1.9305,0.6905,1.9281,0.6944
