epoch,batch,iteration,train_loss(total),train_loss(average),train_accuracy(average),test_loss(average),test_accuracy(average)
1,1,1,2.3423,2.3029,0.0993,2.3028,0.1032
1,2,2,2.3206,2.3029,0.0993,2.3027,0.1032
1,3,3,2.3089,2.3028,0.0993,2.3027,0.1032
1,4,4,2.2847,2.3027,0.0993,2.3026,0.1032
1,5,5,2.2741,2.3026,0.0993,2.3025,0.1032
1,6,6,2.2627,2.3025,0.0993,2.3023,0.1032
1,7,7,2.2484,2.3023,0.0993,2.3021,0.1032
1,8,8,2.2369,2.302,0.0993,2.3019,0.1032
1,9,9,2.2259,2.3017,0.0993,2.3016,0.1032
1,10,10,2.2081,2.3012,0.0993,2.3011,0.1032
1,11,11,2.1935,2.3006,0.0993,2.3004,0.1032
1,12,12,2.1704,2.2997,0.0993,2.2995,0.1032
1,13,13,2.1457,2.2985,0.0993,2.2983,0.1032
1,14,14,2.1388,2.2969,0.1006,2.2967,0.1047
1,15,15,2.1174,2.2948,0.1292,2.2945,0.1359
1,16,16,2.0944,2.2922,0.1876,2.2919,0.1985
1,17,17,2.0744,2.2889,0.2562,2.2886,0.2647
1,18,18,2.0453,2.2848,0.3505,2.2845,0.3542
1,19,19,2.0362,2.2797,0.4198,2.2793,0.4239
1,20,20,2.0097,2.2732,0.5249,2.2727,0.5344
1,21,21,1.9886,2.2651,0.5861,2.2646,0.5917
1,22,22,1.9593,2.2553,0.6174,2.2547,0.6202
1,23,23,1.9582,2.2431,0.6199,2.2424,0.6242
1,24,24,1.9096,2.2284,0.6292,2.2274,0.634
1,25,25,1.8955,2.2108,0.631,2.2095,0.6366
1,26,26,1.8806,2.1907,0.6346,2.1892,0.6399
1,27,27,1.85,2.1687,0.6377,2.167,0.6425
1,28,28,1.8428,2.1417,0.6445,2.1396,0.6478
1,29,29,1.8142,2.1129,0.6472,2.1104,0.6493
1,30,30,1.8306,2.0823,0.6522,2.0795,0.656
2,1,31,1.7759,2.0494,0.657,2.046,0.6612
2,2,32,1.7426,2.0131,0.6626,2.0093,0.6669
2,3,33,1.7223,1.9727,0.6621,1.9685,0.6666
2,4,34,1.6796,1.9332,0.6637,1.9285,0.6683
2,5,35,1.6779,1.8911,0.6663,1.8859,0.6716
2,6,36,1.6581,1.848,0.6686,1.8422,0.6741
2,7,37,1.6431,1.8044,0.6702,1.7978,0.6762
2,8,38,1.6395,1.7619,0.6723,1.7549,0.6775
2,9,39,1.6099,1.7223,0.6729,1.7149,0.6791
2,10,40,1.5875,1.6806,0.6761,1.6728,0.6845
2,11,41,1.568,1.6364,0.6788,1.628,0.6867
2,12,42,1.5499,1.5941,0.6799,1.5852,0.6879
2,13,43,1.5322,1.5563,0.6808,1.5472,0.6882
2,14,44,1.516,1.5206,0.6817,1.5113,0.6883
2,15,45,1.5102,1.4899,0.6819,1.4808,0.6877
2,16,46,1.5069,1.4573,0.6835,1.4476,0.6897
2,17,47,1.4952,1.4258,0.6835,1.4158,0.69
2,18,48,1.4968,1.3953,0.686,1.3851,0.6917
2,19,49,1.4642,1.3666,0.6883,1.3562,0.6934
2,20,50,1.4247,1.3402,0.6887,1.3293,0.6933
2,21,51,1.4477,1.31,0.6892,1.2983,0.6944
2,22,52,1.4086,1.2884,0.6906,1.2759,0.6956
2,23,53,1.4271,1.2617,0.6912,1.2488,0.6949
2,24,54,1.4166,1.2398,0.6919,1.2263,0.6955
2,25,55,1.3847,1.221,0.6925,1.2071,0.6955
2,26,56,1.3774,1.2033,0.6937,1.1894,0.6977
2,27,57,1.4031,1.1881,0.6946,1.1739,0.6988
2,28,58,1.3512,1.1719,0.6976,1.1578,0.7011
2,29,59,1.3669,1.1551,0.6998,1.141,0.7038
2,30,60,1.3681,1.1409,0.7023,1.1266,0.7056
3,1,61,1.3703,1.1278,0.7026,1.1138,0.7063
3,2,62,1.344,1.1159,0.7038,1.102,0.7079
3,3,63,1.3264,1.1063,0.7052,1.0922,0.7085
3,4,64,1.3108,1.0942,0.7077,1.0798,0.7116
3,5,65,1.3039,1.0825,0.7094,1.0678,0.7153
3,6,66,1.3171,1.0725,0.7114,1.0579,0.7159
3,7,67,1.2985,1.0611,0.7122,1.0464,0.716
3,8,68,1.2897,1.0487,0.7124,1.0333,0.7186
3,9,69,1.2701,1.0381,0.718,1.0228,0.723
3,10,70,1.2553,1.0308,0.7198,1.0155,0.7241
3,11,71,1.253,1.0229,0.7203,1.0073,0.7245
3,12,72,1.2731,1.0119,0.7188,0.9964,0.7238
3,13,73,1.252,1.004,0.7206,0.9882,0.7255
3,14,74,1.2142,0.9971,0.7214,0.981,0.7277
3,15,75,1.2404,0.9884,0.7242,0.9723,0.7285
3,16,76,1.2351,0.9806,0.7259,0.9645,0.7312
3,17,77,1.2084,0.9735,0.7285,0.9572,0.7341
3,18,78,1.2339,0.9644,0.7301,0.9483,0.7354
3,19,79,1.1901,0.9578,0.7332,0.9415,0.739
3,20,80,1.2224,0.9518,0.7359,0.9358,0.7416
3,21,81,1.2064,0.9424,0.7381,0.9264,0.7432
3,22,82,1.1748,0.9362,0.7386,0.9201,0.743
3,23,83,1.1806,0.9307,0.7409,0.9143,0.7479
3,24,84,1.1653,0.926,0.7431,0.9094,0.749
3,25,85,1.1683,0.9193,0.7469,0.903,0.7528
3,26,86,1.1627,0.9121,0.7498,0.8954,0.7553
3,27,87,1.1613,0.9045,0.7521,0.8881,0.757
3,28,88,1.1451,0.8974,0.7539,0.8808,0.7598
3,29,89,1.1439,0.8934,0.7534,0.8771,0.7603
3,30,90,1.1713,0.8867,0.7524,0.8705,0.7585
4,1,91,1.131,0.8801,0.7579,0.864,0.764
4,2,92,1.1064,0.8729,0.759,0.8571,0.766
4,3,93,1.0906,0.8681,0.7611,0.8521,0.7677
4,4,94,1.1197,0.8628,0.765,0.8469,0.7707
4,5,95,1.0758,0.8584,0.7664,0.8424,0.7721
4,6,96,1.0671,0.8526,0.7692,0.8368,0.7739
4,7,97,1.0764,0.8492,0.7715,0.8333,0.7763
4,8,98,1.0977,0.8434,0.7728,0.8275,0.7779
4,9,99,1.0785,0.8357,0.7749,0.8198,0.779
4,10,100,1.071,0.8296,0.7782,0.8139,0.7816
4,11,101,1.0645,0.8237,0.7803,0.8078,0.7842
4,12,102,1.03,0.8178,0.7818,0.8023,0.7841
4,13,103,1.0744,0.8116,0.7852,0.7956,0.7891
4,14,104,1.0381,0.8061,0.7863,0.7899,0.7896
4,15,105,1.0217,0.8008,0.7894,0.7845,0.7928
4,16,106,1.0647,0.7952,0.7904,0.779,0.7943
4,17,107,1.029,0.7911,0.7952,0.7749,0.7986
4,18,108,1.0406,0.7857,0.7974,0.7694,0.8018
4,19,109,1.0059,0.7806,0.8007,0.7643,0.8049
4,20,110,0.988,0.7752,0.8042,0.7595,0.8104
4,21,111,1.0008,0.7692,0.8112,0.7534,0.8154
4,22,112,0.9994,0.7633,0.8103,0.7472,0.8152
4,23,113,1.0253,0.7575,0.8138,0.741,0.8187
4,24,114,0.9881,0.7516,0.8136,0.7355,0.8177
4,25,115,0.9476,0.7462,0.817,0.7297,0.8225
4,26,116,0.977,0.7405,0.8196,0.7246,0.8237
4,27,117,0.9802,0.7345,0.8261,0.7184,0.8312
4,28,118,1.0029,0.7279,0.8234,0.7118,0.828
4,29,119,0.9777,0.7249,0.8326,0.7087,0.8376
4,30,120,0.9965,0.7213,0.8337,0.7056,0.8397
5,1,121,0.9503,0.7168,0.8363,0.7013,0.8428
5,2,122,0.9219,0.7102,0.8419,0.6949,0.8478
5,3,123,0.9448,0.7059,0.8438,0.6905,0.8497
5,4,124,0.9536,0.701,0.848,0.6857,0.8525
5,5,125,0.9274,0.6957,0.8508,0.6802,0.8553
5,6,126,0.9041,0.6889,0.8505,0.6733,0.8549
5,7,127,0.9089,0.684,0.8544,0.6682,0.8591
5,8,128,0.9205,0.6787,0.8568,0.6636,0.8605
5,9,129,0.9113,0.6729,0.8608,0.6575,0.866
5,10,130,0.9091,0.6662,0.8622,0.6509,0.8657
5,11,131,0.8855,0.6624,0.8661,0.6473,0.8697
5,12,132,0.9091,0.6565,0.8689,0.6411,0.8721
5,13,133,0.8848,0.6511,0.8675,0.6359,0.8705
5,14,134,0.8756,0.6472,0.8705,0.6315,0.8744
5,15,135,0.8627,0.6419,0.8715,0.6262,0.8753
5,16,136,0.9079,0.636,0.874,0.6205,0.8781
5,17,137,0.8556,0.6327,0.8763,0.6173,0.8802
5,18,138,0.8505,0.6278,0.8782,0.6124,0.8821
5,19,139,0.8586,0.6236,0.8818,0.6078,0.8861
5,20,140,0.869,0.6185,0.8824,0.6026,0.8869
5,21,141,0.8171,0.6138,0.8825,0.5975,0.8875
5,22,142,0.8629,0.6093,0.8848,0.5931,0.8892
5,23,143,0.8698,0.6055,0.8873,0.5892,0.8931
5,24,144,0.8371,0.6011,0.8901,0.5854,0.8966
5,25,145,0.848,0.5962,0.8907,0.5803,0.8966
5,26,146,0.8273,0.5919,0.8932,0.5764,0.899
5,27,147,0.8253,0.5869,0.8949,0.5717,0.8998
5,28,148,0.7829,0.5819,0.8949,0.5669,0.9007
5,29,149,0.8203,0.5774,0.8958,0.5619,0.9024
5,30,150,0.846,0.5723,0.8973,0.5569,0.9039
6,1,151,0.8198,0.5702,0.8963,0.5545,0.9037
6,2,152,0.8348,0.566,0.8978,0.5505,0.9046
6,3,153,0.8197,0.5606,0.9001,0.5457,0.9056
6,4,154,0.7955,0.5551,0.9017,0.5405,0.9068
6,5,155,0.7994,0.5507,0.9026,0.5362,0.908
6,6,156,0.7991,0.547,0.9028,0.5326,0.9084
6,7,157,0.803,0.543,0.9051,0.5283,0.9103
