epoch,batch,iteration,train_loss(total),train_loss(average),train_accuracy(average),test_loss(average),test_accuracy(average)
1,1,1,2.309,2.3025,0.0993,2.3022,0.1032
1,2,2,2.2978,2.3024,0.0993,2.3021,0.1032
1,3,3,2.2851,2.3023,0.0993,2.302,0.1032
1,4,4,2.2635,2.3022,0.0993,2.3019,0.1032
1,5,5,2.2496,2.3021,0.1106,2.3017,0.1149
1,6,6,2.2263,2.3019,0.19,2.3015,0.194
1,7,7,2.2138,2.3016,0.1414,2.3013,0.1431
1,8,8,2.1909,2.3013,0.1414,2.3009,0.1428
1,9,9,2.1761,2.3008,0.1343,2.3005,0.1362
1,10,10,2.1568,2.3002,0.1233,2.2998,0.1267
1,11,11,2.1339,2.2993,0.1242,2.2989,0.1276
1,12,12,2.1161,2.2981,0.1269,2.2977,0.13
1,13,13,2.0862,2.2965,0.1311,2.2961,0.1339
1,14,14,2.0649,2.2944,0.1364,2.294,0.1393
1,15,15,2.0425,2.2917,0.141,2.2912,0.1432
1,16,16,2.0117,2.2882,0.1557,2.2876,0.1591
1,17,17,1.9967,2.2837,0.1779,2.283,0.1808
1,18,18,1.9599,2.2783,0.2596,2.2776,0.2646
1,19,19,1.947,2.2712,0.3523,2.2704,0.359
1,20,20,1.9133,2.2622,0.4546,2.2614,0.4633
1,21,21,1.8892,2.2514,0.5263,2.2503,0.5358
1,22,22,1.8655,2.238,0.5907,2.2368,0.5979
1,23,23,1.8556,2.2217,0.6289,2.2202,0.6362
1,24,24,1.8039,2.2034,0.6555,2.2017,0.6625
1,25,25,1.8102,2.1815,0.6753,2.1796,0.6836
1,26,26,1.7986,2.1572,0.6827,2.1551,0.6899
1,27,27,1.7715,2.1305,0.6886,2.1282,0.6924
1,28,28,1.7447,2.1018,0.6927,2.0992,0.6943
1,29,29,1.7367,2.0704,0.6939,2.0675,0.6963
1,30,30,1.7332,2.0349,0.6916,2.0317,0.6941
2,1,31,1.7104,1.9992,0.6884,1.996,0.6898
2,2,32,1.6556,1.9629,0.6945,1.9594,0.6951
2,3,33,1.6346,1.9202,0.6893,1.9165,0.691
2,4,34,1.6071,1.8821,0.6873,1.8782,0.6887
2,5,35,1.6362,1.8399,0.6841,1.8358,0.6868
2,6,36,1.6,1.7976,0.6891,1.793,0.691
2,7,37,1.5808,1.7542,0.6871,1.7491,0.6885
2,8,38,1.5701,1.7139,0.6887,1.7083,0.6903
2,9,39,1.5578,1.6738,0.6885,1.6683,0.6904
2,10,40,1.5376,1.6331,0.6914,1.6269,0.6932
2,11,41,1.513,1.5959,0.6954,1.5894,0.6983
2,12,42,1.5012,1.5587,0.6991,1.5521,0.7053
2,13,43,1.4876,1.5246,0.7028,1.5181,0.7079
2,14,44,1.4781,1.4941,0.7073,1.4875,0.7136
2,15,45,1.4837,1.4655,0.7046,1.4586,0.7114
2,16,46,1.4487,1.439,0.7104,1.4317,0.7195
