epoch,batch,iteration,train_loss(total),train_loss(average),train_accuracy(average),test_loss(average),test_accuracy(average)
1,1,1,2.3157,2.3024,0.1022,2.3024,0.101
1,2,2,2.307,2.3023,0.1022,2.3024,0.101
1,3,3,2.2863,2.3022,0.1022,2.3023,0.101
1,4,4,2.2772,2.3022,0.1022,2.3023,0.101
1,5,5,2.2607,2.3021,0.1022,2.3022,0.101
1,6,6,2.2486,2.3019,0.1022,2.302,0.101
1,7,7,2.236,2.3018,0.1022,2.3019,0.101
1,8,8,2.2224,2.3015,0.1022,2.3016,0.101
1,9,9,2.2073,2.3013,0.1022,2.3013,0.101
1,10,10,2.2002,2.3009,0.1022,2.301,0.101
1,11,11,2.1852,2.3004,0.1022,2.3005,0.101
1,12,12,2.1753,2.2998,0.1022,2.2999,0.101
1,13,13,2.1632,2.299,0.1037,2.299,0.1033
1,14,14,2.1465,2.298,0.1118,2.2981,0.1146
1,15,15,2.1325,2.2968,0.129,2.2968,0.1334
1,16,16,2.115,2.2953,0.2065,2.2952,0.214
1,17,17,2.1034,2.2934,0.2567,2.2932,0.2628
1,18,18,2.085,2.291,0.2834,2.2908,0.2912
1,19,19,2.0792,2.288,0.3206,2.2878,0.3274
1,20,20,2.0602,2.2845,0.381,2.2841,0.3883
1,21,21,2.0366,2.28,0.4105,2.2796,0.4143
1,22,22,2.0218,2.2746,0.4318,2.2741,0.4335
1,23,23,2.0078,2.268,0.4522,2.2673,0.4542
1,24,24,1.9876,2.2598,0.4772,2.259,0.4787
1,25,25,1.9797,2.25,0.4887,2.249,0.4894
1,26,26,1.9608,2.2385,0.5041,2.2372,0.5069
1,27,27,1.9443,2.2256,0.5152,2.2242,0.5221
1,28,28,1.9269,2.2107,0.5309,2.209,0.5398
1,29,29,1.919,2.1932,0.55,2.1913,0.5589
1,30,30,1.9077,2.1746,0.5651,2.1724,0.5745
2,1,31,1.8938,2.1536,0.58,2.1512,0.5903
2,2,32,1.8731,2.1307,0.5965,2.128,0.6079
2,3,33,1.8455,2.1051,0.6086,2.102,0.62
2,4,34,1.8232,2.0799,0.6172,2.0768,0.6279
2,5,35,1.8224,2.0502,0.6254,2.0468,0.6373
2,6,36,1.8062,2.0191,0.6355,2.0154,0.6474
2,7,37,1.7941,1.9873,0.641,1.9832,0.651
2,8,38,1.7719,1.9558,0.648,1.9512,0.6578
2,9,39,1.7653,1.9238,0.6505,1.9189,0.6587
2,10,40,1.7425,1.8919,0.658,1.8867,0.6667
2,11,41,1.7336,1.8583,0.665,1.8529,0.6728
2,12,42,1.7012,1.8238,0.6685,1.8181,0.674
