epoch,batch,iteration,train_loss(total),train_loss(average),train_accuracy(average),test_loss(average),test_accuracy(average)
1,1,1,2.3308,2.3029,0.0974,2.3029,0.0982
1,2,2,2.3143,2.3029,0.0974,2.3029,0.0982
1,3,3,2.3064,2.3029,0.0974,2.3029,0.0982
1,4,4,2.3041,2.3029,0.0974,2.3029,0.0982
1,5,5,2.3076,2.3029,0.0974,2.3029,0.0982
1,6,6,2.2996,2.3029,0.0974,2.3029,0.0982
1,7,7,2.2934,2.3028,0.0974,2.3028,0.0982
1,8,8,2.2919,2.3028,0.0974,2.3028,0.0982
1,9,9,2.2897,2.3028,0.0974,2.3028,0.0982
1,10,10,2.2843,2.3027,0.0974,2.3027,0.0982
1,11,11,2.2883,2.3026,0.0974,2.3026,0.0982
1,12,12,2.2798,2.3025,0.0974,2.3025,0.0982
1,13,13,2.273,2.3024,0.0974,2.3024,0.0982
1,14,14,2.2739,2.3022,0.0974,2.3022,0.0982
1,15,15,2.2691,2.302,0.0974,2.302,0.0982
1,16,16,2.268,2.3018,0.0974,2.3017,0.0982
1,17,17,2.2627,2.3015,0.0974,2.3014,0.0982
1,18,18,2.2611,2.3011,0.0974,2.3011,0.0982
1,19,19,2.2602,2.3007,0.0974,2.3006,0.0984
1,20,20,2.2542,2.3002,0.0984,2.3001,0.0995
1,21,21,2.253,2.2996,0.1044,2.2994,0.1048
1,22,22,2.2501,2.2989,0.1196,2.2987,0.122
1,23,23,2.2501,2.298,0.1443,2.2978,0.1475
1,24,24,2.2456,2.297,0.1736,2.2968,0.1773
1,25,25,2.2389,2.2959,0.1967,2.2956,0.1985
1,26,26,2.2374,2.2946,0.2157,2.2943,0.219
1,27,27,2.2322,2.2931,0.2316,2.2927,0.2332
1,28,28,2.2304,2.2914,0.2456,2.291,0.2463
1,29,29,2.2279,2.2894,0.2576,2.2889,0.2578
1,30,30,2.2279,2.2871,0.269,2.2867,0.2702
2,1,31,2.2231,2.2847,0.2778,2.2841,0.2796
2,2,32,2.2229,2.2818,0.2872,2.2813,0.2901
2,3,33,2.2162,2.2786,0.2968,2.278,0.2992
2,4,34,2.2152,2.2751,0.3081,2.2745,0.3112
2,5,35,2.2155,2.2712,0.335,2.2704,0.341
2,6,36,2.2091,2.2669,0.3695,2.2661,0.3744
2,7,37,2.2044,2.2623,0.4083,2.2614,0.4131
