epoch,batch,iteration,train_loss(total),train_loss(average),train_accuracy(average),test_loss(average),test_accuracy(average)
1,1,1,2.339,2.303,0.0986,2.3031,0.0958
1,2,2,2.3214,2.3029,0.0986,2.303,0.0958
1,3,3,2.3042,2.3028,0.1054,2.303,0.1055
1,4,4,2.3016,2.3028,0.1085,2.3029,0.1079
1,5,5,2.3007,2.3027,0.1022,2.3028,0.101
1,6,6,2.2863,2.3025,0.1022,2.3027,0.101
1,7,7,2.2796,2.3023,0.1022,2.3025,0.101
1,8,8,2.266,2.3021,0.1032,2.3023,0.1021
1,9,9,2.2568,2.3018,0.1173,2.302,0.1155
1,10,10,2.2495,2.3015,0.1697,2.3016,0.1695
1,11,11,2.238,2.301,0.1851,2.3011,0.1852
1,12,12,2.2257,2.3004,0.2037,2.3005,0.2079
1,13,13,2.2117,2.2996,0.2119,2.2997,0.2155
1,14,14,2.2017,2.2986,0.2263,2.2986,0.231
1,15,15,2.1866,2.2973,0.2374,2.2973,0.2417
1,16,16,2.175,2.2957,0.2418,2.2957,0.2457
1,17,17,2.1633,2.2937,0.2439,2.2936,0.2488
1,18,18,2.1415,2.2913,0.255,2.2912,0.2591
1,19,19,2.1334,2.2883,0.3013,2.2881,0.3064
1,20,20,2.1154,2.2848,0.3603,2.2845,0.3635
1,21,21,2.1035,2.2802,0.3864,2.2798,0.3894
1,22,22,2.0882,2.2748,0.4067,2.2743,0.4066
1,23,23,2.0833,2.2682,0.4239,2.2676,0.4227
1,24,24,2.0533,2.2605,0.4402,2.2597,0.4394
1,25,25,2.0476,2.251,0.4547,2.2501,0.4523
1,26,26,2.0272,2.2399,0.4726,2.2388,0.4718
1,27,27,2.0196,2.2273,0.4868,2.226,0.4871
1,28,28,1.9957,2.213,0.502,2.2114,0.5033
1,29,29,1.9878,2.1964,0.5137,2.1946,0.5134
1,30,30,1.9935,2.1783,0.5256,2.1761,0.5247
2,1,31,1.9593,2.1584,0.5371,2.156,0.5369
