epoch,batch,iteration,train_loss(total),train_loss(average),train_accuracy(average),test_loss(average),test_accuracy(average)
1,1,1,2.3387,2.3023,0.0975,2.3023,0.0974
1,2,2,2.3289,2.3023,0.0975,2.3024,0.0974
1,3,3,2.3216,2.3023,0.0975,2.3024,0.0974
1,4,4,2.3149,2.3023,0.059,2.3024,0.0541
1,5,5,2.306,2.3023,0.0736,2.3023,0.0688
1,6,6,2.3109,2.3022,0.0677,2.3023,0.0656
1,7,7,2.3068,2.3022,0.0848,2.3023,0.0826
1,8,8,2.2964,2.3022,0.0983,2.3023,0.097
1,9,9,2.285,2.3022,0.104,2.3022,0.1016
1,10,10,2.2903,2.3021,0.1048,2.3022,0.1025
1,11,11,2.2823,2.302,0.1059,2.3021,0.1037
1,12,12,2.2831,2.3019,0.1077,2.302,0.1054
1,13,13,2.2706,2.3018,0.1088,2.3018,0.1085
1,14,14,2.2663,2.3016,0.1089,2.3017,0.1074
1,15,15,2.2621,2.3015,0.11,2.3015,0.1073
1,16,16,2.2562,2.3012,0.1114,2.3013,0.111
1,17,17,2.258,2.301,0.1129,2.301,0.1144
1,18,18,2.2557,2.3006,0.1188,2.3006,0.1199
1,19,19,2.25,2.3002,0.1259,2.3002,0.1282
1,20,20,2.2419,2.2997,0.1344,2.2997,0.1337
1,21,21,2.2397,2.2991,0.159,2.2991,0.1578
1,22,22,2.2332,2.2984,0.1989,2.2984,0.1988
1,23,23,2.234,2.2976,0.2334,2.2975,0.2352
1,24,24,2.2223,2.2965,0.265,2.2965,0.2655
1,25,25,2.226,2.2953,0.2994,2.2953,0.2997
1,26,26,2.2147,2.2939,0.3242,2.2938,0.3294
1,27,27,2.221,2.2922,0.3448,2.2921,0.3471
1,28,28,2.2162,2.2902,0.3679,2.2901,0.368
1,29,29,2.2103,2.2879,0.3868,2.2877,0.3868
1,30,30,2.2039,2.2852,0.4074,2.285,0.4097
2,1,31,2.2061,2.2821,0.4269,2.2818,0.4268
2,2,32,2.1986,2.2786,0.4472,2.2783,0.4487
