epoch,batch,iteration,train_loss(total),train_loss(average),train_accuracy(average),test_loss(average),test_accuracy(average)
1,1,1,2.3296,2.3031,0.0992,2.3031,0.1009
1,2,2,2.3157,2.3031,0.0992,2.3031,0.1009
1,3,3,2.3026,2.303,0.0992,2.3031,0.1009
1,4,4,2.3016,2.303,0.0992,2.303,0.1009
1,5,5,2.2876,2.303,0.0992,2.303,0.1009
1,6,6,2.2736,2.3029,0.0992,2.3029,0.1009
1,7,7,2.2697,2.3028,0.0992,2.3028,0.1009
1,8,8,2.2607,2.3027,0.0992,2.3027,0.1009
1,9,9,2.2491,2.3025,0.0992,2.3025,0.1009
1,10,10,2.2404,2.3023,0.0992,2.3023,0.1009
1,11,11,2.2295,2.302,0.0992,2.302,0.1009
1,12,12,2.2151,2.3016,0.0992,2.3016,0.1009
1,13,13,2.2022,2.3011,0.0992,2.3011,0.1009
1,14,14,2.1983,2.3005,0.0992,2.3005,0.1009
1,15,15,2.1734,2.2996,0.0993,2.2996,0.1012
1,16,16,2.1657,2.2985,0.1068,2.2985,0.1115
1,17,17,2.1472,2.2971,0.129,2.2971,0.1337
1,18,18,2.1333,2.2952,0.1565,2.2952,0.1573
1,19,19,2.1197,2.2928,0.176,2.2928,0.1746
1,20,20,2.1124,2.2898,0.207,2.2897,0.2045
1,21,21,2.0963,2.286,0.2365,2.2859,0.2301
1,22,22,2.0645,2.2813,0.3073,2.2811,0.3058
1,23,23,2.0554,2.2754,0.3785,2.2751,0.3813
1,24,24,2.0369,2.2683,0.4232,2.2679,0.4231
1,25,25,2.0271,2.2597,0.4525,2.2592,0.4516
1,26,26,2.0059,2.2494,0.4768,2.2488,0.4786
1,27,27,1.9826,2.2372,0.502,2.2364,0.5076
1,28,28,1.9758,2.223,0.5262,2.2221,0.5314
1,29,29,1.9569,2.207,0.5462,2.2058,0.553
1,30,30,1.9531,2.1889,0.562,2.1875,0.5687
2,1,31,1.9293,2.1689,0.5745,2.1674,0.5814
2,2,32,1.8856,2.1468,0.5826,2.145,0.5889
2,3,33,1.8715,2.1215,0.5879,2.1195,0.5922
2,4,34,1.8593,2.0952,0.5919,2.0931,0.5943
2,5,35,1.8507,2.0664,0.5942,2.0641,0.5963
2,6,36,1.8304,2.0366,0.5963,2.0339,0.5988
2,7,37,1.8174,2.005,0.5967,2.002,0.5992
2,8,38,1.8011,1.9744,0.5968,1.9712,0.6001
2,9,39,1.7895,1.9427,0.5964,1.9392,0.5994
2,10,40,1.7792,1.9084,0.5968,1.9047,0.5991
2,11,41,1.739,1.8739,0.5971,1.87,0.5995
2,12,42,1.7482,1.8392,0.5965,1.8353,0.5988
2,13,43,1.7248,1.808,0.5984,1.8038,0.6001
2,14,44,1.7195,1.776,0.5999,1.7714,0.6015
2,15,45,1.7032,1.7469,0.5994,1.7422,0.6015
2,16,46,1.6757,1.7179,0.6002,1.7131,0.6026
2,17,47,1.6879,1.6884,0.6023,1.6834,0.6042
2,18,48,1.6819,1.6603,0.604,1.655,0.6065
2,19,49,1.6482,1.6343,0.607,1.6286,0.61
2,20,50,1.6107,1.6111,0.6109,1.6053,0.6141
2,21,51,1.6449,1.5838,0.6133,1.5781,0.6161
2,22,52,1.6213,1.5596,0.6179,1.5534,0.6207
2,23,53,1.5967,1.5372,0.6231,1.5306,0.628
2,24,54,1.5955,1.5172,0.6274,1.5103,0.6332
2,25,55,1.5506,1.4986,0.6332,1.4914,0.6384
2,26,56,1.5722,1.4817,0.6372,1.4745,0.6451
2,27,57,1.587,1.4627,0.6421,1.4554,0.6486
2,28,58,1.5486,1.4444,0.6472,1.437,0.6539
2,29,59,1.5472,1.4302,0.6559,1.4228,0.6633
2,30,60,1.5388,1.4165,0.6618,1.4089,0.6687
3,1,61,1.5268,1.4044,0.671,1.3961,0.6809
3,2,62,1.5147,1.3899,0.6757,1.3815,0.6856
3,3,63,1.4815,1.377,0.6822,1.3683,0.6926
3,4,64,1.4823,1.363,0.6862,1.3543,0.6965
3,5,65,1.48,1.351,0.6931,1.3419,0.7024
3,6,66,1.4555,1.3384,0.6954,1.3295,0.705
3,7,67,1.4536,1.3281,0.6992,1.3193,0.7092
3,8,68,1.4469,1.3149,0.701,1.3056,0.7096
3,9,69,1.4233,1.302,0.7016,1.2928,0.7104
3,10,70,1.4244,1.2923,0.7032,1.2831,0.71
3,11,71,1.4123,1.282,0.7021,1.273,0.7088
3,12,72,1.4143,1.2721,0.7002,1.263,0.7067
3,13,73,1.4169,1.2625,0.6984,1.2532,0.7059
3,14,74,1.3819,1.2553,0.6984,1.2456,0.7041
3,15,75,1.3804,1.2444,0.696,1.2347,0.7019
3,16,76,1.3726,1.2372,0.6952,1.2273,0.7012
3,17,77,1.3676,1.2276,0.6945,1.2174,0.7017
3,18,78,1.3641,1.2193,0.6953,1.2093,0.7004
3,19,79,1.3365,1.2101,0.694,1.1995,0.6984
3,20,80,1.3575,1.2014,0.6924,1.1909,0.6968
3,21,81,1.3521,1.1883,0.6918,1.1776,0.6962
3,22,82,1.3197,1.1781,0.6923,1.1673,0.6968
3,23,83,1.325,1.1712,0.6913,1.1601,0.6958
3,24,84,1.3111,1.1633,0.6908,1.1521,0.6956
3,25,85,1.3091,1.153,0.692,1.1423,0.6964
3,26,86,1.3059,1.1453,0.6915,1.1338,0.6958
3,27,87,1.3092,1.1355,0.6923,1.124,0.6958
3,28,88,1.301,1.1259,0.692,1.114,0.6949
3,29,89,1.2865,1.1208,0.6911,1.1094,0.6939
3,30,90,1.3122,1.1132,0.6913,1.1017,0.6943
4,1,91,1.2753,1.1062,0.6933,1.094,0.6965
4,2,92,1.2571,1.0974,0.6925,1.0855,0.6964
4,3,93,1.2416,1.0934,0.6932,1.0818,0.6968
4,4,94,1.2653,1.0864,0.6935,1.0752,0.6962
4,5,95,1.2275,1.0809,0.6932,1.0698,0.6959
4,6,96,1.2184,1.0728,0.6935,1.0612,0.6957
4,7,97,1.227,1.0679,0.6936,1.0556,0.6963
4,8,98,1.2459,1.0631,0.6933,1.0513,0.6954
4,9,99,1.2331,1.0533,0.6942,1.0414,0.6962
4,10,100,1.2135,1.0455,0.6947,1.0334,0.6961
4,11,101,1.2184,1.0406,0.6946,1.0285,0.6963
4,12,102,1.1853,1.0345,0.6942,1.0224,0.6954
4,13,103,1.2039,1.03,0.6946,1.0179,0.6954
4,14,104,1.1918,1.0236,0.6947,1.0113,0.6957
4,15,105,1.1685,1.0178,0.6958,1.0052,0.6969
4,16,106,1.198,1.011,0.6966,0.9986,0.6971
4,17,107,1.1734,1.0072,0.6966,0.9952,0.6971
4,18,108,1.1833,1.0013,0.6962,0.989,0.6968
4,19,109,1.15,0.9946,0.6963,0.9825,0.6961
4,20,110,1.1632,0.992,0.6968,0.9799,0.6969
4,21,111,1.1601,0.9882,0.6973,0.976,0.6981
4,22,112,1.1403,0.9817,0.698,0.9693,0.6988
4,23,113,1.1807,0.9774,0.6995,0.9651,0.6995
4,24,114,1.1582,0.9725,0.7008,0.9602,0.7013
4,25,115,1.0965,0.9684,0.7022,0.9561,0.702
4,26,116,1.1222,0.9631,0.7026,0.9512,0.7027
4,27,117,1.1431,0.9576,0.7042,0.9456,0.704
4,28,118,1.1594,0.9501,0.7036,0.9379,0.7026
4,29,119,1.11,0.9447,0.7051,0.9328,0.7042
4,30,120,1.1534,0.9407,0.7067,0.929,0.706
5,1,121,1.1394,0.9361,0.7081,0.9245,0.706
5,2,122,1.0905,0.9319,0.7088,0.9203,0.7066
5,3,123,1.1123,0.9277,0.7107,0.9159,0.7075
5,4,124,1.1251,0.9214,0.7098,0.9094,0.709
5,5,125,1.0972,0.9186,0.7124,0.9068,0.7099
5,6,126,1.0832,0.9134,0.713,0.9016,0.711
5,7,127,1.0868,0.9074,0.7136,0.8957,0.7103
5,8,128,1.1008,0.9015,0.715,0.8901,0.7107
5,9,129,1.086,0.8973,0.717,0.8861,0.7137
5,10,130,1.059,0.8924,0.7179,0.8811,0.715
5,11,131,1.0844,0.8872,0.7187,0.876,0.7147
5,12,132,1.0708,0.8854,0.721,0.8744,0.7161
5,13,133,1.0821,0.8796,0.7196,0.8685,0.715
5,14,134,1.0445,0.8785,0.7214,0.8675,0.7179
5,15,135,1.0394,0.8746,0.7223,0.8641,0.7194
5,16,136,1.0647,0.8712,0.7242,0.8605,0.7197
5,17,137,1.0411,0.8688,0.7245,0.8585,0.7207
5,18,138,1.0228,0.8651,0.7261,0.8542,0.723
5,19,139,1.029,0.8612,0.73,0.8504,0.7278
5,20,140,1.0241,0.8562,0.7321,0.845,0.7295
5,21,141,1.0236,0.8526,0.7326,0.8415,0.7302
5,22,142,1.0319,0.8484,0.734,0.8373,0.7318
5,23,143,1.0411,0.8437,0.7393,0.8326,0.7352
5,24,144,1.006,0.8404,0.7399,0.8299,0.7374
5,25,145,1.0253,0.8363,0.7414,0.8256,0.7393
5,26,146,1.0014,0.8318,0.7435,0.8213,0.7401
5,27,147,1.0034,0.8272,0.7451,0.8166,0.7418
5,28,148,0.9894,0.825,0.7485,0.8151,0.7446
5,29,149,1.0197,0.8207,0.7499,0.8107,0.7472
5,30,150,0.9828,0.818,0.7508,0.808,0.7475
6,1,151,0.9947,0.8136,0.751,0.8037,0.7488
6,2,152,1.011,0.8107,0.7548,0.8008,0.7522
6,3,153,1.0001,0.8069,0.7582,0.7971,0.7539
6,4,154,0.9692,0.8044,0.7608,0.7948,0.7565
6,5,155,0.9784,0.7989,0.7617,0.7892,0.7594
6,6,156,0.9718,0.7928,0.7626,0.7829,0.76
6,7,157,0.9651,0.789,0.7651,0.7788,0.7626
6,8,158,0.9646,0.7855,0.7665,0.7758,0.7645
6,9,159,0.9246,0.7828,0.7697,0.7731,0.7674
6,10,160,0.9451,0.779,0.7757,0.7691,0.7738
6,11,161,0.9689,0.7762,0.7805,0.7661,0.7784
6,12,162,0.9322,0.7727,0.7841,0.763,0.7832
6,13,163,0.9574,0.7677,0.7849,0.7581,0.7826
6,14,164,0.9444,0.7622,0.7848,0.7524,0.7837
6,15,165,0.9296,0.7588,0.7885,0.7487,0.7863
6,16,166,0.9463,0.7552,0.7951,0.7452,0.7947
6,17,167,0.9322,0.7493,0.793,0.7394,0.7926
6,18,168,0.9477,0.7475,0.7992,0.7374,0.7999
6,19,169,0.9239,0.7426,0.8004,0.7324,0.8003
6,20,170,0.9523,0.7403,0.8089,0.7303,0.8076
6,21,171,0.9218,0.7371,0.81,0.7276,0.8101
6,22,172,0.9042,0.7319,0.8106,0.7224,0.8113
6,23,173,0.8995,0.7309,0.8112,0.7215,0.8124
6,24,174,0.893,0.7258,0.8134,0.7162,0.8136
6,25,175,0.9197,0.7236,0.8165,0.7143,0.8171
6,26,176,0.8986,0.7214,0.8159,0.7117,0.8156
6,27,177,0.8758,0.7184,0.818,0.7089,0.8183
6,28,178,0.889,0.7136,0.8264,0.7045,0.8264
6,29,179,0.9095,0.7088,0.8281,0.6995,0.8288
6,30,180,0.9097,0.7057,0.8301,0.6962,0.8309
7,1,181,0.8506,0.7016,0.8349,0.692,0.8363
7,2,182,0.8722,0.6956,0.837,0.6859,0.8377
7,3,183,0.8749,0.6922,0.8409,0.6825,0.8422
7,4,184,0.8688,0.6879,0.8409,0.6784,0.8417
7,5,185,0.8617,0.6837,0.8437,0.6745,0.8447
7,6,186,0.8901,0.6799,0.8483,0.6703,0.8492
7,7,187,0.887,0.6756,0.8499,0.6664,0.8493
7,8,188,0.8811,0.6719,0.8473,0.6628,0.8481
7,9,189,0.8741,0.6694,0.8502,0.6606,0.8509
7,10,190,0.8575,0.6658,0.8515,0.6566,0.8511
7,11,191,0.8598,0.662,0.8554,0.6525,0.855
7,12,192,0.8359,0.6587,0.8579,0.6495,0.8583
7,13,193,0.8566,0.6554,0.8628,0.6467,0.8634
7,14,194,0.8454,0.6513,0.8665,0.6425,0.865
7,15,195,0.8793,0.6476,0.8699,0.6391,0.869
7,16,196,0.8256,0.6427,0.8744,0.6346,0.8736
7,17,197,0.8229,0.6393,0.8772,0.6309,0.8766
7,18,198,0.8438,0.6353,0.8771,0.6269,0.8752
7,19,199,0.8609,0.6306,0.8795,0.6222,0.8793
7,20,200,0.8207,0.628,0.8829,0.6197,0.8819
7,21,201,0.8277,0.6232,0.885,0.6146,0.8855
7,22,202,0.8327,0.6179,0.8888,0.6086,0.8904
7,23,203,0.821,0.6136,0.8903,0.6046,0.8902
7,24,204,0.8496,0.6089,0.8933,0.5999,0.8945
7,25,205,0.8033,0.6055,0.8954,0.5961,0.8991
7,26,206,0.8126,0.6036,0.8976,0.594,0.9011
