epoch,batch,iteration,train_loss(total),train_loss(average),train_accuracy(average),test_loss(average),test_accuracy(average)
1,1,1,2.3153,2.3024,0.1124,2.3024,0.1135
1,2,2,2.3085,2.3024,0.1124,2.3023,0.1135
1,3,3,2.3046,2.3024,0.1124,2.3023,0.1135
1,4,4,2.2882,2.3023,0.1124,2.3022,0.1135
1,5,5,2.2708,2.3022,0.1124,2.3021,0.1135
1,6,6,2.2557,2.3021,0.1124,2.3019,0.1135
1,7,7,2.2456,2.3019,0.1124,2.3017,0.1135
1,8,8,2.2296,2.3016,0.1124,2.3015,0.1135
1,9,9,2.2183,2.3013,0.1124,2.3012,0.1135
1,10,10,2.213,2.3009,0.1124,2.3008,0.1135
1,11,11,2.188,2.3004,0.1124,2.3002,0.1135
1,12,12,2.1745,2.2997,0.1124,2.2996,0.1135
1,13,13,2.1622,2.299,0.1124,2.2988,0.1135
1,14,14,2.1522,2.298,0.1124,2.2978,0.1135
1,15,15,2.1349,2.2967,0.1128,2.2965,0.1143
1,16,16,2.1184,2.2951,0.1167,2.2949,0.1186
1,17,17,2.1107,2.2932,0.1246,2.2929,0.128
1,18,18,2.093,2.2907,0.1388,2.2903,0.1405
1,19,19,2.0834,2.2876,0.1502,2.2872,0.1497
1,20,20,2.0666,2.2837,0.1624,2.2832,0.1616
1,21,21,2.0428,2.279,0.1702,2.2785,0.1702
1,22,22,2.0342,2.2734,0.1767,2.2728,0.1756
1,23,23,2.0226,2.2661,0.1846,2.2655,0.1835
1,24,24,1.9978,2.2579,0.1897,2.257,0.1896
1,25,25,1.9868,2.2478,0.1957,2.2468,0.197
1,26,26,1.9687,2.2365,0.2096,2.2354,0.2122
1,27,27,1.9646,2.2233,0.2417,2.2219,0.2467
1,28,28,1.9441,2.2081,0.2991,2.2064,0.3135
1,29,29,1.9348,2.1906,0.3631,2.1886,0.3882
1,30,30,1.9258,2.1711,0.4335,2.1687,0.4585
2,1,31,1.909,2.1501,0.4983,2.1474,0.5234
2,2,32,1.8806,2.1276,0.5499,2.1244,0.5771
2,3,33,1.8584,2.1026,0.5868,2.099,0.6075
2,4,34,1.8307,2.0761,0.6133,2.0722,0.6324
2,5,35,1.8306,2.0471,0.6422,2.0427,0.6619
2,6,36,1.8126,2.0164,0.6646,2.0115,0.6832
2,7,37,1.8052,1.9846,0.6822,1.9792,0.6987
2,8,38,1.7899,1.9543,0.6959,1.9483,0.7098
2,9,39,1.7645,1.9252,0.7049,1.9188,0.7186
2,10,40,1.7582,1.8922,0.7124,1.8854,0.7254
2,11,41,1.7348,1.859,0.721,1.8516,0.7322
2,12,42,1.7226,1.8246,0.7261,1.8167,0.7366
2,13,43,1.7159,1.7925,0.731,1.7841,0.7408
2,14,44,1.6951,1.7627,0.737,1.7537,0.7478
2,15,45,1.6904,1.7336,0.7422,1.7245,0.7535
2,16,46,1.6696,1.707,0.7442,1.6973,0.7564
2,17,47,1.6454,1.6791,0.7482,1.6693,0.7606
2,18,48,1.6426,1.6492,0.7525,1.6391,0.7654
2,19,49,1.6299,1.6198,0.7544,1.6092,0.7674
2,20,50,1.5878,1.5952,0.7555,1.5844,0.7677
2,21,51,1.6156,1.5646,0.7559,1.5532,0.7689
2,22,52,1.5836,1.5406,0.7592,1.5288,0.7705
2,23,53,1.5798,1.5159,0.7565,1.5036,0.7667
2,24,54,1.5718,1.4916,0.7577,1.4788,0.7668
2,25,55,1.5422,1.4713,0.7582,1.458,0.7679
2,26,56,1.5318,1.45,0.7566,1.4366,0.766
2,27,57,1.5445,1.4273,0.7593,1.4137,0.7678
2,28,58,1.5071,1.407,0.7608,1.3934,0.7702
2,29,59,1.4946,1.3861,0.7632,1.3721,0.7724
2,30,60,1.4852,1.3687,0.7665,1.3548,0.7762
3,1,61,1.4737,1.3511,0.7609,1.3363,0.7705
3,2,62,1.4682,1.3345,0.7576,1.3199,0.765
3,3,63,1.4337,1.3222,0.7582,1.3077,0.7656
3,4,64,1.4054,1.3057,0.7588,1.2915,0.7648
3,5,65,1.4249,1.2912,0.7599,1.2767,0.7658
3,6,66,1.407,1.2769,0.7606,1.2626,0.7661
3,7,67,1.3881,1.2596,0.7595,1.2454,0.7637
3,8,68,1.3957,1.2422,0.757,1.2277,0.7625
3,9,69,1.3711,1.2278,0.7615,1.2134,0.766
3,10,70,1.3606,1.2169,0.7622,1.2023,0.7659
3,11,71,1.3663,1.2041,0.759,1.1894,0.764
3,12,72,1.3484,1.1895,0.7571,1.1748,0.7632
3,13,73,1.3307,1.1757,0.7548,1.1608,0.7593
3,14,74,1.3081,1.1667,0.7562,1.1518,0.7601
3,15,75,1.3144,1.1513,0.7547,1.1365,0.7588
3,16,76,1.3084,1.1402,0.7552,1.1251,0.76
3,17,77,1.298,1.1317,0.7583,1.1165,0.7627
3,18,78,1.3158,1.1205,0.7593,1.1052,0.7647
3,19,79,1.2551,1.108,0.7594,1.0922,0.7651
3,20,80,1.2817,1.0982,0.7578,1.0828,0.7638
3,21,81,1.2687,1.0843,0.757,1.0688,0.7629
3,22,82,1.2458,1.0741,0.7572,1.0589,0.7624
3,23,83,1.2401,1.0669,0.7551,1.0515,0.7612
3,24,84,1.2379,1.0584,0.7575,1.0428,0.7623
3,25,85,1.2183,1.0512,0.7611,1.0359,0.7655
3,26,86,1.2125,1.0415,0.761,1.0255,0.7654
3,27,87,1.2447,1.031,0.7629,1.0157,0.7672
3,28,88,1.2235,1.0235,0.7654,1.0077,0.7697
3,29,89,1.19,1.0142,0.7632,0.9988,0.7679
3,30,90,1.2056,1.0065,0.7628,0.9914,0.7675
4,1,91,1.1752,0.9991,0.766,0.984,0.7712
4,2,92,1.1712,0.9901,0.7654,0.975,0.769
4,3,93,1.1441,0.9846,0.7651,0.9696,0.7687
4,4,94,1.1634,0.9787,0.7647,0.9642,0.7685
4,5,95,1.1492,0.9702,0.7636,0.9554,0.7678
4,6,96,1.1151,0.9618,0.7653,0.9472,0.7693
4,7,97,1.1331,0.9565,0.7658,0.9411,0.77
4,8,98,1.1356,0.9497,0.7661,0.9345,0.7704
4,9,99,1.1194,0.9394,0.7685,0.9244,0.7728
4,10,100,1.1082,0.9329,0.7685,0.9175,0.7725
4,11,101,1.1131,0.9256,0.7687,0.9102,0.7727
4,12,102,1.0954,0.918,0.7687,0.9024,0.7723
4,13,103,1.1235,0.9128,0.7696,0.8971,0.7726
4,14,104,1.0982,0.9069,0.772,0.8911,0.7758
4,15,105,1.094,0.8988,0.7727,0.8824,0.7761
4,16,106,1.0963,0.8937,0.7737,0.877,0.7774
4,17,107,1.0619,0.8882,0.7763,0.8716,0.7803
4,18,108,1.0847,0.8821,0.7771,0.8657,0.7812
4,19,109,1.0323,0.8749,0.7781,0.8592,0.7827
4,20,110,1.0634,0.8708,0.7795,0.8551,0.7837
4,21,111,1.0562,0.8614,0.7828,0.8462,0.7864
4,22,112,1.0264,0.8552,0.7826,0.8401,0.7863
4,23,113,1.0834,0.8501,0.7848,0.8349,0.7883
4,24,114,1.0457,0.8456,0.7849,0.8305,0.7892
4,25,115,1.013,0.8392,0.7881,0.8239,0.7922
4,26,116,1.022,0.8337,0.789,0.8186,0.7939
4,27,117,1.0335,0.8287,0.7933,0.8136,0.7966
4,28,118,1.0458,0.8211,0.7942,0.8064,0.7975
4,29,119,1.0055,0.8169,0.7974,0.8019,0.7998
4,30,120,1.0188,0.812,0.8004,0.7976,0.8036
5,1,121,1.0098,0.8055,0.797,0.7921,0.8
5,2,122,0.9804,0.8009,0.8011,0.7874,0.8019
5,3,123,1.0067,0.795,0.8002,0.7804,0.8013
5,4,124,1.0204,0.787,0.7996,0.7723,0.8022
5,5,125,0.9831,0.7832,0.8044,0.7685,0.8068
5,6,126,0.9816,0.7786,0.8015,0.7639,0.8036
5,7,127,0.9893,0.7734,0.8007,0.7589,0.8031
5,8,128,0.9564,0.7697,0.8065,0.7555,0.8078
5,9,129,0.9578,0.7646,0.8117,0.7507,0.8127
5,10,130,0.9457,0.7584,0.8127,0.7443,0.8148
5,11,131,0.9731,0.7537,0.8178,0.7395,0.8191
5,12,132,0.978,0.7507,0.822,0.7373,0.8228
5,13,133,0.9748,0.7465,0.8162,0.7332,0.8172
5,14,134,0.9401,0.7439,0.826,0.7305,0.8282
5,15,135,0.9227,0.7406,0.8217,0.7279,0.8228
5,16,136,0.9573,0.7352,0.823,0.7221,0.8236
5,17,137,0.918,0.7317,0.8307,0.7189,0.8308
5,18,138,0.9229,0.7277,0.834,0.7148,0.8361
5,19,139,0.9447,0.7232,0.8405,0.71,0.8429
5,20,140,0.9181,0.7186,0.8406,0.7055,0.8432
5,21,141,0.893,0.7145,0.8407,0.7016,0.8446
5,22,142,0.931,0.7102,0.8422,0.6971,0.8451
5,23,143,0.9016,0.7049,0.8458,0.6919,0.8491
5,24,144,0.9103,0.7002,0.8512,0.6876,0.8546
5,25,145,0.9071,0.6963,0.8495,0.6837,0.8531
5,26,146,0.9112,0.6911,0.854,0.6782,0.8581
5,27,147,0.8821,0.6864,0.8618,0.674,0.8644
5,28,148,0.8718,0.6822,0.863,0.6703,0.8663
5,29,149,0.8833,0.6774,0.8631,0.6652,0.8661
5,30,150,0.8926,0.6731,0.866,0.6606,0.8698
6,1,151,0.8752,0.6703,0.8662,0.659,0.8706
6,2,152,0.9184,0.6667,0.8698,0.6549,0.8751
6,3,153,0.8823,0.6637,0.8742,0.6524,0.8794
6,4,154,0.8555,0.6608,0.8775,0.6502,0.883
6,5,155,0.8726,0.655,0.8785,0.6444,0.8846
6,6,156,0.8776,0.6497,0.8785,0.6382,0.885
6,7,157,0.8577,0.6473,0.8771,0.6356,0.8828
6,8,158,0.8662,0.6428,0.8784,0.6304,0.8819
6,9,159,0.8343,0.64,0.882,0.6277,0.8884
6,10,160,0.8457,0.6362,0.8823,0.6237,0.888
6,11,161,0.8797,0.6324,0.886,0.6198,0.8914
6,12,162,0.8446,0.6282,0.8881,0.6165,0.8925
6,13,163,0.8338,0.6232,0.8868,0.6119,0.8909
6,14,164,0.8344,0.619,0.8903,0.6075,0.8947
6,15,165,0.827,0.6148,0.8902,0.6031,0.8943
6,16,166,0.8632,0.6117,0.8945,0.6001,0.8981
6,17,167,0.8238,0.6085,0.894,0.5967,0.898
6,18,168,0.8428,0.6051,0.8962,0.5934,0.9023
6,19,169,0.8268,0.6001,0.8977,0.589,0.9026
6,20,170,0.861,0.5978,0.9001,0.5871,0.9045
6,21,171,0.834,0.5931,0.8999,0.5829,0.9043
6,22,172,0.8148,0.5889,0.9037,0.5788,0.908
6,23,173,0.7971,0.586,0.9047,0.5756,0.9087
6,24,174,0.798,0.5833,0.9041,0.5721,0.9075
6,25,175,0.8181,0.5816,0.9063,0.5708,0.9109
6,26,176,0.8219,0.5771,0.9067,0.5658,0.9109
6,27,177,0.7606,0.5736,0.9067,0.5622,0.9104
6,28,178,0.7933,0.5715,0.9092,0.5606,0.9134
6,29,179,0.8082,0.5678,0.9108,0.5572,0.9157
6,30,180,0.8233,0.5654,0.9114,0.5549,0.9146
7,1,181,0.7613,0.5654,0.9122,0.5553,0.9154
7,2,182,0.7862,0.5607,0.9128,0.5511,0.9157
7,3,183,0.7861,0.5589,0.9125,0.5489,0.9156
7,4,184,0.7865,0.5539,0.9134,0.5444,0.9177
7,5,185,0.7849,0.549,0.914,0.5391,0.9179
7,6,186,0.8033,0.546,0.9147,0.5359,0.9176
7,7,187,0.7795,0.5434,0.9158,0.5338,0.9203
7,8,188,0.7705,0.5416,0.9157,0.532,0.9185
7,9,189,0.7608,0.5385,0.9172,0.5285,0.9207
7,10,190,0.7799,0.5352,0.9179,0.5254,0.9211
7,11,191,0.7582,0.5313,0.9178,0.5208,0.9211
7,12,192,0.728,0.5279,0.9185,0.5185,0.9223
7,13,193,0.7447,0.525,0.9199,0.5162,0.9221
7,14,194,0.7523,0.5218,0.92,0.5122,0.9241
7,15,195,0.7737,0.5185,0.9201,0.5088,0.9239
7,16,196,0.7105,0.5169,0.9213,0.5074,0.9246
7,17,197,0.756,0.5134,0.9208,0.5038,0.9246
7,18,198,0.7587,0.509,0.9208,0.4992,0.9244
7,19,199,0.7525,0.5056,0.9217,0.4968,0.925
7,20,200,0.735,0.5034,0.9222,0.4947,0.9264
7,21,201,0.753,0.5011,0.9231,0.4922,0.9273
7,22,202,0.7501,0.4982,0.9236,0.4887,0.9272
7,23,203,0.7335,0.4952,0.9232,0.4859,0.9255
7,24,204,0.7479,0.4919,0.9219,0.4824,0.9263
7,25,205,0.731,0.4867,0.9239,0.4775,0.9269
7,26,206,0.717,0.483,0.9251,0.4738,0.9294
