epoch,batch,iteration,train_loss(total),train_loss(average),train_accuracy(average),test_loss(average),test_accuracy(average)
1,1,1,2.3631,2.3024,0.1101,2.3022,0.1101
1,2,2,2.3495,2.3024,0.1124,2.3022,0.1135
1,3,3,2.3409,2.3024,0.1124,2.3022,0.1135
1,4,4,2.3386,2.3024,0.1124,2.3022,0.1135
1,5,5,2.3258,2.3023,0.1124,2.3022,0.1135
1,6,6,2.3234,2.3024,0.1124,2.3022,0.1135
1,7,7,2.3248,2.3024,0.1124,2.3022,0.1135
1,8,8,2.3196,2.3024,0.1124,2.3022,0.1135
1,9,9,2.3215,2.3024,0.1124,2.3022,0.1135
1,10,10,2.3076,2.3024,0.1124,2.3022,0.1135
1,11,11,2.307,2.3024,0.1124,2.3022,0.1135
1,12,12,2.3076,2.3024,0.1124,2.3022,0.1135
1,13,13,2.3027,2.3023,0.1124,2.3022,0.1135
1,14,14,2.3067,2.3023,0.1126,2.3022,0.1137
1,15,15,2.2988,2.3022,0.113,2.3021,0.1143
1,16,16,2.3009,2.3021,0.1138,2.302,0.1148
1,17,17,2.3026,2.3019,0.1142,2.3019,0.1149
1,18,18,2.2973,2.3018,0.115,2.3017,0.1157
1,19,19,2.2932,2.3015,0.115,2.3014,0.1155
1,20,20,2.2955,2.3012,0.1155,2.3011,0.116
1,21,21,2.2937,2.3009,0.1159,2.3008,0.1163
1,22,22,2.2888,2.3005,0.1161,2.3004,0.1163
1,23,23,2.2821,2.3,0.1163,2.2999,0.1162
1,24,24,2.2834,2.2994,0.1174,2.2993,0.118
1,25,25,2.2814,2.2987,0.1183,2.2986,0.1186
1,26,26,2.281,2.2979,0.1214,2.2977,0.1211
1,27,27,2.276,2.2969,0.1239,2.2967,0.1247
1,28,28,2.2707,2.2958,0.1283,2.2956,0.1294
1,29,29,2.2658,2.2945,0.1333,2.2943,0.1346
1,30,30,2.2652,2.2931,0.1416,2.2928,0.1439
2,1,31,2.2644,2.2914,0.1493,2.2911,0.153
2,2,32,2.2561,2.2894,0.1612,2.2891,0.1671
2,3,33,2.2495,2.2872,0.1748,2.2869,0.1821
