epoch,batch,iteration,train_loss(total),train_loss(average),train_accuracy(average),test_loss(average),test_accuracy(average)
1,1,1,2.3163,2.3031,0.0993,2.303,0.1032
1,2,2,2.3069,2.3031,0.0993,2.303,0.1032
1,3,3,2.2961,2.303,0.0993,2.3029,0.1032
1,4,4,2.2809,2.3029,0.0993,2.3028,0.1032
1,5,5,2.2695,2.3028,0.0993,2.3027,0.1032
1,6,6,2.2644,2.3026,0.0993,2.3025,0.1032
1,7,7,2.2522,2.3024,0.0993,2.3023,0.1032
1,8,8,2.2428,2.3022,0.0993,2.3021,0.1032
1,9,9,2.2289,2.3019,0.0993,2.3018,0.1032
1,10,10,2.216,2.3016,0.0993,2.3014,0.1032
1,11,11,2.2081,2.3011,0.0993,2.3009,0.1032
1,12,12,2.1923,2.3005,0.0993,2.3003,0.1032
1,13,13,2.1747,2.2998,0.0993,2.2996,0.1032
1,14,14,2.1666,2.2988,0.0993,2.2986,0.1032
1,15,15,2.1537,2.2976,0.0993,2.2973,0.1032
1,16,16,2.134,2.2961,0.0993,2.2958,0.1032
1,17,17,2.125,2.2942,0.0993,2.2939,0.1032
1,18,18,2.107,2.2919,0.1015,2.2916,0.1057
1,19,19,2.101,2.2891,0.116,2.2888,0.1203
1,20,20,2.0822,2.2855,0.1468,2.2851,0.1491
1,21,21,2.0743,2.2812,0.1773,2.2807,0.1783
1,22,22,2.044,2.276,0.2696,2.2754,0.2712
1,23,23,2.0361,2.2695,0.3256,2.2687,0.3304
1,24,24,2.0194,2.2617,0.3623,2.2608,0.3675
1,25,25,2.0113,2.2522,0.414,2.2512,0.4241
1,26,26,1.9914,2.2412,0.4649,2.24,0.4755
1,27,27,1.9793,2.2284,0.4987,2.227,0.5057
1,28,28,1.9586,2.2133,0.5246,2.2116,0.5311
1,29,29,1.9431,2.196,0.5422,2.1941,0.5473
1,30,30,1.9372,2.177,0.5638,2.1747,0.5718
2,1,31,1.9018,2.1559,0.5831,2.1533,0.5928
2,2,32,1.8792,2.1325,0.6072,2.1294,0.6168
2,3,33,1.867,2.1073,0.6238,2.1039,0.6342
2,4,34,1.847,2.0805,0.6398,2.0767,0.6477
2,5,35,1.8473,2.0517,0.6551,2.0473,0.6618
2,6,36,1.822,2.0212,0.6663,2.0163,0.671
2,7,37,1.8198,1.9893,0.6743,1.984,0.679
2,8,38,1.7863,1.9576,0.6808,1.9518,0.6854
2,9,39,1.7742,1.9267,0.6866,1.9206,0.6894
2,10,40,1.7625,1.892,0.6899,1.8855,0.6936
2,11,41,1.7329,1.8578,0.6934,1.8508,0.6963
2,12,42,1.7245,1.8246,0.6952,1.8173,0.6988
2,13,43,1.7148,1.7915,0.697,1.7838,0.6994
2,14,44,1.7046,1.7576,0.7002,1.7496,0.7014
2,15,45,1.6913,1.7257,0.7022,1.7174,0.7035
2,16,46,1.668,1.698,0.7055,1.6894,0.7076
2,17,47,1.6545,1.6691,0.7067,1.6604,0.7109
2,18,48,1.6442,1.639,0.708,1.6301,0.7106
2,19,49,1.6329,1.6112,0.7091,1.602,0.7131
2,20,50,1.6006,1.584,0.7115,1.5742,0.7157
2,21,51,1.6133,1.5567,0.7129,1.5466,0.7173
2,22,52,1.577,1.5316,0.7144,1.5212,0.7192
2,23,53,1.5867,1.5088,0.7165,1.4982,0.721
2,24,54,1.5622,1.4847,0.7172,1.4739,0.7225
2,25,55,1.5295,1.466,0.7201,1.455,0.7249
2,26,56,1.5266,1.4446,0.7201,1.4337,0.7247
2,27,57,1.5466,1.4238,0.7215,1.413,0.7263
2,28,58,1.515,1.4035,0.7229,1.3924,0.7273
2,29,59,1.4947,1.3849,0.7255,1.3736,0.7295
2,30,60,1.4772,1.3672,0.7276,1.3559,0.7315
3,1,61,1.4761,1.352,0.7268,1.3397,0.7321
3,2,62,1.4685,1.3384,0.728,1.3265,0.7331
