epoch,batch,iteration,train_loss(total),train_loss(average),train_accuracy(average),test_loss(average),test_accuracy(average)
1,1,1,2.3087,2.303,0.0993,2.3029,0.1032
1,2,2,2.287,2.3029,0.0993,2.3028,0.1032
1,3,3,2.2764,2.3028,0.0993,2.3027,0.1032
1,4,4,2.2534,2.3027,0.0993,2.3026,0.1032
1,5,5,2.2356,2.3025,0.0993,2.3025,0.1032
1,6,6,2.2169,2.3023,0.0993,2.3022,0.1032
1,7,7,2.2008,2.302,0.0993,2.3019,0.1032
1,8,8,2.1857,2.3017,0.0993,2.3016,0.1032
1,9,9,2.1584,2.3012,0.0994,2.3011,0.1033
1,10,10,2.1434,2.3006,0.1693,2.3005,0.1727
1,11,11,2.1219,2.2998,0.1941,2.2996,0.1964
1,12,12,2.1008,2.2987,0.1834,2.2985,0.1859
1,13,13,2.0788,2.2973,0.197,2.2971,0.1989
1,14,14,2.0647,2.2955,0.1747,2.2953,0.1776
1,15,15,2.0431,2.2932,0.2396,2.2929,0.2447
1,16,16,2.0121,2.2901,0.2953,2.2898,0.3055
1,17,17,1.9956,2.2863,0.3335,2.2859,0.3444
1,18,18,1.9776,2.2814,0.3766,2.281,0.3869
1,19,19,1.956,2.2754,0.4546,2.2749,0.468
1,20,20,1.9273,2.2675,0.5063,2.2669,0.514
1,21,21,1.9039,2.2581,0.5465,2.2574,0.5521
1,22,22,1.8844,2.2466,0.572,2.2458,0.5769
1,23,23,1.8671,2.2324,0.5954,2.2314,0.5979
1,24,24,1.8313,2.2156,0.6116,2.2144,0.6148
1,25,25,1.8252,2.1956,0.6183,2.1941,0.6219
1,26,26,1.8076,2.174,0.6293,2.1724,0.6339
1,27,27,1.789,2.1509,0.6317,2.149,0.6354
1,28,28,1.7629,2.1235,0.6385,2.1212,0.6426
1,29,29,1.749,2.0925,0.652,2.0899,0.6548
1,30,30,1.7267,2.0595,0.6551,2.0563,0.6599
2,1,31,1.7077,2.0277,0.6587,2.0243,0.6617
2,2,32,1.6596,1.9869,0.6657,1.9827,0.6661
2,3,33,1.6514,1.9455,0.67,1.9408,0.6713
2,4,34,1.6081,1.9077,0.6724,1.9025,0.673
2,5,35,1.6303,1.8632,0.6759,1.8574,0.6767
2,6,36,1.5911,1.8182,0.6877,1.8114,0.6923
2,7,37,1.5798,1.7705,0.6959,1.7628,0.7016
2,8,38,1.5638,1.7268,0.6908,1.7184,0.6957
2,9,39,1.5614,1.6857,0.6975,1.6772,0.7014
2,10,40,1.534,1.6431,0.7022,1.6342,0.7067
2,11,41,1.493,1.6002,0.7074,1.5904,0.712
2,12,42,1.4811,1.5551,0.7127,1.545,0.7161
2,13,43,1.4796,1.5158,0.7214,1.5054,0.7252
2,14,44,1.4649,1.4791,0.7277,1.4684,0.7336
2,15,45,1.4678,1.451,0.7278,1.4406,0.7349
2,16,46,1.4234,1.4241,0.7419,1.4134,0.7497
2,17,47,1.4224,1.3955,0.7457,1.3843,0.7537
2,18,48,1.4191,1.3582,0.749,1.3465,0.7575
2,19,49,1.3713,1.3286,0.7543,1.3157,0.7647
2,20,50,1.3499,1.3018,0.7601,1.2885,0.7722
2,21,51,1.395,1.2747,0.7648,1.2608,0.7773
2,22,52,1.3463,1.2516,0.7704,1.2375,0.7838
2,23,53,1.3407,1.2262,0.7736,1.2118,0.7881
2,24,54,1.3264,1.2036,0.7784,1.1883,0.7941
2,25,55,1.2858,1.1851,0.7847,1.1694,0.8005
2,26,56,1.2837,1.1687,0.7883,1.1532,0.8005
2,27,57,1.3241,1.1496,0.7885,1.1336,0.8016
2,28,58,1.2708,1.1348,0.795,1.1189,0.8067
2,29,59,1.2659,1.1158,0.8008,1.0995,0.812
2,30,60,1.2785,1.0967,0.8067,1.0808,0.8173
3,1,61,1.2509,1.0796,0.8089,1.0627,0.817
3,2,62,1.2271,1.0659,0.8094,1.0492,0.8174
3,3,63,1.2059,1.0561,0.8113,1.0392,0.8196
3,4,64,1.2151,1.0424,0.816,1.0257,0.8241
3,5,65,1.1959,1.03,0.8177,1.0132,0.8239
3,6,66,1.1826,1.0153,0.8187,0.9991,0.8253
3,7,67,1.1816,1.0036,0.8219,0.9873,0.8279
3,8,68,1.1555,0.9902,0.8234,0.9734,0.8295
3,9,69,1.1183,0.9766,0.8283,0.96,0.8348
3,10,70,1.1266,0.9672,0.8314,0.9519,0.8383
3,11,71,1.1232,0.9578,0.8331,0.9429,0.84
3,12,72,1.1303,0.9457,0.836,0.9306,0.8408
3,13,73,1.119,0.9335,0.8366,0.9178,0.8439
3,14,74,1.0883,0.925,0.839,0.9095,0.8456
3,15,75,1.1003,0.9126,0.8408,0.8973,0.8456
3,16,76,1.0716,0.9032,0.8471,0.8876,0.8521
3,17,77,1.074,0.8953,0.8521,0.8794,0.8578
3,18,78,1.0674,0.8837,0.854,0.8677,0.8614
3,19,79,1.0306,0.874,0.858,0.8576,0.8648
3,20,80,1.0574,0.8647,0.8581,0.8487,0.8638
3,21,81,1.0604,0.8516,0.8598,0.8355,0.8656
3,22,82,1.0216,0.8409,0.8602,0.8248,0.8645
3,23,83,0.9997,0.8324,0.8621,0.8168,0.8675
3,24,84,1.0002,0.8247,0.8649,0.8089,0.8716
3,25,85,1.0063,0.8137,0.8678,0.7981,0.8736
3,26,86,0.9988,0.8042,0.8712,0.7875,0.8776
3,27,87,1.0048,0.7959,0.8746,0.7805,0.8797
3,28,88,0.9982,0.7886,0.8767,0.7727,0.8815
3,29,89,0.975,0.7798,0.8777,0.7636,0.8824
3,30,90,1.0074,0.7709,0.8794,0.7547,0.8836
4,1,91,0.9726,0.7654,0.8825,0.748,0.8879
4,2,92,0.9435,0.7558,0.8826,0.7395,0.8876
4,3,93,0.9391,0.7496,0.8861,0.7336,0.8904
4,4,94,0.9364,0.7433,0.8884,0.7274,0.892
4,5,95,0.9313,0.7345,0.889,0.7189,0.8934
4,6,96,0.9128,0.7248,0.8905,0.7089,0.8936
4,7,97,0.9182,0.72,0.891,0.7036,0.8945
4,8,98,0.9184,0.7115,0.8938,0.6954,0.8983
4,9,99,0.9115,0.7022,0.8955,0.6873,0.8992
4,10,100,0.8948,0.6937,0.8954,0.6786,0.899
4,11,101,0.8868,0.6851,0.8974,0.6702,0.8993
4,12,102,0.8839,0.6762,0.8984,0.6615,0.9001
4,13,103,0.9091,0.669,0.8987,0.6542,0.9016
4,14,104,0.8785,0.6618,0.8991,0.6466,0.9035
4,15,105,0.8775,0.6552,0.9014,0.6403,0.9044
4,16,106,0.8806,0.6481,0.8999,0.6333,0.9034
4,17,107,0.8591,0.6423,0.9011,0.6272,0.9033
4,18,108,0.8668,0.6367,0.9043,0.6216,0.9076
4,19,109,0.8232,0.6312,0.9066,0.6173,0.9097
4,20,110,0.8339,0.6259,0.907,0.6118,0.9101
4,21,111,0.8165,0.621,0.9075,0.607,0.9099
4,22,112,0.8125,0.6099,0.9087,0.5955,0.9125
4,23,113,0.8565,0.6025,0.9096,0.5882,0.9131
4,24,114,0.8086,0.5976,0.9109,0.5831,0.9144
4,25,115,0.8192,0.5902,0.9123,0.5762,0.9155
4,26,116,0.7808,0.5834,0.9124,0.5696,0.9151
4,27,117,0.8078,0.5772,0.9147,0.5639,0.9168
4,28,118,0.8344,0.5711,0.9144,0.5571,0.9163
4,29,119,0.7801,0.5675,0.9166,0.5533,0.9183
4,30,120,0.8219,0.5634,0.9162,0.5503,0.9182
5,1,121,0.8046,0.5577,0.9161,0.5459,0.9176
5,2,122,0.7815,0.5499,0.9175,0.5379,0.9194
5,3,123,0.7988,0.5426,0.9185,0.5292,0.9214
5,4,124,0.8035,0.5389,0.9179,0.526,0.9189
5,5,125,0.7714,0.5339,0.918,0.5214,0.9187
5,6,126,0.7527,0.5288,0.9192,0.5167,0.9207
5,7,127,0.7592,0.5239,0.9197,0.512,0.9211
5,8,128,0.7469,0.5198,0.9194,0.5078,0.9208
5,9,129,0.7518,0.5147,0.9206,0.5025,0.9219
5,10,130,0.7384,0.5087,0.9204,0.4955,0.9226
5,11,131,0.7449,0.5059,0.9208,0.4932,0.9232
5,12,132,0.7482,0.5024,0.9216,0.4899,0.9226
5,13,133,0.7344,0.4954,0.9223,0.4834,0.9223
5,14,134,0.7386,0.4929,0.9228,0.4808,0.9251
5,15,135,0.7333,0.4885,0.9232,0.477,0.9255
5,16,136,0.7648,0.4846,0.9237,0.472,0.9255
5,17,137,0.7005,0.482,0.9234,0.4698,0.9251
5,18,138,0.7017,0.4786,0.9234,0.4667,0.9248
5,19,139,0.7336,0.4749,0.9245,0.4626,0.9257
5,20,140,0.7133,0.4723,0.9252,0.4602,0.9263
5,21,141,0.7039,0.4678,0.9252,0.4558,0.9276
5,22,142,0.7274,0.4645,0.9251,0.4525,0.9272
5,23,143,0.6928,0.4599,0.9251,0.449,0.9273
5,24,144,0.6781,0.4575,0.9259,0.4468,0.9276
5,25,145,0.7122,0.4516,0.9266,0.441,0.928
5,26,146,0.7041,0.4481,0.9272,0.438,0.9285
5,27,147,0.7006,0.4453,0.9274,0.4361,0.928
5,28,148,0.6718,0.4412,0.9275,0.432,0.9285
5,29,149,0.6976,0.4373,0.9281,0.4277,0.9288
5,30,150,0.7285,0.4335,0.9285,0.4244,0.9298
6,1,151,0.6959,0.4344,0.9266,0.4263,0.9272
6,2,152,0.7061,0.4323,0.9273,0.4242,0.9272
6,3,153,0.7004,0.4275,0.9285,0.4193,0.9291
6,4,154,0.6502,0.4248,0.929,0.4173,0.9291
6,5,155,0.6946,0.4201,0.9301,0.4122,0.9299
6,6,156,0.6873,0.4169,0.9296,0.408,0.93
6,7,157,0.6382,0.414,0.93,0.4047,0.9309
6,8,158,0.6654,0.4098,0.9303,0.401,0.9319
6,9,159,0.6399,0.4072,0.9306,0.3987,0.9317
6,10,160,0.6531,0.405,0.9306,0.395,0.9315
6,11,161,0.6605,0.4006,0.9309,0.3913,0.9319
6,12,162,0.6287,0.3988,0.9315,0.3903,0.9328
6,13,163,0.6498,0.3948,0.9317,0.3864,0.9337
6,14,164,0.6295,0.3915,0.9316,0.3834,0.9338
6,15,165,0.6258,0.3883,0.9316,0.3799,0.9342
6,16,166,0.6253,0.3868,0.9318,0.3783,0.9338
6,17,167,0.6352,0.3843,0.9321,0.3757,0.9342
6,18,168,0.6163,0.3811,0.9326,0.3724,0.9334
