epoch,batch,iteration,train_loss(total),train_loss(average),train_accuracy(average),test_loss(average),test_accuracy(average)
1,1,1,2.3147,2.3023,0.0992,2.3023,0.1009
1,2,2,2.3032,2.3024,0.0992,2.3023,0.1009
1,3,3,2.3101,2.3023,0.0992,2.3023,0.1009
1,4,4,2.3003,2.3023,0.0992,2.3022,0.1009
1,5,5,2.2977,2.3022,0.0992,2.3022,0.1009
1,6,6,2.2984,2.3022,0.0992,2.3021,0.1009
1,7,7,2.2895,2.3021,0.0992,2.3021,0.101
1,8,8,2.2919,2.3021,0.1288,2.302,0.1345
1,9,9,2.2842,2.302,0.1439,2.3019,0.1469
1,10,10,2.2822,2.3019,0.1184,2.3019,0.1212
1,11,11,2.2776,2.3018,0.1132,2.3018,0.1151
1,12,12,2.276,2.3017,0.1124,2.3016,0.1139
1,13,13,2.2716,2.3016,0.1124,2.3015,0.1136
1,14,14,2.2684,2.3014,0.1124,2.3013,0.1136
1,15,15,2.267,2.3012,0.1124,2.301,0.1136
1,16,16,2.2645,2.3009,0.1124,2.3008,0.1136
1,17,17,2.265,2.3006,0.1124,2.3004,0.1136
1,18,18,2.2583,2.3002,0.1124,2.3,0.1136
1,19,19,2.2563,2.2997,0.1124,2.2995,0.1136
1,20,20,2.2498,2.2992,0.1124,2.299,0.1137
1,21,21,2.2454,2.2985,0.1124,2.2983,0.1137
1,22,22,2.2475,2.2977,0.1124,2.2975,0.1139
1,23,23,2.245,2.2968,0.1126,2.2965,0.1142
1,24,24,2.2383,2.2958,0.1132,2.2954,0.115
1,25,25,2.2344,2.2945,0.1144,2.2941,0.1172
1,26,26,2.2296,2.2931,0.1172,2.2927,0.1215
1,27,27,2.2351,2.2914,0.1223,2.291,0.1284
1,28,28,2.2296,2.2895,0.1313,2.289,0.1376
1,29,29,2.2268,2.2873,0.1419,2.2867,0.1479
1,30,30,2.231,2.2849,0.1587,2.2842,0.163
2,1,31,2.2198,2.2821,0.1759,2.2813,0.1803
2,2,32,2.2159,2.2789,0.1974,2.2781,0.2038
2,3,33,2.2166,2.2754,0.2236,2.2744,0.2303
2,4,34,2.2042,2.2715,0.2493,2.2704,0.2594
2,5,35,2.2089,2.2672,0.2789,2.266,0.2908
2,6,36,2.2048,2.2626,0.3119,2.2613,0.3279
