,gradient_norm_on_full_trainset
0,0.325419790025338
1,0.319217168078618
2,0.31327224746119586
3,0.30747717138802827
4,0.3018834069641424
5,0.2964622484661811
6,0.2912086359527469
7,0.286119186375713
8,0.2811578194559331
9,0.27634498641589406
10,0.27166408701206074
11,0.2670975443541176
12,0.26269659324376177
13,0.2583760022990427
14,0.2542049108715558
15,0.2501311781890319
16,0.24615444986878088
17,0.24228587772137217
18,0.2385469295849562
19,0.23487578407093374
20,0.23133161212936798
21,0.22785419745283927
22,0.2244882982711122
23,0.22121924962125866
24,0.21803692562497376
25,0.21491992390513928
26,0.2118739048490485
27,0.2089192713453766
28,0.20603837249720539
29,0.20323098639161558
30,0.20049309702860613
31,0.19780938300646927
32,0.19520203422483606
33,0.19265078959310802
34,0.19016048173128783
35,0.18773101189710065
36,0.18536963176737603
37,0.1830577272765918
38,0.18081860973244188
39,0.17861441620501053
40,0.17645730613414495
41,0.17436356265373248
42,0.1723082367488201
43,0.1703088479737773
44,0.16833898685797796
45,0.1664257186385517
46,0.16454235688116803
47,0.16272511011092
48,0.16093775924402837
49,0.1591851567305131
50,0.15746214748719609
51,0.15578310054104355
52,0.15413837906889577
53,0.15253204982675125
54,0.1509599108406864
55,0.1494189899617425
56,0.14791021542546484
57,0.1464360103646546
58,0.14498688070339527
59,0.14355049475465856
60,0.14215209257932998
61,0.14078229769351142
62,0.13943846735200052
63,0.1381218679181615
64,0.13682589692932137
65,0.13555913879208226
66,0.13431314885627943
67,0.13309503320966318
68,0.13188991495558522
69,0.13071629734085427
70,0.12956480988322427
71,0.1284348519159862
72,0.1273160315496748
73,0.12621317035484833
74,0.1251411766934109
75,0.12408911546157313
76,0.12304917764168606
77,0.1220288887499797
78,0.12103370046509423
79,0.12004772064186782
80,0.11908074323814996
81,0.11812834956167204
82,0.11719732550679525
83,0.1162714478293364
84,0.1153639398294761
85,0.11446701124799877
86,0.1135913556700594
87,0.11272660642207002
88,0.11187929042820241
89,0.11103729055543535
90,0.11021564728903721
91,0.10939525027918988
92,0.10859517399106913
93,0.10781114073906017
94,0.10703107081381683
95,0.10626372316450686
96,0.10551133137722368
97,0.10475765867393709
98,0.10402436901222219
99,0.10330483806708284
100,0.10259158704218674
101,0.10189476895552366
102,0.10119824947158747
103,0.10051789317949275
104,0.099841504418309
105,0.09917681510945023
106,0.09851985737011036
107,0.09786870096325785
108,0.09722733183909436
109,0.09659589976335428
110,0.09597854734887053
111,0.0953630024564742
112,0.09475635687087444
113,0.0941569301782442
114,0.0935638666514093
115,0.09297800545745609
116,0.09240539801038478
117,0.09183167597934813
118,0.09126939046494711
119,0.09071477808984925
120,0.09016528365269372
121,0.0896168270604055
122,0.08907984702292007
123,0.0885498470989355
124,0.08803474234390278
125,0.08751418362298206
126,0.0870015770422193
127,0.08649412643973942
128,0.08599103431996089
129,0.08549422999513615
130,0.08500494003115056
131,0.08451222997619415
132,0.08403647422084384
133,0.08356285506834056
134,0.08309035954642328
135,0.08262625641629306
136,0.08216129138853365
137,0.08170438506288633
138,0.08124983704310937
139,0.08080150193594292
140,0.08036354655401728
141,0.07993326043185955
142,0.07950364263703429
143,0.07907952610102435
144,0.07865586478745544
145,0.07823504566542652
146,0.07781974335134144
147,0.0774109084430355
148,0.07700419488735465
149,0.07659804200524352
150,0.0762026502350487
151,0.0758070489955051
152,0.07541894021107778
153,0.07503388768048305
154,0.0746482572867331
155,0.07427023298450927
156,0.07389872535289767
157,0.07352530248566241
158,0.07315372825471352
159,0.07279049672339893
160,0.07242310653692732
161,0.07205867887618053
162,0.07170190894572233
163,0.07134184000268798
164,0.07099144586415926
165,0.07063900708786726
166,0.07029586609097326
167,0.06994897917193979
168,0.06960471879404223
169,0.06926949501437911
170,0.06893821849593723
171,0.06860550639244024
172,0.06827735902952067
173,0.06795244460835612
174,0.06762673570032471
175,0.06730842846877685
176,0.06698857193771876
177,0.06666911686744181
178,0.06635614342004875
179,0.06604660148205319
180,0.06574394700493427
181,0.06543919778092024
182,0.065137239516908
183,0.06483298560211195
184,0.06453946083780124
185,0.06423768417629433
186,0.06394467005835215
187,0.06365666092430053
188,0.06336713521809846
189,0.06308115499403888
190,0.06279428315038398
191,0.06251081613059573
192,0.06222680437546533
193,0.06194820662000442
194,0.061671967266981785
195,0.061396483771387234
196,0.06112317834568348
197,0.060851973135049295
198,0.06058383273622273
199,0.06031874508527052
200,0.060053511476944633
201,0.059792513553741045
202,0.05952625319303452
203,0.05926595667022612
204,0.0590083591667465
205,0.05875539609267936
206,0.0585053212461369
207,0.058254435360771704
208,0.05800691067981496
209,0.057756925672730296
210,0.05750641076078106
211,0.057261596534194804
212,0.05701908308007382
213,0.056779286038706814
214,0.05653819099449795
215,0.056298922083726076
216,0.05606406736687046
217,0.055825543090058424
218,0.055584660528211705
219,0.05534944334676452
220,0.05511839530191319
221,0.05488851939520676
222,0.054659128909217716
223,0.05443048945378885
