epoch,train_loss(total),test_loss(average),test_accuracy(average)
1,1.6281952149847634,2.142281181812286,0.3917
2,1.4894196913283095,1.9844398641586303,0.5471
3,1.3480737856310656,1.8070498895645142,0.6421
4,1.1994614728495605,1.6148876953125,0.7025
5,1.049241069290373,1.4269238245487212,0.7369
6,0.9137593594371763,1.2574091416597366,0.7561
7,0.7981772241938827,1.116366770863533,0.7677
8,0.7050565539771675,0.9986027109622956,0.7785
9,0.6309123662037727,0.9054449427127839,0.7861
10,0.5736024476524092,0.8283453452587127,0.7935
11,0.5279940131128343,0.7668467989563942,0.8
12,0.4894528772968512,0.7159060800075531,0.8046
13,0.4614587761143334,0.6739918372035026,0.8109
14,0.4365853915611903,0.6378732904791832,0.8168
15,0.41531717649891847,0.6074536988139152,0.8239
16,0.3955238760791273,0.5816226832568645,0.8287
17,0.3800302702519629,0.5579156523942947,0.8351
18,0.36675647047595084,0.5393549408018589,0.8392
19,0.3547164326549595,0.5204117523133754,0.847
20,0.3457069169634428,0.5063228012621402,0.8493
21,0.3353620679077939,0.49301934510469436,0.8527
22,0.3260531105164789,0.4781106348335743,0.8583
23,0.3187542739204871,0.46701672978699205,0.8617
24,0.3106136719704184,0.45609341993927954,0.8652
25,0.30524369574382776,0.44580621317029,0.8686
26,0.2998301793431115,0.4391927228868008,0.8697
27,0.2936972868429799,0.43019392274320123,0.873
28,0.2890702129747623,0.4226671529561281,0.8754
29,0.2830468042092955,0.4154625073820353,0.8767
30,0.28027014039520526,0.40948082841932776,0.8786
31,0.2760809624615388,0.40338842280209064,0.8808
32,0.27086613578801483,0.39774024475365877,0.8825
33,0.2690933339106731,0.39220602355897427,0.8836
34,0.2674036015175347,0.38757382560521364,0.8851
35,0.26358081680587214,0.382942522354424,0.8866
36,0.25995520438648695,0.3786830674484372,0.8877
37,0.2559982649345174,0.3733895543217659,0.8894
38,0.2537384949560858,0.37073623403906825,0.89
39,0.2513418403955606,0.3659712428227067,0.8917
40,0.2494018592386164,0.36198568541556597,0.8935
41,0.24555920131313494,0.3575881454348564,0.8948
42,0.24268742310058358,0.3550085959210992,0.8952
43,0.24227842675824451,0.35154989071190357,0.8963
44,0.23983702391513392,0.34817982736974956,0.8965
45,0.23648740796961337,0.3464597598090768,0.897
46,0.23533288948237896,0.34297352939844133,0.8983
47,0.23322167744239172,0.33899832334369423,0.8996
48,0.2320392251524151,0.3368752080760896,0.9003
49,0.23034085349267364,0.3351171003095806,0.9001
50,0.2293400190388545,0.33284885726869107,0.9007
51,0.22810222409092462,0.33007516771554946,0.9019
52,0.22593209637790665,0.327895677909255,0.9029
53,0.2228900181272855,0.32496871318668125,0.904
54,0.22004256368829653,0.3241727805323899,0.9042
55,0.21979969835434204,0.32061621626839043,0.9059
56,0.21931176651746798,0.31838510058820246,0.9064
57,0.21834922169581947,0.3172393007948995,0.9064
58,0.21707539671124557,0.314489191994071,0.9083
59,0.2138215140877371,0.31297030350193383,0.9088
60,0.21391403684631372,0.31024196531623605,0.9095
61,0.2112145744359646,0.30954762630164623,0.9095
62,0.21262997907833156,0.30665218630805613,0.9105
63,0.21061961293921003,0.305607870593667,0.9114
64,0.20864513355633643,0.30271209560334683,0.9126
65,0.20843410972728688,0.30143934328109023,0.9132
66,0.20839177606961665,0.2996851819381118,0.9136
67,0.2065289187221191,0.29912442833185193,0.9142
68,0.20482002104767877,0.2974925451725721,0.9149
69,0.20317754606342214,0.29591566963121296,0.9153
70,0.20113544790153828,0.2940692650154233,0.9161
71,0.20083342387508124,0.29255438143387436,0.9166
72,0.20028383856336784,0.2913830078579485,0.917
73,0.19747112046640652,0.28893392626196146,0.918
74,0.19800279999517986,0.28747312499210237,0.9174
75,0.19780638657956043,0.2868294471502304,0.9184
76,0.19654349072111976,0.28511498706415295,0.9188
77,0.19495434223268276,0.2850331129878759,0.9186
78,0.1928949520533156,0.2828300697542727,0.9191
79,0.1936785844910858,0.2817537453025579,0.919
80,0.1923650771729712,0.27961606936529276,0.9198
81,0.19084540601724234,0.27818823730573056,0.9206
82,0.1912891383513681,0.2780126616824418,0.9198
83,0.18997045192453596,0.2762655776552856,0.9212
84,0.1891388867018569,0.2746430732216686,0.9208
85,0.18686886505884492,0.27390864237211643,0.9208
86,0.18708448162955096,0.27304051593877376,0.9214
87,0.18598286067255032,0.27150343247689307,0.9221
88,0.18757563950414333,0.2700399417243898,0.922
89,0.18469921690531266,0.26951426597312095,0.9225
90,0.18407082320469567,0.26790957533754406,0.9227
91,0.18215865027318653,0.26737279881723225,0.9231
92,0.18213221701419252,0.2659075833950192,0.9235
93,0.1803660988011676,0.2645162695739418,0.9238
94,0.18018122169419995,0.2627457937784493,0.9249
95,0.18003836759708375,0.26203235615976156,0.9252
96,0.17747220997181204,0.2611321951355785,0.9253
97,0.17752924711148962,0.2608552017994225,0.9251
98,0.17651540372106764,0.25938816434703765,0.9256
