epoch,train_loss(total)
1,2.2353123414516447
2,1.9923225250840186
3,1.881119621694088
4,1.7723294812440873
5,1.7101737284660339
6,1.6342717808485032
7,1.5384349811077118
8,1.4597134810686112
9,1.3765580542385578
10,1.2794231934845448
11,1.1914682915806771
12,1.0961229185760022
13,0.9923254692554474
14,0.9477588944137096
15,0.8798507711291313
16,0.83278450101614
17,0.7897742074728012
18,0.7527997873723506
19,0.7230621732026339
20,0.6978918680548668
21,0.6736199495196342
22,0.6404840972274541
23,0.6117853260785341
24,0.593153308480978
25,0.5788405631482602
26,0.5569309017062187
27,0.5395815552771092
28,0.5350866217911243
29,0.5168916603177786
30,0.49088987916707993
31,0.4946088346838951
32,0.4728547965735197
33,0.4732267542928457
34,0.4586349265649915
35,0.44935588851571084
36,0.43514572314918043
37,0.42586137969046833
38,0.4038243196159601
39,0.4083643050864339
40,0.40027267653495074
41,0.38689299289137125
42,0.3911217886209488
43,0.36041706521064043
44,0.3694605217128992
45,0.35599957291036843
46,0.3468077040463686
47,0.346345341950655
48,0.33519201826304196
49,0.32512860506772995
50,0.3304412802681327
51,0.31510180719196795
52,0.31763472635298967
53,0.3129399378784001
54,0.30328733710572126
55,0.3016826665773988
56,0.28539723344147205
57,0.2807602086663246
58,0.2826760333031416
59,0.27213012512773277
60,0.2801022950001061
61,0.26073563780635595
62,0.2662205558270216
63,0.25012735292315486
64,0.25310402367264034
65,0.24368138187564908
66,0.2455261904001236
67,0.23591814095154404
68,0.23966781491413713
69,0.2409849441051483
70,0.23620172938331963
71,0.22112620716914536
72,0.22732412045821548
73,0.21546725677326323
74,0.21362982477992773
75,0.21431087059900164
76,0.2104864220879972
77,0.20230803497135638
78,0.19901885902509092
79,0.20426243744790554
80,0.19622285733930767
81,0.20156255591660738
82,0.1910637551639229
83,0.18044998130761086
84,0.18349256943911313
85,0.2022403912153095
86,0.17066063109785318
87,0.17568245691247283
88,0.1711883903760463
89,0.16764089411124586
90,0.1653264245018363
91,0.16511508309282363
92,0.15998269404284657
93,0.1641613265965134
94,0.16085818708874286
95,0.15787118264473976
96,0.16092514007352293
97,0.15590520234778524
98,0.14785852983593942
99,0.15551438859663905
100,0.14227130148559808
