epoch,train_loss(total)
1,2.217477232813835
2,2.0260905128717424
3,1.921846990585327
4,1.8527560928463935
5,1.7745339527726174
6,1.6990006989240647
7,1.6404259896278381
8,1.5766702535748482
9,1.4837655675411225
10,1.4132432395219803
11,1.3413062930107116
12,1.2465886408090592
13,1.1727600196003913
14,1.068229654431343
15,0.9881613929569721
16,0.9320107436180115
17,0.8538472567498684
18,0.826808498352766
19,0.7857127544283867
20,0.7648581510782242
21,0.7133073899149894
22,0.6793765181303024
23,0.6637068442255258
24,0.631925218179822
25,0.613099571019411
26,0.5890574365109206
27,0.5701667235046625
28,0.558767556771636
29,0.5274467818439007
30,0.5158119666576385
31,0.5070367941260338
32,0.4896715468913317
33,0.48548445865511897
34,0.4586001892387867
35,0.4463911890983582
36,0.43983155343681574
37,0.43735145177692175
38,0.41401278160512445
39,0.4117297183722258
40,0.39480137564241885
41,0.38878654327243567
42,0.39500273574143646
43,0.35715618561953305
44,0.3723755880072713
45,0.34894280064851046
46,0.3383902430534363
47,0.3596023119986057
48,0.32851748682558535
49,0.3270309491828084
50,0.328830907009542
51,0.31399423122406006
52,0.31289068043231966
53,0.3138751386478543
54,0.29274548329412936
55,0.2940075771138072
56,0.28179592929780484
57,0.27578873202204707
58,0.28035911187529566
59,0.26765946980565786
60,0.2614328109100461
61,0.24991220900788902
62,0.2571916506253183
63,0.24712598290294407
64,0.24332546100020408
65,0.2299109498783946
66,0.23841090444475413
67,0.24413935925811528
68,0.22312364483252167
69,0.2275278208591044
70,0.2281569248251617
71,0.20480804566293956
72,0.20433179400861262
73,0.21042401917278766
74,0.2013635302707553
75,0.19725164527073502
76,0.1939446343295276
77,0.19782468089833855
78,0.18336190942674876
79,0.18976431466639043
80,0.177995609883219
81,0.18290113473311068
82,0.17303627965971827
83,0.1783301397971809
84,0.16753961589187383
85,0.18530709952116012
86,0.1557712452020496
87,0.16584861544892193
88,0.1545449539180845
89,0.15959881453774868
90,0.16095478841103614
91,0.14691027493216097
92,0.14971704747527836
93,0.15531127070076764
94,0.148195099523291
95,0.14649543791078032
96,0.21835556357167663
97,0.14430850912816823
98,0.13823937457054852
99,0.13471001436002553
100,0.13684461709111928
