epoch,train_loss(total)
1,2.208685421347618
2,1.997201018333435
3,1.870066611468792
4,1.7870694518089294
5,1.6865173417329788
6,1.6181727173924445
7,1.537016818523407
8,1.4557389119267463
9,1.3427127824723721
10,1.2484521360695362
11,1.1527495178580285
12,1.080892880409956
13,0.9677535121142864
14,0.920133123844862
15,0.8547057248651981
16,0.8150087276101112
17,0.7700946903973818
18,0.7256321033090353
19,0.7125664217025042
20,0.6846777473390102
21,0.6616854783892632
22,0.6298486303538084
23,0.5931869177520275
24,0.5849575239419937
25,0.5626975321024656
26,0.5519326907396317
27,0.5263369552046061
28,0.5260131373256445
29,0.49432246170938016
30,0.48506147138774397
31,0.48016312640160325
32,0.4581687538698316
33,0.46747510649263857
34,0.437201458401978
35,0.42731265831738713
36,0.4298133993893862
37,0.4269935337081552
38,0.39161830380558965
39,0.3960616874322295
40,0.3855971044301987
41,0.3751076333224773
42,0.38031264282763005
43,0.34854222847148775
44,0.35162700165063143
45,0.3492502900026739
46,0.33495161224156617
47,0.34359514512121675
48,0.32819907266646625
49,0.31868604708462955
50,0.31647808039560915
51,0.30015422793105245
52,0.3001755769737065
53,0.3028817660920322
54,0.292762946523726
55,0.28256364023312924
56,0.27364347398281097
57,0.2782187345996499
58,0.2648381259478629
59,0.27039077440276743
60,0.26533132426440714
61,0.24671337738633156
62,0.24694700963795185
63,0.24957170875743032
64,0.23641107367351652
65,0.2410479286685586
66,0.23853655787184835
67,0.22848757399246097
68,0.21583703914657235
69,0.22816359221935273
70,0.22846224578097463
71,0.21262837341055274
72,0.20416413687169552
73,0.21393605791032314
74,0.19986836035735905
75,0.19821532022207974
76,0.19611865036189557
77,0.19258439861238003
78,0.1875231161992997
79,0.18781488266773522
80,0.1910648931004107
81,0.18004574270918966
82,0.2585052302572876
83,0.17296198614872993
84,0.16308492024429141
85,0.17410052833147346
86,0.16476112017873676
87,0.16361265007406472
88,0.15926641650963574
89,0.15491987557150425
90,0.16218239313922822
91,0.1446606496023014
92,0.14939026089385152
93,0.1505703422334045
94,0.155854018535465
95,0.14704041846096516
96,0.14186204988509415
97,0.14956367770209908
98,0.14023265732452272
99,0.14506563285831361
100,0.13569901927839964
