epoch,train_loss(total)
1,2.2363183477520945
2,1.994592524766922
3,1.8924521270394326
4,1.7962666168808936
5,1.6980960005521775
6,1.6625191405415536
7,1.571650079190731
8,1.4746302390098571
9,1.418314138352871
10,1.2835386107861995
11,1.2075260531902314
12,1.1147038957476616
13,1.037572001963854
14,0.9500782726705075
15,0.8969677226245403
16,0.8438895396888256
17,0.7945719854533673
18,0.7480355816334486
19,0.7356147097051143
20,0.6987391390651464
21,0.6714374702423811
22,0.631146005988121
23,0.6103222627192736
24,0.6035093377530575
25,0.5833930514752865
26,0.5500613152980804
27,0.5343934173136949
28,0.5275132808089257
29,0.5069280042499303
30,0.4936269185319543
31,0.4776990895718336
32,0.4559035081416368
33,0.4636280486732721
34,0.42819110888987777
35,0.42639482736587525
36,0.4163426635041833
37,0.41818744223564863
38,0.3875274293124676
39,0.3878231982886791
40,0.37978946141898634
41,0.3668459615111351
42,0.3676838552206755
43,0.3428191925957799
44,0.35186007123440505
45,0.3334301486425102
46,0.33156221739947794
47,0.3323939361795783
48,0.31291112627834083
49,0.30664289604872463
50,0.31013071002438664
51,0.2961429445818067
52,0.29864310601726174
53,0.2884394344314933
54,0.2846903578937054
55,0.2762749995291233
56,0.26950924830511214
57,0.2623946106247604
58,0.2541615596972406
59,0.2615975226275623
60,0.24907338304445148
61,0.2319137592241168
62,0.24519155196845532
63,0.23425132736563684
64,0.24185683660209178
65,0.22400380305945874
66,0.2176648996770382
67,0.25857195880264044
68,0.21570693347603082
69,0.22375658251345157
70,0.21003013519570232
71,0.19633699087426065
72,0.1983014934323728
73,0.19837536357343197
74,0.1923684255592525
75,0.1863771665841341
76,0.1860743276029825
77,0.18195915911346675
78,0.17900610849261284
79,0.17513900449499487
80,0.17850012129172682
81,0.17550857779569923
82,0.16213715858757496
83,0.16822189781814814
84,0.1656612574774772
85,0.16761034580878914
86,0.1565438318066299
87,0.15487150922417642
88,0.15670284689869732
89,0.14227262142580002
90,0.15459867315366865
91,0.13917245213408022
92,0.13838357640430332
93,0.14592489206232132
94,0.14151494230143727
95,0.14172611000016333
96,0.19423180736601353
97,0.14439176058396697
98,0.13207753024064003
99,0.12968283114023507
100,0.12110113037284463
