epoch,train_loss(total)
1,2.1493655413389208
2,1.9125271862745286
3,1.7816438135504722
4,1.6533765959739686
5,1.556195068359375
6,1.4519309079647065
7,1.3639838530123234
8,1.2648043410480023
9,1.1834850656986236
10,1.1090933100879192
11,1.0291385000944138
12,0.9875839187204838
13,0.9248449535667896
14,0.8729803329706192
15,0.8308390130102634
16,0.8041385571658611
17,0.7790496128797532
18,0.7441850158572197
19,0.7205888117849827
20,0.6990005303919316
21,0.6856506679952145
22,0.6615843793749809
23,0.6334375414252281
24,0.6246724501252174
25,0.6039538892358541
26,0.5871235446631908
27,0.5731636498123407
28,0.5681687530875206
29,0.5502571479231119
30,0.5370885748416185
31,0.529284353852272
32,0.5154401437193156
33,0.49720579862594605
34,0.4863069635629654
35,0.48350857719779017
36,0.4729372468590736
37,0.4649022927135229
38,0.44976616572588685
39,0.45415773082524535
40,0.4404016308113933
41,0.431139399856329
42,0.4281452013552189
43,0.41376286033540965
44,0.4166492369771004
45,0.3955784426257014
46,0.3916651226580143
47,0.3969360625371337
48,0.3830787133425474
49,0.37390066411346196
50,0.37990149743855
51,0.3636904500052333
52,0.3610747677087784
53,0.36353253934532404
54,0.34877170525491236
55,0.34902880258858204
56,0.33525681637227533
57,0.33558858644217254
58,0.3227495924010873
59,0.32271863617002966
60,0.3319965343549848
61,0.313923804089427
62,0.3103952932357788
63,0.30918638277798893
64,0.3073864084482193
65,0.2961235299706459
66,0.2909231544286013
67,0.28683833103626966
68,0.2887350432574749
69,0.28795192854478957
70,0.28608802013099194
71,0.2766551185026765
72,0.2756561895273626
73,0.27333342665806415
74,0.26474972926080226
75,0.2592970499955118
76,0.2609252936951816
77,0.2572951940633357
78,0.2500290311127901
79,0.24700321286916732
80,0.25645229084417226
81,0.24459133815020323
82,0.2378846693225205
83,0.23849437046796085
84,0.2424024621397257
85,0.23616113582625986
86,0.23000539548695087
87,0.22681242611259222
88,0.22332397636026144
89,0.21795358741655946
90,0.21938635602593423
91,0.21667837079614402
92,0.21299027044326066
93,0.20919838281348346
94,0.20816469397395848
95,0.20470648730173707
96,0.2015861770324409
97,0.2027943423949182
98,0.2001820015721023
99,0.20107359010726214
100,0.19607358305715025
