epoch,train_loss(total)
1,2.2056099262833597
2,1.9961819311976432
3,1.8661165207624435
4,1.8042980647087097
5,1.706221645474434
6,1.649627488553524
7,1.5701333701610565
8,1.471042151749134
9,1.363121620118618
10,1.2844607140123845
11,1.184952919781208
12,1.095011285841465
13,1.0000098891556264
14,0.9559289239346981
15,0.873117130547762
16,0.8206850658357143
17,0.771434656009078
18,0.7429921755194664
19,0.7186630637943745
20,0.6789271449297667
21,0.6484169983118773
22,0.6256808226555586
23,0.6014975245296955
24,0.5865330860763788
25,0.5593546736985445
26,0.5508249355480075
27,0.5168550242483616
28,0.5161389876902104
29,0.4956129931658506
30,0.4838613998144865
31,0.47700592085719107
32,0.45808546856045723
33,0.45144999004900455
34,0.4314902126044035
35,0.4274214984104037
36,0.40758502934128044
37,0.41297476600855587
38,0.38474967241287233
39,0.39035620987415315
40,0.3751729593425989
41,0.3628604857251048
42,0.36449543248862026
43,0.3405172091722488
44,0.3486603741720319
45,0.3292741273343563
46,0.31934403236955405
47,0.332737348806113
48,0.31386654652655127
49,0.3033399868570268
50,0.30323759190738203
51,0.298519519418478
52,0.29545142566785215
53,0.2880938230454922
54,0.2824553683027625
55,0.27673247797414663
56,0.27511703243479135
57,0.2536500821262598
58,0.2579765258170664
59,0.24916097050532698
60,0.2512019663117826
61,0.2440412694774568
62,0.23747071966528893
63,0.23253957116976381
64,0.23005125677213073
65,0.2151309747621417
66,0.21573711993172764
67,0.24381834421306847
68,0.20740244207903744
69,0.22851580366492272
70,0.20550664147362113
71,0.19867204254493118
72,0.2010332032106817
73,0.1963396508805454
74,0.1894386532343924
75,0.17706732550635934
76,0.18722355572506785
77,0.17758479650132358
78,0.17656157951802015
79,0.17087942834943534
80,0.17657578324433415
81,0.16907649065367877
82,0.1734269598312676
83,0.163530950024724
84,0.15912381272763013
85,0.16108527746051549
86,0.1502774754446
87,0.16098715932108462
88,0.16168750777840615
89,0.14451200573705136
90,0.1475414499361068
91,0.1388831709185615
92,0.14370322034694255
93,0.14142737595364452
94,0.14247065286152064
95,0.13747200938872994
96,0.1378077110927552
97,0.14214106423780323
98,0.12624621672555805
99,0.13297000008169563
100,0.18226284102536738
