epoch,train_loss(total),test_loss(average),test_accuracy(average),communication_count
1,2.211090078558584,1.9713940942287445,0.3013,33
2,2.085659593042701,1.8633880054950713,0.3318,66
3,2.012346184012866,1.7832678830623627,0.3616,99
4,1.939942218739577,1.7125761234760284,0.3941,132
5,1.8949795226858124,1.6500191247463227,0.4121,165
6,1.8299509530717677,1.5971161663532256,0.4291,198
7,1.8287505182352932,1.5618823969364166,0.434,231
8,1.7517928746011524,1.5350717198848725,0.4452,264
9,1.6976933723146268,1.4798904943466187,0.4665,297
10,1.7351479129959837,1.4581472051143647,0.4762,330
11,1.6405432073756905,1.4186459040641786,0.4882,363
12,1.6765262325002688,1.419848872423172,0.4904,396
13,1.5891987937267382,1.3625007951259613,0.507,429
14,1.5510675750597562,1.3306380653381347,0.5175,462
15,1.5724793949512523,1.3197004294395447,0.5272,495
16,1.506264995143871,1.2719113981723786,0.5401,528
17,1.5348250405354933,1.2719734823703766,0.5504,561
18,1.4267659503402133,1.2168862092494965,0.5678,594
19,1.5361734107889309,1.2130619704723358,0.5747,627
20,1.3606230544321465,1.1530118268728256,0.5975,660
21,1.3786494608479314,1.126517122387886,0.6083,693
22,1.3452480718342947,1.1189054924249648,0.6083,726
23,1.305606429775556,1.0685162007808686,0.6256,759
24,1.252255411009596,1.054496573805809,0.6351,792
25,1.2277694606419765,1.0259950596094132,0.6417,825
26,1.2204903866907566,1.0038564473390579,0.6525,858
27,1.2026523175564678,0.9875858396291732,0.6575,891
28,1.1439399967590969,0.9474850636720658,0.6729,924
29,1.2665675938731493,0.9640179872512817,0.6675,957
30,1.1162854300604925,0.9270193099975585,0.6819,990
31,1.0630341437127855,0.8992011523246766,0.6921,1023
32,1.060103167789151,0.8874727070331574,0.6952,1056
33,1.0715270483433597,0.8642597168684005,0.7057,1089
34,1.0434024147313048,0.8472926753759384,0.7107,1122
35,1.0569056263475705,0.8300324857234955,0.7147,1155
36,0.9797211771059517,0.8197201126813889,0.7162,1188
37,0.9906825823615295,0.7981753951311111,0.7265,1221
38,0.9459968603620627,0.7811233240365982,0.7331,1254
39,0.9290262650359764,0.7727072244882583,0.7358,1287
