epoch,train_loss(total),test_loss(average),test_accuracy(average),communication_count
1,2.1686926655697096,2.0410322165489196,0.2864,66
2,1.9719177327974873,1.9196233427524567,0.3334,132
3,1.876449834216725,1.8317028307914733,0.374,198
4,1.8105228293423703,1.771469407081604,0.3941,264
5,1.7161989236118815,1.7131268095970154,0.4217,330
6,1.6883969544762312,1.6813159108161926,0.4318,396
7,1.6142688450789204,1.6367792582511902,0.4396,462
8,1.573352697521749,1.5861067283153534,0.4612,528
9,1.548558720133522,1.5587725353240967,0.4699,594
10,1.4601054712377415,1.498375027179718,0.487,660
11,1.436337763311887,1.4662529361248016,0.5077,726
12,1.3936159607737957,1.4212152671813965,0.5213,792
13,1.3477582809599962,1.4032389831542968,0.5269,858
14,1.3015444414182142,1.346959755420685,0.547,924
15,1.262116692885004,1.3181315851211548,0.5538,990
16,1.2216661980356833,1.300098729133606,0.5608,1056
17,1.2008248871625073,1.2674924862384795,0.5723,1122
18,1.1727448775611746,1.240451259613037,0.5846,1188
19,1.1244874188695289,1.2060844361782075,0.5952,1254
20,1.1047481569376856,1.1838510376214981,0.6007,1320
21,1.06373084253735,1.1526710909605027,0.617,1386
22,1.0436747403758948,1.1397705483436584,0.6194,1452
23,1.0084008258400536,1.0927641290426253,0.6361,1518
24,1.0037972705833837,1.0644371294975281,0.6469,1584
25,0.9590783387121525,1.039797038435936,0.656,1650
26,0.9435423233292319,1.0209551286697387,0.6639,1716
27,0.9164264746988662,1.0183807772397995,0.6602,1782
28,0.9356242735879592,1.0010146164894105,0.6675,1848
29,0.8894099072374482,0.9557344484329223,0.6863,1914
30,0.8597510953744251,0.9474026030302047,0.6888,1980
31,0.8370950420697528,0.9486914175748825,0.6849,2046
32,0.8202938399832657,0.919669149518013,0.6981,2112
33,0.8155694021796338,0.9147792083024978,0.695,2178
34,0.7847557021210894,0.9056226027011871,0.6966,2244
35,0.8047844881963246,0.8759429210424423,0.708,2310
36,0.7738679732487654,0.8798331809043884,0.7083,2376
37,0.7527105696875642,0.8650405210256576,0.7135,2442
38,0.7536635535835019,0.8467014443874359,0.7194,2508
39,0.7365330711308155,0.8456704515218735,0.7212,2574
40,0.7258607475745558,0.8476556074619294,0.7203,2640
41,0.7153520552497925,0.8267126828432083,0.7269,2706
42,0.6900903174672466,0.803811844587326,0.7346,2772
43,0.6910934615315811,0.801308062672615,0.7371,2838
44,0.6853245505780887,0.7980640470981598,0.7353,2904
45,0.6661818891462651,0.7900935536623002,0.7422,2970
46,0.6544693369757044,0.7679338729381562,0.7466,3036
47,0.6391668492796443,0.7816887533664704,0.7421,3102
48,0.6513565254933905,0.7747844219207763,0.7447,3168
49,0.6262368893232009,0.7677917438745498,0.7422,3234
50,0.6381232284686783,0.743439821600914,0.7544,3300
51,0.6110503807513401,0.7434904393553734,0.7538,3366
52,0.6248121729703868,0.7403626307845116,0.7505,3432
53,0.6028775237124374,0.7302257260680198,0.7566,3498
54,0.5884025530381635,0.7227658513188362,0.7635,3564
55,0.5834662358869207,0.7193897953629493,0.7637,3630
56,0.5813317089670835,0.7207285219430923,0.763,3696
57,0.5671649865730845,0.7155074587464333,0.7646,3762
58,0.5620478138779149,0.7169094121456147,0.7638,3828
59,0.56415566139751,0.6983778217434883,0.7698,3894
60,0.5604828160369035,0.7105137342214585,0.7658,3960
61,0.5417588008849908,0.6931905871629715,0.7731,4026
62,0.5304083397442643,0.6917913055419922,0.772,4092
63,0.5399223568313047,0.6959417682886123,0.769,4158
64,0.5412208936130158,0.6877712145447731,0.7748,4224
65,0.5189361271984648,0.6862089577317237,0.7757,4290
66,0.5102684041391119,0.6748286634683609,0.7782,4356
67,0.5062740848521993,0.6706049671769142,0.7794,4422
68,0.49906056272712623,0.6829008692502976,0.7743,4488
69,0.48703915625810623,0.6787475427985191,0.7757,4554
70,0.48423138923115194,0.6717544239759445,0.7771,4620
71,0.4846243609232131,0.6675570011138916,0.777,4686
72,0.5069607401436026,0.6587172117829323,0.7804,4752
73,0.4638826686023462,0.6590334892272949,0.7827,4818
74,0.4749407953385149,0.6595045205950737,0.7788,4884
75,0.463552486038569,0.6444218945503235,0.7841,4950
76,0.4578508833291554,0.6481052550673485,0.7859,5016
77,0.4542899411736112,0.6521895134449005,0.7801,5082
78,0.4538214686467791,0.6509564083814621,0.7805,5148
79,0.43688127037250635,0.634099532365799,0.7864,5214
80,0.4453852692938815,0.6436902144551278,0.7878,5280
81,0.433016638186845,0.6417371192574501,0.7867,5346
82,0.44745948199521396,0.646268322467804,0.7834,5412
83,0.4326931106472256,0.6287970519065857,0.7869,5478
84,0.4216016057239035,0.637980782687664,0.7868,5544
85,0.4195093820718202,0.6219863864779472,0.7921,5610
86,0.41070425431385194,0.6182822304964065,0.7951,5676
87,0.4232730909128383,0.6147005951404572,0.7963,5742
88,0.41237971784942085,0.6140628290176392,0.7998,5808
89,0.40689704676318644,0.6063159820437432,0.7996,5874
90,0.39427059557702804,0.6169985476136207,0.7951,5940
91,0.4030628329274629,0.6085485371947289,0.797,6006
92,0.3830833050488221,0.6186948403716087,0.7928,6072
93,0.3926759239549589,0.6025560846924782,0.7963,6138
94,0.3867039832502905,0.5972491806745529,0.7999,6204
95,0.37316444805926746,0.589658316373825,0.8032,6270
96,0.3809396824752441,0.5949362367391586,0.7962,6336
97,0.3854312980453473,0.5974834153056144,0.7975,6402
98,0.36988411685734107,0.5950521245598793,0.7993,6468
99,0.37188274970259333,0.5873510733246803,0.8026,6534
100,0.3811089946239284,0.58858588129282,0.8013,6600
101,0.36436071557303257,0.5785101372003555,0.8078,6666
102,0.34760144149715255,0.5970612514019012,0.7976,6732
103,0.35809506524843393,0.5798717185854911,0.8042,6798
104,0.34615531744378975,0.5729469811916351,0.8091,6864
105,0.3460859695091995,0.5698752331733704,0.807,6930
106,0.3344478647064682,0.5731303811073303,0.8035,6996
107,0.35446080175990413,0.5761914712190628,0.8088,7062
108,0.3439157283065296,0.5816579163074493,0.8047,7128
109,0.3346599396882636,0.5686138042807579,0.811,7194
110,0.33673541748312996,0.5820698919892311,0.8045,7260
111,0.329801107521611,0.5667519325017929,0.8094,7326
112,0.33053335901161623,0.5750400021672248,0.8055,7392
113,0.31464101408015605,0.5655231103301048,0.8083,7458
114,0.3223066661281116,0.5748757630586624,0.805,7524
115,0.3123152280282795,0.5506258770823479,0.8138,7590
116,0.31225680845855447,0.5549215471744537,0.8143,7656
117,0.30999243191697373,0.5430800414085388,0.818,7722
118,0.3209128894589165,0.5578049725294113,0.8096,7788
119,0.3065271219897149,0.5518663889169693,0.8114,7854
120,0.3024306813010363,0.554406249821186,0.811,7920
121,0.2991399130304203,0.5605351749062538,0.8063,7986
122,0.29841198429766325,0.5600990989804268,0.8061,8052
123,0.3063168702929309,0.5574385476112366,0.8109,8118
124,0.2768995543057569,0.5680385625362396,0.8071,8184
125,0.29283233722577795,0.5620450884103775,0.8126,8250
126,0.2927376235543628,0.5546171349287033,0.8098,8316
127,0.2806907710478162,0.5495393532514572,0.8134,8382
128,0.2900337082418528,0.5483689790964127,0.8159,8448
129,0.27580861717161503,0.5476374247670174,0.8149,8514
130,0.2753174296683736,0.5440724620223045,0.8168,8580
131,0.27373869909030024,0.549493753015995,0.8123,8646
132,0.2837059553148168,0.5352939483523369,0.8196,8712
133,0.2873133309938088,0.5320676204562187,0.8195,8778
134,0.27610917998985807,0.5406027361750603,0.8157,8844
135,0.2538148534455986,0.5386818903684616,0.8178,8910
136,0.2727780744546291,0.5288031023740768,0.8188,8976
137,0.2672816681666206,0.5457484370470047,0.8135,9042
138,0.2517816508659209,0.5356140407919884,0.8177,9108
139,0.26346114657894526,0.5398318082094192,0.816,9174
140,0.29547970202008284,0.523204747736454,0.8243,9240
141,0.24996999067941095,0.5238779056072235,0.8227,9306
142,0.24728478797043504,0.5194264355301857,0.8213,9372
143,0.2494873695564691,0.5321163713932038,0.8182,9438
144,0.24757095110235786,0.5281539985537529,0.8197,9504
145,0.2425475996740238,0.5207094356417656,0.8208,9570
146,0.23731794398315625,0.5215356427431107,0.8214,9636
147,0.24655053917215095,0.5211835312843323,0.8254,9702
148,0.2357738286896486,0.5426841324567795,0.8156,9768
149,0.25438150101237816,0.5301507538557053,0.8183,9834
150,0.23325434402383935,0.5207611867785453,0.8259,9900
151,0.23937233492280496,0.5289013376832008,0.8224,9966
152,0.2307232141358345,0.5168906190991401,0.8267,10032
153,0.22415768742711853,0.5118878948688507,0.8268,10098
154,0.22492008533968466,0.5280288955569268,0.8187,10164
155,0.24446756180112408,0.5244295498728753,0.8203,10230
156,0.23786191043980195,0.5318550777435302,0.8194,10296
157,0.22335567417545152,0.5268305656313896,0.82,10362
158,0.21138823015446015,0.5338241359591485,0.8161,10428
159,0.24019635865709396,0.5236683627963066,0.8203,10494
160,0.2236083232129764,0.518043027818203,0.8242,10560
161,0.217970167540691,0.5187691840529441,0.8226,10626
162,0.2296645459577893,0.5198978832364083,0.8212,10692
163,0.2186346158874457,0.5223270863294601,0.8222,10758
164,0.258712433918257,0.5322053930163384,0.817,10824
165,0.2022400197921076,0.5175781813263893,0.824,10890
166,0.19736172157255089,0.5166150385141373,0.8262,10956
167,0.2116003029349476,0.5230743858218193,0.8196,11022
168,0.20294052398189746,0.5228295716643333,0.8191,11088
169,0.21280299554193252,0.5239538279175758,0.8209,11154
170,0.20217114480005366,0.523448406457901,0.8198,11220
171,0.19833405662064602,0.523640473484993,0.8211,11286
172,0.21515161525269955,0.5294255444407463,0.8217,11352
173,0.19546896339666966,0.5320360633730888,0.8197,11418
174,0.18561457974290604,0.5224797290563583,0.8212,11484
175,0.19113426582153997,0.5161406281590462,0.8216,11550
176,0.1976941273350156,0.518608401119709,0.8237,11616
177,0.2022256754301112,0.5193680095672607,0.8227,11682
178,0.19828390129230394,0.5234844708442687,0.8213,11748
179,0.19296266140435078,0.5291476580500603,0.8213,11814
180,0.1782063958093975,0.5274591237306595,0.822,11880
181,0.19990301216867837,0.5146559384465218,0.8263,11946
182,0.17747222859826348,0.518501316010952,0.8257,12012
183,0.1775224054128759,0.5216292372345924,0.823,12078
184,0.17369008425039922,0.5243538451194764,0.8242,12144
185,0.20317073561476945,0.5048723164200782,0.8272,12210
186,0.20104426647903337,0.5122716704010963,0.8268,12276
187,0.19211445043258596,0.5139023804664612,0.8269,12342
188,0.2152241349333164,0.5038350483775139,0.8277,12408
189,0.16631859575275976,0.509400196671486,0.8294,12474
190,0.18093285879891635,0.5069404879212379,0.8292,12540
191,0.17920566409487615,0.4906720255315304,0.835,12606
192,0.1852028077995085,0.4998062828183174,0.8301,12672
193,0.1646419499219969,0.4990480035543442,0.8294,12738
194,0.18092849180854934,0.5009548845887184,0.8287,12804
195,0.17309979615601323,0.5055703911185264,0.8285,12870
196,0.17595785465844055,0.5049657809734345,0.8296,12936
197,0.16683678962102147,0.5080184462666512,0.8265,13002
198,0.17191414238715713,0.4957575076818466,0.8328,13068
199,0.1551297115858155,0.5065800052881241,0.827,13134
200,0.17278315963204754,0.4988775366544724,0.8309,13200
201,0.1664474159008776,0.5036996373534203,0.8304,13266
202,0.15819337693127716,0.4996559458971024,0.8319,13332
203,0.14275087308928822,0.49837460190057753,0.8307,13398
204,0.15180209178167084,0.5011993467807769,0.8315,13464
205,0.18322356676475876,0.5000308294594288,0.8303,13530
206,0.14945933016280485,0.5035498711466789,0.8299,13596
207,0.161443647364098,0.5035809949040413,0.8273,13662
208,0.14370483661663128,0.49729359477758406,0.8314,13728
209,0.1516706642948768,0.5011445939540863,0.8291,13794
210,0.1452609172438958,0.4860998076200485,0.8368,13860
211,0.15002801781049874,0.49860200196504595,0.8305,13926
212,0.15854318807785853,0.5061399614810944,0.8246,13992
213,0.13674648560941066,0.5133640882372856,0.8235,14058
214,0.1462002169867657,0.5001310363411904,0.8293,14124
215,0.1457883564524842,0.5068100434541702,0.8288,14190
216,0.14481219828994288,0.5134183457493782,0.8256,14256
217,0.13121315138884868,0.5081143429875374,0.8289,14322
218,0.15365431649666844,0.5065075495839119,0.8311,14388
219,0.14921768243904365,0.4974601301550865,0.8332,14454
220,0.14284778630003486,0.5034977129101753,0.8287,14520
221,0.1538983906120664,0.5044896610081195,0.8302,14586
222,0.14606649974758515,0.4946718722581863,0.8346,14652
223,0.15148096835014943,0.5041285634040833,0.8294,14718
224,0.14429181734231683,0.5136484572291374,0.8274,14784
225,0.1258697902708493,0.5093685814738274,0.8262,14850
226,0.1196557303979955,0.49832102447748183,0.833,14916
227,0.13270161173899073,0.5032586362957955,0.8323,14982
228,0.12655379182442725,0.5034721560776234,0.8342,15048
229,0.14010057913496932,0.515350293815136,0.8269,15114
230,0.127776131683001,0.502503271996975,0.8287,15180
231,0.1601864732507936,0.5002786526083947,0.8294,15246
232,0.14977406287998557,0.4840519052743912,0.8373,15312
233,0.11762368748660644,0.49832280337810514,0.8337,15378
234,0.12521221227191315,0.5023032036423684,0.8332,15444
235,0.14436184761180273,0.4958367419242859,0.8313,15510
236,0.1373965779197111,0.4856703023612499,0.8367,15576
237,0.1200243140655485,0.4903067760169506,0.8355,15642
238,0.11512727303562138,0.49139066427946093,0.8377,15708
239,0.12392781307036531,0.4924992650747299,0.8343,15774
240,0.12289912193411527,0.49206063568592073,0.8357,15840
241,0.13414147748339056,0.5008733102679253,0.8313,15906
242,0.13280173936256703,0.4962808968126774,0.834,15972
243,0.11766065995331215,0.49463618189096453,0.8346,16038
244,0.12091728294682175,0.49658744901418683,0.832,16104
245,0.10393189002919677,0.4967212308943272,0.8366,16170
246,0.11261941076754924,0.514413937330246,0.8294,16236
247,0.11193011420181566,0.5045962589979172,0.8317,16302
248,0.13890879107827336,0.49430217951536176,0.8364,16368
249,0.1271150520664047,0.49944219589233396,0.8311,16434
250,0.11119923499798533,0.49224352940917016,0.8354,16500
251,0.10976769081834287,0.4839579576253891,0.836,16566
252,0.1144718046492963,0.4974685209989548,0.8351,16632
253,0.11224246061303547,0.4959848366677761,0.8357,16698
254,0.12642783406331684,0.4989468631148338,0.8336,16764
255,0.11751023409511856,0.49155962869524955,0.8367,16830
256,0.12415899919590569,0.4821207372844219,0.841,16896
257,0.11067381006138718,0.48361770644783975,0.8392,16962
258,0.1165799981152469,0.4871887181699276,0.8395,17028
259,0.13275929434563627,0.4831118215620518,0.8382,17094
260,0.1833586652687929,0.4875003546476364,0.8355,17160
261,0.11432455390729387,0.4850782506167889,0.8388,17226
262,0.0960595087016547,0.4844348284602165,0.8387,17292
263,0.11782031601431281,0.48433005273342133,0.8368,17358
264,0.10686937668784097,0.4836320701241493,0.8426,17424
265,0.10029819111029309,0.490668785572052,0.8359,17490
266,0.11485890287793048,0.49600010484457013,0.8344,17556
267,0.10007095319510563,0.5034107509255409,0.8325,17622
268,0.09594719126030357,0.4920151793956757,0.8369,17688
269,0.09503749242955536,0.4912969118356705,0.8347,17754
270,0.09747729879789845,0.49190969645977023,0.8349,17820
271,0.09704482077381038,0.5053550930321217,0.8303,17886
