epoch,train_loss(total),test_loss(average),test_accuracy(average),communication_count
67,0.4056900453810789,0.41001112297177317,0.8589,6566
68,0.3931589856059576,0.4117077159881592,0.8579,6664
69,0.3904278335750711,0.41076189756393433,0.8603,6762
70,0.3969632545296027,0.41623905509710313,0.8574,6860
71,0.3778044411114284,0.4038246224820614,0.8618,6958
72,0.3754317363610073,0.404067200422287,0.8602,7056
73,0.37418290026181816,0.4001313899457455,0.8636,7154
74,0.3701214092042373,0.3923855549097061,0.8644,7252
75,0.36164274431613025,0.39877915918827056,0.8639,7350
76,0.3622542378701726,0.3867677882313728,0.8689,7448
77,0.36469203522618937,0.3822551493346691,0.8679,7546
78,0.3601878751829571,0.383943697810173,0.8679,7644
79,0.34521941464318306,0.3901915860176086,0.8657,7742
80,0.34836318290659357,0.3862216368317604,0.8701,7840
81,0.34587796264309056,0.3903790472447872,0.8662,7938
82,0.33979280912602433,0.37551919400691985,0.8695,8036
83,0.33395681933176763,0.3811617252230644,0.87,8134
84,0.3334740949984716,0.3732449866831303,0.8743,8232
85,0.32948142598022,0.3730319793522358,0.873,8330
86,0.33068269711672044,0.374648734331131,0.8742,8428
87,0.32336059376141246,0.37026216462254524,0.8733,8526
88,0.3235642157342969,0.37423669278621674,0.8739,8624
89,0.32179451437324896,0.36316215470433233,0.8752,8722
90,0.3185583086950438,0.36482655242085454,0.8738,8820
91,0.31167128682136536,0.3690661081671715,0.8758,8918
92,0.31112393615197165,0.3661628520488739,0.8771,9016
93,0.30367044671153537,0.36229820355772974,0.879,9114
94,0.30100290405050834,0.353992924541235,0.8806,9212
95,0.30536757934154296,0.3619537574052811,0.8774,9310
96,0.29629096613094513,0.3530124559998512,0.8804,9408
97,0.29429584840426637,0.36066831201314925,0.8777,9506
98,0.2888532589968978,0.3642265844345093,0.8771,9604
99,0.28280250070502566,0.3576480770111084,0.8802,9702
100,0.2861082972388487,0.3563221433758736,0.8791,9800
101,0.2788335295318037,0.354879642277956,0.8804,9898
102,0.28475749097308334,0.34788027197122573,0.8816,9996
103,0.27843479629682033,0.344463379830122,0.8833,10094
104,0.27298576377180156,0.3494257317483425,0.8838,10192
105,0.2709655866635089,0.354100608676672,0.8817,10290
106,0.2671302952328507,0.35200661435723307,0.8846,10388
107,0.26645647084378465,0.36027928814291954,0.8793,10486
108,0.26573442298994987,0.35176378712058065,0.882,10584
109,0.2593702639320067,0.3419791901111603,0.8852,10682
110,0.26125275404477605,0.3442257970571518,0.8836,10780
111,0.25474817503471764,0.341703749448061,0.8859,10878
112,0.25296316617073455,0.3382175795733929,0.8856,10976
113,0.24664789795571443,0.34674090653657913,0.8829,11074
114,0.25178222337319534,0.34303404480218885,0.8833,11172
115,0.25470261979011855,0.33607696086168287,0.8855,11270
116,0.24132085285548652,0.34114448428153993,0.8861,11368
117,0.24747574473826253,0.33153496935963633,0.8887,11466
118,0.24302287099464814,0.3372946326434612,0.8855,11564
119,0.2341514206206312,0.33558420449495313,0.8884,11662
120,0.23178742757561255,0.33809174835681916,0.8867,11760
121,0.23864313612254906,0.3427257327735424,0.8863,11858
122,0.23292719521464741,0.33027101278305054,0.888,11956
123,0.2337317950833513,0.3460007967054844,0.884,12054
124,0.22777790830907774,0.33811565235257146,0.8884,12152
125,0.22508033937109367,0.3412977939844131,0.888,12250
126,0.22047521375423793,0.3272712701559067,0.893,12348
127,0.2214457687104539,0.33075144290924074,0.8915,12446
128,0.22446689593168545,0.3396709934622049,0.8878,12544
129,0.2162441960060779,0.33216393262147903,0.8901,12642
130,0.2103329268379175,0.33605763629078866,0.8897,12740
131,0.21570157084842118,0.34089269906282427,0.8868,12838
132,0.211523343124712,0.33189151108264925,0.8903,12936
133,0.21744963709188966,0.3254504990577698,0.893,13034
134,0.20536607500089674,0.3361082026362419,0.8896,13132
135,0.213625673451746,0.3323106776922941,0.8907,13230
136,0.21190558257987913,0.31833100706338885,0.8952,13328
137,0.2078228127401398,0.3262808994948864,0.8925,13426
138,0.2026399841950256,0.3213327793776989,0.8925,13524
139,0.20332627129569955,0.3287405315041542,0.8945,13622
140,0.19092688036664407,0.32238882675766944,0.8958,13720
141,0.19631229508288053,0.3226186102628708,0.895,13818
142,0.19056863299742036,0.3383144324272871,0.8891,13916
143,0.18792611054543937,0.3305411298573017,0.8906,14014
144,0.19135534521952577,0.3243230541050434,0.8925,14112
145,0.19505469780415297,0.32206102669239045,0.8933,14210
146,0.18930754398128816,0.31697804361581805,0.8962,14308
147,0.19001000716674085,0.318583984375,0.8934,14406
148,0.1832975606453054,0.3209803166985512,0.8935,14504
149,0.18828746326723877,0.31724203296005726,0.8982,14602
150,0.193674520190273,0.319623179808259,0.8948,14700
151,0.18399369655823222,0.31346648395061494,0.8997,14798
152,0.18204547058106685,0.3188256822526455,0.8964,14896
153,0.1775757692640229,0.31714406177401544,0.8973,14994
154,0.1748025367530633,0.3242081315815449,0.8941,15092
155,0.17033072113420586,0.3259558903425932,0.8933,15190
156,0.17262934554102166,0.32499984368681906,0.8948,15288
157,0.16407644343847522,0.3228154520690441,0.895,15386
158,0.1810313562045292,0.32215881571173666,0.8939,15484
159,0.1681701893329012,0.3265360927581787,0.8942,15582
160,0.16644680176918603,0.3204952612519264,0.897,15680
161,0.16944399934109985,0.32172897398471834,0.8956,15778
162,0.1630717731955252,0.3200567899644375,0.8991,15876
163,0.1624441670481952,0.3230345463752747,0.8951,15974
164,0.16328382803773395,0.3086380298435688,0.8987,16072
165,0.16353611326871478,0.3144832068681717,0.8968,16170
166,0.16053338452451388,0.3226939657330513,0.8962,16268
167,0.1557098950012302,0.3180635014176369,0.8976,16366
168,0.15772595623394056,0.31248150452971457,0.8983,16464
169,0.15064702059465404,0.31187504902482033,0.8991,16562
170,0.15730700275043444,0.31875674016773703,0.8956,16660
171,0.15502571593019732,0.31579036176204683,0.8991,16758
172,0.1563016694153146,0.31895983070135114,0.8972,16856
173,0.15670696214525676,0.32179664373397826,0.8956,16954
174,0.1514033982910368,0.32478359431028364,0.8954,17052
175,0.14856114689906946,0.31430769950151444,0.8974,17150
176,0.14912237258323904,0.3175761780142784,0.8975,17248
177,0.14424251623413697,0.32126302242279053,0.8967,17346
178,0.14486835535843762,0.313458875566721,0.898,17444
179,0.14145349178045075,0.3182897625863552,0.8999,17542
180,0.14323919417564662,0.3228484457731247,0.8972,17640
181,0.1414869633237166,0.32401217713952063,0.8961,17738
182,0.13673620731854924,0.3204564140737057,0.9002,17836
183,0.1429879735128916,0.3202544130384922,0.8999,17934
184,0.13521549824093068,0.32165704064071177,0.9,18032
185,0.15123349824464138,0.31438407599925994,0.8994,18130
186,0.13631180433404386,0.31444658279418947,0.9011,18228
187,0.13647515270668936,0.3090332406759262,0.9002,18326
188,0.13302663815378837,0.3192141616344452,0.8958,18424
189,0.12918593674632056,0.31399313002824786,0.9015,18522
190,0.13134258686165726,0.3128130508959293,0.9001,18620
191,0.12854457623800453,0.31844903267920016,0.8993,18718
192,0.12542109916518843,0.3134828352928162,0.9009,18816
193,0.13098839039401133,0.3191607886552811,0.9,18914
194,0.12511558183563912,0.3225834876298904,0.9007,19012
195,0.12166069162895485,0.32340175211429595,0.8986,19110
196,0.1275322928036354,0.3197349707782269,0.9001,19208
197,0.1258343038795402,0.32559980288147927,0.8979,19306
198,0.12793289429070998,0.3178170596808195,0.9016,19404
199,0.12167559812149527,0.3260630315542221,0.8971,19502
200,0.12288777999655932,0.3182991454005241,0.8981,19600
201,0.12436179537326097,0.31825093187391756,0.899,19698
202,0.11843724162507878,0.3210211382806301,0.8972,19796
203,0.11857908691412636,0.3154838492721319,0.903,19894
204,0.11759501797318155,0.3207830187678337,0.9013,19992
205,0.1180539827185626,0.3253270686417818,0.8981,20090
206,0.11785217985624866,0.321462165415287,0.8996,20188
207,0.11223404720539645,0.3216963358223438,0.9002,20286
208,0.11313740861583121,0.32185548171401024,0.9004,20384
209,0.12039607395988186,0.3207706892490387,0.8998,20482
210,0.10967634432017803,0.3258430743217468,0.8996,20580
211,0.12008869843747542,0.32005246587097647,0.9012,20678
212,0.11890388658859444,0.32108480364084246,0.902,20776
213,0.11204685127286583,0.33420098401606085,0.897,20874
214,0.10929993868862488,0.32641793064773084,0.8986,20972
215,0.10895582129323512,0.328331823721528,0.8976,21070
216,0.10995117913247371,0.32514897666871545,0.8995,21168
217,0.10810970459418486,0.3220603274554014,0.9017,21266
218,0.10880838575468836,0.32413712225854396,0.8986,21364
219,0.10370871246963435,0.3300574465095997,0.9008,21462
220,0.10364287065779221,0.32098427750170233,0.904,21560
221,0.1034738366178484,0.3252629750967026,0.9015,21658
222,0.10502451590300367,0.3200832512974739,0.9026,21756
223,0.1063049125380586,0.3223008070141077,0.9031,21854
224,0.10043614796761956,0.31828435182571413,0.9032,21952
225,0.10487291410242264,0.327174948528409,0.9009,22050
226,0.09635522299712258,0.32053733468055723,0.9022,22148
227,0.10549373275182229,0.3162582036852837,0.9037,22246
228,0.09701437134846892,0.32065754890441894,0.9028,22344
229,0.09532257216526385,0.3216017582267523,0.8989,22442
230,0.09478627231295164,0.3168459706008434,0.9047,22540
231,0.09841410446512912,0.32384668916463855,0.9002,22638
232,0.09739179627456683,0.31052334696054457,0.9054,22736
233,0.09858147675950764,0.32459503069519996,0.9009,22834
234,0.09365504306779072,0.33311208225786687,0.9006,22932
235,0.08818738144461294,0.3289130797237158,0.9015,23030
236,0.09402963588470403,0.3224333671480417,0.9021,23128
237,0.09499035201662658,0.3256640738248825,0.9007,23226
238,0.09290150357932993,0.3256328152120113,0.902,23324
239,0.09351013228772398,0.3274617341905832,0.9035,23422
240,0.09254655003433629,0.3250113558769226,0.9039,23520
241,0.09191405117910888,0.32310832783579824,0.9037,23618
242,0.08944934901154163,0.33134111918509007,0.8999,23716
243,0.08522979511727331,0.32620773658156393,0.9049,23814
244,0.08936483101748234,0.32649272836744786,0.902,23912
245,0.0800407498442967,0.3198747088015079,0.9041,24010
246,0.0903439395324498,0.336535312756896,0.9004,24108
247,0.08530757247888464,0.32371008992195127,0.9053,24206
248,0.08591671278510167,0.3248769661784172,0.9039,24304
249,0.08599854988635194,0.323669560700655,0.9016,24402
250,0.08695625934550273,0.31791032120585444,0.9042,24500
251,0.08771863316033719,0.33278078645467757,0.899,24598
252,0.08276690706629686,0.31610431522130966,0.9077,24696
253,0.08263788216661815,0.3194971700757742,0.9055,24794
254,0.08525425528784339,0.326414640173316,0.905,24892
255,0.08529421824923887,0.315852884799242,0.906,24990
256,0.07965591160951144,0.3242226185649633,0.9053,25088
257,0.0844534337900731,0.3262139262259007,0.9039,25186
258,0.08063291729788999,0.3162793003022671,0.9067,25284
259,0.08773439904978993,0.31947819493710994,0.905,25382
260,0.07833269231344517,0.33309189885854723,0.9003,25480
261,0.07440820241784107,0.3247834743559361,0.9036,25578
262,0.07359429584740072,0.33101365737617017,0.9023,25676
263,0.07791170343633133,0.32519452333450316,0.9049,25774
264,0.07488173711094626,0.3286325472593308,0.9045,25872
265,0.07661140353266833,0.33066787794232366,0.9021,25970
266,0.07612746402298157,0.3305547919124365,0.9026,26068
267,0.07899627697711088,0.33311535134911535,0.903,26166
268,0.07660039894434871,0.32506951950490476,0.9055,26264
269,0.07051109439427299,0.3232212183624506,0.907,26362
270,0.07330673318641374,0.33036282412707807,0.9047,26460
271,0.07608094646319823,0.32651368107646705,0.9037,26558
272,0.0767733766364732,0.3307683522999287,0.9048,26656
273,0.0758646623948969,0.3300849574059248,0.9048,26754
274,0.0737444944988594,0.3255865468084812,0.9047,26852
275,0.07173275844460088,0.3246303190290928,0.9033,26950
276,0.07132034833371943,0.32645951621234415,0.905,27048
277,0.07145273713490033,0.3294157879054546,0.9045,27146
278,0.07679789543760066,0.3230226082354784,0.9035,27244
279,0.06311994879649077,0.3271044661104679,0.9055,27342
280,0.06832577777095139,0.3179125906527042,0.9063,27440
281,0.06775035406462848,0.31927581667900085,0.9051,27538
282,0.06985936238078819,0.3278163279592991,0.9055,27636
283,0.06938822193270815,0.33375841557979585,0.9042,27734
284,0.06900361090499375,0.3352151443064213,0.9049,27832
285,0.07201737036206285,0.3308417833596468,0.9052,27930
286,0.06401511218531855,0.3321190084517002,0.9046,28028
287,0.06510741736654345,0.3345357429236174,0.9059,28126
288,0.0684787021873861,0.32831262063235045,0.91,28224
289,0.06647997376822619,0.3337334629520774,0.9057,28322
290,0.07137859816311345,0.33072475001215934,0.9043,28420
291,0.06744997621494897,0.3307525023445487,0.9073,28518
292,0.06581227088879261,0.3346969779580832,0.9051,28616
293,0.06815709905432803,0.33511962968856096,0.9045,28714
294,0.06303600207142228,0.3300265438854694,0.9082,28812
295,0.06611433908656923,0.336151919439435,0.9044,28910
296,0.06311258278806142,0.32746415846049787,0.9046,29008
297,0.06286862321977256,0.32843304552137853,0.9061,29106
298,0.060895995322462856,0.3278495016694069,0.906,29204
299,0.05912593192164311,0.3376874527335167,0.9038,29302
300,0.061376670463371794,0.33507402922958135,0.9049,29400
301,0.06470203260434981,0.3377251621335745,0.9035,29498
302,0.059991982947246225,0.3403393829986453,0.9039,29596
303,0.059460914754356275,0.339719230607152,0.9047,29694
304,0.06056625067199371,0.33133101105690005,0.9054,29792
305,0.058334973826054105,0.3417113371193409,0.9015,29890
306,0.06058282636068001,0.32975476577878,0.9042,29988
307,0.06149331309561789,0.32958401247859004,0.9031,30086
308,0.06462569517316297,0.3377170281112194,0.9026,30184
309,0.061482582424235134,0.3331524998694658,0.906,30282
310,0.06005538297384711,0.3377327923476696,0.904,30380
311,0.05992416266888874,0.333329094350338,0.9071,30478
312,0.055613923277373294,0.34359318621456625,0.9015,30576
313,0.05398229043693187,0.33417969428002836,0.9051,30674
314,0.05505867314534452,0.33695667929947376,0.9039,30772
315,0.05950042152093077,0.34134221997112035,0.9055,30870
316,0.059208474846613804,0.34620277538895605,0.9015,30968
317,0.05982568189121631,0.34159296166151765,0.907,31066
318,0.05416241265971176,0.33867153123021126,0.9076,31164
319,0.05660342230528061,0.33824782967567446,0.9063,31262
320,0.05810469225742759,0.33584419772028923,0.9055,31360
321,0.055750176780952176,0.335306186825037,0.9086,31458
322,0.053143947394754816,0.34561650902032853,0.9028,31556
323,0.05622936273231266,0.3328842785209417,0.91,31654
324,0.051492155263466496,0.3397360320389271,0.9055,31752
325,0.05637951422843854,0.3327138902246952,0.9067,31850
326,0.053771259206138095,0.3443841962516308,0.9063,31948
327,0.05557003147824078,0.3426557609438896,0.906,32046
328,0.056652851469282596,0.33820162050426006,0.9065,32144
329,0.057255796441922385,0.34546915762126446,0.9037,32242
330,0.057613817378593495,0.3437027721852064,0.9046,32340
331,0.05467153933821056,0.34287173934280873,0.9048,32438
332,0.05681289451633941,0.33124565333127975,0.9076,32536
333,0.05953047731392352,0.3447794808447361,0.9056,32634
334,0.054648177959595104,0.34307819806039336,0.9068,32732
335,0.052913057171188445,0.3322746293246746,0.9087,32830
336,0.04823666172724559,0.3465052065998316,0.9076,32928
337,0.054605573242321154,0.3413800533115864,0.9062,33026
338,0.054642373175664366,0.3444299042224884,0.9041,33124
339,0.04995235136106648,0.3346656419336796,0.9082,33222
340,0.04979569184099685,0.33445418663322923,0.9082,33320
341,0.05211485607183671,0.3364659406989813,0.907,33418
342,0.04553486691545505,0.33841623306274415,0.9098,33516
343,0.04906338964807516,0.33354817375540735,0.9091,33614
344,0.04820208534080421,0.3393937812745571,0.9066,33712
345,0.048424019806125033,0.3281537441909313,0.9103,33810
346,0.050621040688105384,0.3271654289215803,0.9126,33908
347,0.05944292683021298,0.3343017668277025,0.9091,34006
348,0.049853650648717066,0.3352282078564167,0.9085,34104
349,0.0465610235957999,0.3339335720986128,0.9086,34202
350,0.04779253870115748,0.3250006794929504,0.9112,34300
351,0.04399904861870431,0.337332394272089,0.9108,34398
352,0.04928027037341071,0.33925326049327853,0.9056,34496
353,0.04898391299873914,0.33802851490676405,0.9075,34594
354,0.050818854099500696,0.3362164779752493,0.9071,34692
355,0.04939495533353136,0.34000591933727264,0.9073,34790
356,0.04733055933112545,0.33519328899681566,0.91,34888
357,0.04797040821499742,0.34230819389224054,0.906,34986
358,0.0499262917675173,0.33486244551837446,0.9076,35084
359,0.045155643366695364,0.34298401027917863,0.9067,35182
360,0.048138904192827035,0.3441771115362644,0.907,35280
361,0.04442605433382132,0.3454547055065632,0.9097,35378
362,0.04432517658011532,0.3402788688242435,0.9071,35476
363,0.04389291836010596,0.3397519964724779,0.9087,35574
364,0.06458789426524535,0.3389116472005844,0.9104,35672
365,0.04595375563284116,0.33930549904704094,0.9106,35770
366,0.0443176033512252,0.3458562999218702,0.9059,35868
367,0.04389474701435704,0.33601080916821957,0.9084,35966
368,0.049017483604910345,0.33932436771690844,0.9097,36064
369,0.046456081650162837,0.33646180052310226,0.9097,36162
370,0.04590954420593928,0.3467136559635401,0.9064,36260
371,0.04213757769380487,0.3387103495746851,0.9091,36358
372,0.045170396047273687,0.3425160929560661,0.9095,36456
373,0.0425441476055516,0.34651502799242734,0.9081,36554
374,0.04208359707085112,0.35344927608966825,0.9086,36652
375,0.04317265313964489,0.34841604813933374,0.9073,36750
376,0.042643400351041735,0.344475007429719,0.9103,36848
377,0.04204117771052775,0.34339130446314814,0.9126,36946
378,0.042863547742575864,0.333961726129055,0.9113,37044
379,0.04119939114411399,0.34562852382659914,0.9074,37142
380,0.042517888925171325,0.35030455186963083,0.9063,37240
381,0.040622885070494094,0.3499290408194065,0.9077,37338
382,0.04309519958606332,0.3472228878736496,0.9082,37436
383,0.04089466188095833,0.3480809004604816,0.9087,37534
384,0.04232378740799708,0.3377884081751108,0.9101,37632
385,0.04300672443327019,0.34766897425055504,0.9078,37730
386,0.042062527937244396,0.34283326007425785,0.908,37828
387,0.045373119736964604,0.33611250400543213,0.9093,37926
388,0.0426387141769923,0.3444967635720968,0.9087,38024
389,0.04138049561463829,0.34779083251953125,0.9082,38122
390,0.04581971806046382,0.34357678569853306,0.9105,38220
391,0.03686732446955403,0.336556354239583,0.9102,38318
392,0.04153761003351751,0.34227581195533274,0.9107,38416
393,0.038875685261125316,0.34847866360098123,0.9081,38514
394,0.03795742887970326,0.34224670693278314,0.9084,38612
395,0.039117960975035,0.3486904838681221,0.9096,38710
396,0.04145049789507056,0.34540858544409275,0.9073,38808
397,0.04138098548199715,0.34578756481409073,0.9093,38906
398,0.039455787437297975,0.3598143945634365,0.9043,39004
399,0.042437705160261185,0.3453806866705418,0.9063,39102
400,0.03606794306792186,0.33814824640750885,0.9101,39200
401,0.0399785439260494,0.34332339763641356,0.9095,39298
402,0.03924779587411037,0.34701508171856404,0.9083,39396
403,0.041716938970220864,0.3525625778734684,0.9066,39494
404,0.5124421739957904,0.5037893569469452,0.867,39592
405,0.13053055773774275,0.3398437674343586,0.9009,39690
406,0.06138842935170218,0.3306132772564888,0.906,39788
407,0.049528122824920834,0.3371199659258127,0.9061,39886
408,0.04466905368952917,0.3355169236660004,0.9066,39984
409,0.042269332359345366,0.3298249077424407,0.9091,40082
410,0.043839759158911376,0.3331864280998707,0.9093,40180
411,0.04013016258071804,0.340306623056531,0.9061,40278
412,0.039250501924508005,0.3416121502965689,0.9066,40376
413,0.039937065807361234,0.3396904803812504,0.9075,40474
414,0.039229884015500774,0.3339113807678223,0.9079,40572
415,0.03616229787573447,0.33510824002325534,0.9092,40670
416,0.037659336293676904,0.340540602132678,0.9066,40768
417,0.03812426560658163,0.339716332629323,0.9084,40866
418,0.03404730255359176,0.3408296336978674,0.9059,40964
419,0.0374249809407344,0.35479021932929755,0.9051,41062
420,0.03476262722777355,0.3391555394604802,0.9091,41160
421,0.0356862671644788,0.34851327434182167,0.9087,41258
422,0.03571217753971946,0.33752190463244913,0.9097,41356
423,0.03524369491639604,0.34992386378347873,0.9072,41454
424,0.035069733616962494,0.3433616654574871,0.9062,41552
425,0.0338161677901386,0.34625090926885604,0.9082,41650
426,0.034502043117346164,0.34539557807147503,0.9077,41748
427,0.03713881083745129,0.33869912192225454,0.9079,41846
428,0.036800018327586274,0.34599726378917695,0.9075,41944
429,0.033150322743624984,0.34846703127026557,0.907,42042
430,0.03331770924304859,0.35410071067512033,0.9037,42140
431,0.03409407948374235,0.35766332753002644,0.9057,42238
432,0.030743458037435705,0.3502696580439806,0.9079,42336
433,0.037877494759135405,0.34923953730612994,0.9059,42434
434,0.03290565606629552,0.35011690355837344,0.9056,42532
435,0.03428410681449257,0.35442209251224993,0.906,42630
436,0.030919807000271027,0.3477314975857735,0.9062,42728
437,0.03227476096160862,0.34657425463199615,0.9083,42826
438,0.029474237917718117,0.3579947743564844,0.9059,42924
439,0.034914783079756845,0.3586979930102825,0.9047,43022
440,0.031963870513172135,0.34259158715605736,0.9094,43120
441,0.03253085122203778,0.35482929944992064,0.908,43218
442,0.03173264507406239,0.3507026793062687,0.9088,43316
443,0.03321107285220784,0.34444958485662935,0.908,43414
444,0.03081607938968643,0.3428150777518749,0.9099,43512
445,0.03288167953961624,0.34153730534017085,0.9077,43610
446,0.030473796530194313,0.34430047556757926,0.9095,43708
447,0.031683013154364816,0.34805019430816175,0.9085,43806
448,0.03864490345348509,0.3544235980138183,0.9058,43904
449,0.03287677956170079,0.3403093696013093,0.9109,44002
450,0.031549889088266204,0.33799715802073477,0.9107,44100
451,0.03142178263420201,0.3516575230285525,0.9082,44198
452,0.034375056381484644,0.35210101436823604,0.9074,44296
453,0.03256972414935578,0.3469227066636085,0.91,44394
454,0.03145825932585226,0.3604166291281581,0.9056,44492
455,0.03128122103849559,0.3675718283653259,0.9047,44590
456,0.03311468601257692,0.3458916513621807,0.9093,44688
457,0.03272349641442166,0.34917912147939206,0.9087,44786
458,0.03138583766864328,0.3499318702146411,0.9082,44884
459,0.031345839461321204,0.35353984899818897,0.9097,44982
460,0.03470867665868243,0.35446849815547465,0.9085,45080
461,0.031455216738359756,0.34595006197690964,0.9087,45178
462,0.028374360220349983,0.3560499706864357,0.9071,45276
463,0.03003980003164283,0.35130714997649193,0.9091,45374
464,0.03300431251647046,0.35956125389784577,0.9066,45472
465,0.030409907907893767,0.3484016523510218,0.9092,45570
466,0.030884534073043233,0.34795047260820866,0.91,45668
467,0.028718802211948728,0.35637649208307265,0.9095,45766
468,0.027414840962072567,0.3537840173393488,0.9086,45864
469,0.02673700274079943,0.35313816513866186,0.91,45962
470,0.03215110160550578,0.3590586033463478,0.9058,46060
471,0.030496733393805216,0.34523756824433804,0.9097,46158
472,0.03174339718665281,0.354379425868392,0.9105,46256
473,0.02705855158155271,0.35553775608539584,0.909,46354
474,0.027725391920860286,0.35915913313627246,0.9088,46452
475,0.027798352264133946,0.35960645161569116,0.9072,46550
476,0.02937596546407618,0.36033571504056455,0.9073,46648
477,0.028687404867199878,0.35832915909588337,0.9079,46746
478,0.029524464573003163,0.3568262305110693,0.9077,46844
479,0.029354314745061706,0.35705414548516273,0.9083,46942
480,0.028354823494292036,0.358519501388073,0.9065,47040
481,0.03140171855920926,0.3582170771807432,0.9105,47138
482,0.03046586276453739,0.3538014839589596,0.9092,47236
483,0.029239681800019603,0.3485458581894636,0.9089,47334
484,0.032066233192418456,0.34954669199883937,0.909,47432
485,0.028464470670156998,0.35132829055190085,0.9075,47530
486,0.02846469328802896,0.35696490727365016,0.9071,47628
487,0.028799424208973877,0.35139385432004927,0.9093,47726
488,0.02687188830435732,0.3524048698693514,0.9095,47824
489,0.024465738181547472,0.3561457100510597,0.909,47922
490,0.029476236712962046,0.3553320898115635,0.91,48020
491,0.02865288061997378,0.35012386702001097,0.9069,48118
492,0.027278301684418693,0.3596307499706745,0.9066,48216
493,0.0316935548159693,0.3610180350393057,0.9075,48314
494,0.03251404900487503,0.3639539222419262,0.906,48412
495,0.029095046493647695,0.36105986170470716,0.908,48510
496,0.03105252475907779,0.35733642645180225,0.9077,48608
497,0.02674768936383177,0.3598142244666815,0.9054,48706
498,0.028042241518756335,0.3532757046073675,0.9101,48804
499,0.026934951376906425,0.3610946325957775,0.9072,48902
500,0.027151790446939175,0.35690668419003485,0.9102,49000
