epoch,train_loss(total),test_loss(average),test_accuracy(average),communication_count
0,2.4184619048420264,1.9900802421569823,0.1,0
1,2.4184619048420264,1.9900802421569823,0.2817,98
2,2.175891712003825,1.8027780282497405,0.3621,196
3,2.0172399401056524,1.6859746730327607,0.4046,294
4,1.9430525220778523,1.6152906358242034,0.4214,392
5,1.8452022981886962,1.5281241309642792,0.4481,490
6,1.8097453911085517,1.4877307176589967,0.4646,588
7,1.750855260357565,1.4391713261604309,0.4825,686
8,1.7031063133356523,1.4013763785362243,0.4931,784
9,1.6360372149822664,1.3506650626659393,0.5136,882
10,1.6667122038043276,1.336096589565277,0.5234,980
11,1.5625668238012158,1.288398106098175,0.5402,1078
12,1.5261404237576894,1.2756154727935791,0.543,1176
13,1.5343169509148111,1.2350503027439117,0.5623,1274
14,1.489483182527581,1.2105134117603302,0.5754,1372
15,1.4105559462795452,1.1652168142795563,0.5896,1470
16,1.374927791101592,1.115024436712265,0.6137,1568
17,1.338907508521664,1.0802026492357255,0.6249,1666
18,1.3351540036347447,1.0657063049077988,0.6295,1764
19,1.284616542105772,1.0276044011116028,0.6412,1862
20,1.252837680584314,1.0080846840143203,0.6488,1960
21,1.2269609494476903,0.9698997443914413,0.6668,2058
22,1.209499107179593,0.9689387011528016,0.6676,2156
23,1.157387594331284,0.9089977371692658,0.6899,2254
24,1.1654545935441036,0.9023970729112625,0.6884,2352
25,1.0644540243915148,0.8572522592544556,0.7036,2450
26,1.078559153846332,0.8534232890605926,0.703,2548
27,1.0454950522707434,0.8258602273464203,0.7109,2646
28,0.9977864410196032,0.7981504774093628,0.7256,2744
29,0.9867660366759008,0.7742813912034034,0.7323,2842
30,0.9529930456560485,0.7599027538299561,0.7402,2940
31,0.915638595515368,0.7396332168579102,0.7487,3038
32,0.9084203883397336,0.7269026404619217,0.7506,3136
33,0.9089982356039845,0.7192771491408348,0.753,3234
34,0.8797176329761135,0.6927298900485038,0.7663,3332
35,0.8372077236370165,0.6901718777418137,0.7642,3430
36,0.8232713186619233,0.6693190124630928,0.7738,3528
37,0.8247703807998676,0.6679458284378051,0.7734,3626
38,0.809939062108799,0.6499736440181733,0.7798,3724
39,0.7887123780591148,0.6348132219910622,0.7822,3822
40,0.7680983738023408,0.6232072672247887,0.7881,3920
41,0.7596053224893249,0.6092510363459587,0.7948,4018
