epoch,train_loss(total),test_loss(average),test_accuracy(average),communication_count
0,2.0448248054908245,2.1185046219825745,0.1,0
1,2.0448248054908245,2.1185046219825745,0.1954,98
2,1.8148961562891395,2.063205432891846,0.2211,196
3,1.6964158090401669,2.043794515132904,0.2223,294
4,1.6151832819593197,1.999890365600586,0.2607,392
5,1.5431239054519303,1.9616578459739684,0.2687,490
6,1.4699220982741337,1.9458255577087402,0.279,588
7,1.4072759014611342,1.895156147480011,0.3102,686
8,1.3484110433836372,1.8576270306110383,0.3364,784
9,1.2907504527544489,1.8194541764259338,0.3501,882
10,1.2548268704998249,1.8031888377666474,0.3542,980
11,1.1921622988824943,1.7832771265506744,0.3701,1078
12,1.1571665439678698,1.7254109966754914,0.3957,1176
13,1.1143721329922578,1.69239000082016,0.4039,1274
14,1.0714199138539178,1.6824241864681244,0.4082,1372
15,1.0460518008592177,1.6456674170494079,0.4308,1470
16,1.0053062648797522,1.630688762664795,0.4356,1568
17,0.9728655366569149,1.5980008268356323,0.4496,1666
18,0.9395579023628818,1.5737984037399293,0.4569,1764
19,0.9112918934955889,1.5826596069335936,0.4502,1862
20,0.8897122251135963,1.5445801687240601,0.4734,1960
21,0.8685545916764104,1.5361394989490509,0.4722,2058
22,0.8456847857759924,1.5101275944709778,0.4802,2156
23,0.8231556886921123,1.5093450224399567,0.4758,2254
24,0.8158751104255112,1.4903951108455658,0.4854,2352
25,0.7918023281559652,1.480355759859085,0.4937,2450
26,0.7745087782339174,1.4761090064048767,0.4893,2548
27,0.752793339974418,1.4637457537651062,0.4934,2646
28,0.7419983621458618,1.4280665457248687,0.5089,2744
29,0.726402513378737,1.467936384677887,0.4899,2842
30,0.7108077879767029,1.4557800662517548,0.4955,2940
31,0.694387496962231,1.4393809032440186,0.4994,3038
32,0.6823573256177562,1.4253957343101502,0.506,3136
33,0.6718694392819794,1.416055519580841,0.51,3234
34,0.6613038715963461,1.4099181246757508,0.5124,3332
35,0.6438689700194767,1.3710826408863068,0.5316,3430
36,0.6355629488825798,1.3787193918228149,0.5247,3528
37,0.6318097444517272,1.3724553060531617,0.5284,3626
38,0.613576663467957,1.3580796527862549,0.5331,3724
39,0.6090091260112062,1.346690444946289,0.5374,3822
40,0.5913873422054612,1.3684312188625336,0.5249,3920
41,0.580243606576506,1.3847456455230713,0.5188,4018
42,0.5758523433184137,1.3423599338531493,0.5373,4116
43,0.5733710329751579,1.3274698758125305,0.5391,4214
44,0.5543660795202061,1.3503736281394958,0.5322,4312
45,0.5478817343103642,1.3298030030727386,0.5409,4410
46,0.5424070327865834,1.333050262928009,0.5425,4508
47,0.5341648152288125,1.3298580420017243,0.5399,4606
48,0.5236030626205765,1.3358703196048736,0.5366,4704
49,0.517489340688501,1.307505999803543,0.5469,4802
50,0.5138845300035817,1.3051970982551575,0.5463,4900
51,0.5006940865090915,1.3186643505096436,0.5416,4998
52,0.49244362229899485,1.3142861473560332,0.5458,5096
53,0.4898776967002421,1.2847398471832276,0.5548,5194
54,0.4822439881307738,1.28440376162529,0.5495,5292
55,0.4769478486660792,1.3180062091350555,0.5444,5390
56,0.46305615173614756,1.3055606842041017,0.5474,5488
57,0.45949446786271064,1.3094533967971802,0.5434,5586
58,0.4518033066498382,1.2803833532333373,0.5566,5684
59,0.44724184449534027,1.2768898808956146,0.5603,5782
60,0.43911762870087917,1.2726532697677613,0.5586,5880
61,0.43400171657606046,1.298402339220047,0.5508,5978
62,0.4338534518088005,1.279360100030899,0.5587,6076
63,0.42210765061329825,1.2774813336133957,0.5628,6174
64,0.41805424579248135,1.271883224248886,0.561,6272
65,0.41648611958537785,1.2703495240211486,0.5594,6370
66,0.40678013948609637,1.2778267395496368,0.5588,6468
