epoch,train_loss(total),test_loss(average),test_accuracy(average),communication_count
0,2.3043298381567,2.0865697944164276,0.1,0
1,2.3043298381567,2.0865697944164276,0.2335,25
2,2.241987808942795,2.0392137336730958,0.2785,50
3,2.1717891106009484,1.954238213300705,0.2848,75
4,2.1453120687603953,1.9215464758872987,0.3056,100
5,2.0886567175388335,1.851506201028824,0.328,125
6,2.097881032824516,1.8535855436325073,0.3261,150
7,2.0281008645892142,1.7857166934013367,0.3565,175
8,1.9715704610943794,1.7484660482406615,0.3796,200
9,1.9856307253241539,1.743847529888153,0.3715,225
10,1.9738369649648666,1.715506726503372,0.3895,250
11,1.9109332418441773,1.6869424200057983,0.3988,275
12,1.8903157797455787,1.6393099188804627,0.4142,300
13,1.8932649996876716,1.6433013033866883,0.4085,325
14,1.9021940222382545,1.6323281347751617,0.4136,350
15,1.8431268107891083,1.5885228085517884,0.4257,375
16,1.8008777377009393,1.5788424766063691,0.4287,400
17,1.7768667754530907,1.5392223060131074,0.4417,425
18,1.8999742701649667,1.5730394148826599,0.4378,450
19,1.7917953342199326,1.5489805567264556,0.4416,475
20,1.765459693968296,1.5249240648746492,0.4466,500
21,1.7334608235955238,1.503181380033493,0.4586,525
22,1.7387385436892508,1.4846854150295257,0.4666,550
23,1.7582129901647567,1.4883321106433869,0.4661,575
24,1.813392128944397,1.5056998753547668,0.4634,600
25,1.7346631217002868,1.475122880935669,0.4687,625
26,1.6604158720374107,1.4425050950050353,0.4814,650
27,1.6476184818148614,1.4131935119628907,0.4915,675
28,1.6616111642122269,1.4049974727630614,0.4962,700
29,1.6370144587755204,1.3817093503475188,0.4979,725
30,1.6811706352233886,1.3918907308578492,0.499,750
31,1.7326115190982818,1.398878265619278,0.5052,775
32,1.591311950981617,1.3701066732406617,0.5048,800
33,1.58455582767725,1.3324193572998047,0.5244,825
34,1.5520652666687966,1.3184952342510223,0.5271,850
35,1.5350134974718095,1.2936881697177887,0.5402,875
36,1.6414372736215592,1.3141917085647583,0.5358,900
37,1.656275264620781,1.313229740858078,0.5373,925
38,1.5426729679107667,1.2825091183185577,0.5458,950
39,1.4749401414394379,1.2432343649864197,0.562,975
40,1.4669796365499497,1.2219352650642394,0.5687,1000
41,1.4482575151324273,1.2029996871948243,0.5781,1025
42,1.427247085273266,1.1944337141513826,0.5823,1050
43,1.4381918659806252,1.1725446367263794,0.5896,1075
44,1.3893489825725556,1.157771947979927,0.5949,1100
45,1.4613008756935597,1.1752008390426636,0.5874,1125
46,1.5119707489013672,1.1943983244895935,0.5829,1150
47,1.3677358156442643,1.1347984659671784,0.6052,1175
48,1.3570864228904247,1.1051311635971068,0.6151,1200
49,1.355553187727928,1.1004791766405106,0.616,1225
50,1.372573855817318,1.101096174120903,0.6164,1250
51,1.2863270714879036,1.0605702960491181,0.6324,1275
52,1.2745516760647297,1.042134426832199,0.6393,1300
53,1.2909032012522221,1.0419212919473648,0.6397,1325
54,1.2909237296879292,1.0268863052129746,0.6424,1350
55,1.3248126555979252,1.0441299897432328,0.6361,1375
56,1.5063343840837478,1.0810985231399537,0.6245,1400
57,1.3216881266236304,1.0485761171579362,0.6366,1425
58,1.2392267647385597,1.0140041035413743,0.6492,1450
59,1.187652306854725,0.983639429807663,0.6605,1475
60,1.164576448649168,0.9659764963388443,0.6672,1500
61,1.212490502744913,0.9634795475006104,0.6686,1525
62,1.1613765507936478,0.9445282572507858,0.6758,1550
63,1.1373349097371102,0.9287045496702194,0.6806,1575
64,1.1317241367697717,0.9195420265197753,0.6865,1600
65,1.1391295537352562,0.9262831991910935,0.6786,1625
66,1.1499027188122273,0.9101364827156067,0.689,1650
67,1.0690105015039444,0.8857382369041443,0.6977,1675
68,1.1666921083629131,0.9042052406072617,0.6898,1700
69,1.3588223586976529,0.9322751289606095,0.6804,1725
70,1.2232908050715923,0.9160025215148926,0.6865,1750
71,1.0746897545456886,0.8794775450229645,0.6988,1775
72,1.0169784638285637,0.8534089922904968,0.7105,1800
73,1.0328442561626434,0.8458098918199539,0.7145,1825
74,1.0172706258296966,0.8384603041410447,0.7129,1850
75,1.0589799931645394,0.8311201810836792,0.7159,1875
76,1.002001877874136,0.8180677616596221,0.7232,1900
77,0.9801704329252243,0.8051245665550232,0.7278,1925
78,1.0271629539132119,0.8165562605857849,0.7238,1950
79,1.0025643260776997,0.7969301575422287,0.7316,1975
80,0.9773183603584766,0.7928985643386841,0.7307,2000
81,0.9624345664680004,0.7813974046707153,0.7367,2025
82,0.9376487781107425,0.772745532989502,0.7363,2050
83,0.9351654450595379,0.7621198219060897,0.7394,2075
84,0.9504016423225403,0.7601920866966247,0.7393,2100
85,0.9317478087544441,0.7509687554836273,0.744,2125
86,0.9184406217932701,0.7419039234519005,0.7508,2150
87,0.8766597127914428,0.7335981145501137,0.7497,2175
88,0.8790762618184089,0.7256315857172012,0.7528,2200
89,0.9270866402983665,0.7262824177742004,0.7522,2225
90,0.8816286943852901,0.715300854742527,0.7603,2250
91,0.8635596702992916,0.7083943787217141,0.7597,2275
92,0.8480755737423897,0.6996404266357422,0.764,2300
93,0.9174448570609093,0.7127200341224671,0.7566,2325
94,1.3325708374381064,0.7901911216974259,0.7304,2350
95,1.2595194455981256,0.7897345620393753,0.7293,2375
96,0.9316009703278542,0.7428391665220261,0.7481,2400
97,0.83249113753438,0.7154812255501747,0.7544,2425
98,0.821216089874506,0.6993202978372574,0.7619,2450
99,0.8222186827659607,0.6883695223927497,0.7657,2475
100,0.814936915487051,0.6793282735347748,0.7709,2500
101,0.8091119691729546,0.6722188088297844,0.7734,2525
102,0.798653105199337,0.6633982580900192,0.7754,2550
103,0.7982478789240122,0.6649352079629898,0.7749,2575
104,0.7967186351120472,0.6575894102454185,0.7775,2600
105,0.823291434943676,0.6604096448421478,0.7768,2625
106,0.8205020298808813,0.6538541772961617,0.7804,2650
107,0.7602092917263508,0.6436591565608978,0.7827,2675
108,0.7559873080998659,0.6361533403396606,0.7842,2700
109,0.7486736481636762,0.6303845262527465,0.7866,2725
110,0.8080097036063671,0.6320700341463089,0.7857,2750
111,0.7675721463561058,0.6285698020458221,0.786,2775
112,0.7693322686105967,0.6235349082946777,0.7892,2800
113,0.7553758173435926,0.6147009658813477,0.7926,2825
114,0.7229530116170645,0.6066273614764214,0.7954,2850
115,0.7342658002674579,0.608743309378624,0.7943,2875
116,0.7038623408228158,0.598074791431427,0.7972,2900
117,0.7372543353587389,0.6044968304038048,0.7947,2925
118,0.795258054509759,0.6210402557253838,0.7877,2950
119,0.719351534023881,0.5951763898134231,0.7978,2975
120,0.6807706619054079,0.5840191441774368,0.8013,3000
121,0.7333013942092657,0.5880480760335922,0.7982,3025
122,1.158701897934079,0.6743930566310883,0.7708,3050
123,1.2042684710025788,0.7040289050340652,0.7633,3075
124,0.9139135751873255,0.6646661588549614,0.7747,3100
125,0.7583558848500251,0.6238972541689872,0.7901,3125
126,0.7004071698337794,0.6020462375879287,0.7966,3150
