epoch,train_loss(total),test_loss(average),test_accuracy(average),communication_count
0,2.616377578377724,2.311984076499939,0.1,0
1,2.616377578377724,2.311984076499939,0.2047,25
2,2.621506808400154,2.220225236415863,0.1772,50
3,2.239859048128128,2.072809453010559,0.2419,75
4,2.1974979400634767,2.0521856260299685,0.2578,100
5,2.1795564705133437,2.000159206390381,0.276,125
6,2.1547514924407007,1.9582214283943176,0.2894,150
7,2.135383212864399,1.9211234390735625,0.3012,175
8,2.1184222185611725,1.938330762386322,0.2922,200
9,2.0834777402877807,1.8904914200305938,0.3179,225
10,2.074283721446991,1.8550927472114562,0.3269,250
11,2.088102476000786,1.9020500826835631,0.3026,275
12,2.05282092243433,1.854450534582138,0.3281,300
13,2.0410430133342743,1.8261811590194703,0.342,325
14,2.0334579065442084,1.8179246139526368,0.3347,350
15,2.0112192490696907,1.800851217508316,0.3522,375
16,1.982479113638401,1.7623291909694672,0.3628,400
17,1.986564129292965,1.7673661351203918,0.3576,425
18,1.9350837123394014,1.7257695889472962,0.3792,450
19,1.934627656340599,1.7044091367721557,0.389,475
20,1.9367836084961891,1.6978336930274964,0.3905,500
21,1.9255833241343498,1.6724146401882172,0.4058,525
22,1.9669146484136582,1.7162291765213014,0.3852,550
23,1.9699567994475364,1.6883927261829377,0.391,575
24,1.9156840965151787,1.6653371787071227,0.4017,600
25,1.905044846534729,1.6639590966701507,0.3966,625
26,1.8574177986383438,1.6437575602531433,0.4107,650
27,1.858973417878151,1.639826589822769,0.4075,675
28,1.8599382594227791,1.615173908472061,0.413,700
29,1.8588551312685013,1.6035320150852204,0.414,725
30,1.8545886504650115,1.6185650050640106,0.4081,750
31,1.8695094174146651,1.605044367313385,0.4139,775
32,1.7900586876273155,1.5738162422180175,0.4274,800
33,1.803037399351597,1.5695362818241119,0.4297,825
34,1.802584908604622,1.5587543118000031,0.4355,850
35,1.7653676331043244,1.5407229042053223,0.438,875
36,1.864072354733944,1.5746002328395843,0.4249,900
37,1.827411473095417,1.5541869509220123,0.4354,925
38,1.7628164601325989,1.5318536734580994,0.4447,950
39,1.7907472854852677,1.5662612044811248,0.4303,975
40,1.7702175456285476,1.5299715161323548,0.4338,1000
41,1.732818453013897,1.5073741018772124,0.449,1025
42,1.7063806125521659,1.484174371957779,0.4619,1050
43,1.74964821100235,1.4977163290977478,0.455,1075
44,1.7044656857848168,1.4692268300056457,0.4637,1100
45,1.8210983714461326,1.5122105026245116,0.4498,1125
46,1.8021914753317834,1.5011726438999176,0.4561,1150
47,1.6759263706207275,1.4535551285743713,0.4726,1175
48,1.678644609749317,1.4435201334953307,0.4778,1200
49,1.6645833826065064,1.4320103442668914,0.4788,1225
50,1.6880159902572631,1.4322866141796111,0.4843,1250
51,1.6837060663104058,1.4259593522548675,0.4868,1275
52,1.6710338309407233,1.4124898684024811,0.4877,1300
53,1.6564032569527627,1.4105227029323577,0.4935,1325
54,1.7482755905389786,1.4412654733657837,0.4796,1350
55,1.8355886220932007,1.454556908607483,0.4738,1375
56,1.6479703375697137,1.4216868889331817,0.4833,1400
57,1.6374220016598702,1.3944762861728668,0.4924,1425
58,1.6002006223797798,1.3706140112876892,0.5031,1450
59,1.6500409027934075,1.3721267819404601,0.5041,1475
60,1.6226910626888276,1.3632742035388947,0.5111,1500
61,1.5671511942148209,1.333946523666382,0.524,1525
62,1.613067728281021,1.3351736187934875,0.5218,1550
63,1.591458202302456,1.3290067851543426,0.522,1575
64,1.5876406094431876,1.3233514606952668,0.5249,1600
65,1.5195366311073304,1.296517199277878,0.5368,1625
66,1.5567888936400414,1.2869746172428131,0.5394,1650
67,1.565068288743496,1.2777855682373047,0.5471,1675
68,1.5048470196127892,1.2670182371139527,0.5473,1700
69,1.5745245882868766,1.2732492196559906,0.5517,1725
70,1.5229025018215179,1.2430719935894012,0.5597,1750
71,1.5214245635271073,1.2412096869945526,0.5599,1775
72,1.529208221435547,1.2464835584163665,0.5605,1800
73,1.4579624718427657,1.2104343962669373,0.5738,1825
74,1.4662887144088745,1.2036675560474395,0.5771,1850
75,1.4381193223595619,1.191449951529503,0.5786,1875
76,1.4693230545520783,1.194422221183777,0.5802,1900
77,1.4876360508799553,1.2032968854904176,0.579,1925
78,1.442282754778862,1.1704887235164643,0.5912,1950
79,1.4710455420613289,1.1799040782451629,0.5823,1975
80,1.5864573761820793,1.2245427787303924,0.5683,2000
81,1.4289027884602548,1.1625089663267136,0.5954,2025
82,1.357829584479332,1.141250815987587,0.6037,2050
83,1.4251599738001823,1.134299976825714,0.6035,2075
84,1.3904381090402602,1.126238997578621,0.6066,2100
85,1.4873314851522446,1.1362780344486236,0.6066,2125
86,1.3368774411082267,1.0971386659145355,0.6191,2150
87,1.3890505456924438,1.1129496026039123,0.6162,2175
88,1.3234236085414885,1.084495924115181,0.623,2200
89,1.358756126910448,1.0826434069871902,0.6246,2225
90,1.3172956620156766,1.0672252887487412,0.6254,2250
91,1.3412822020053863,1.0711806517839433,0.6267,2275
92,1.2691447328031062,1.0392486757040025,0.6392,2300
93,1.346963351368904,1.0703052961826325,0.6255,2325
94,1.5271354559063912,1.1322351258993149,0.6024,2350
95,1.4743034893274307,1.105930643081665,0.6171,2375
96,1.2952235151827336,1.0442491918802261,0.6378,2400
97,1.2703463384509086,1.0329839849472047,0.6428,2425
98,1.2329442651569844,1.011498857140541,0.6511,2450
99,1.282763130068779,1.0140734696388245,0.6491,2475
100,1.2596499061584472,0.9962555199861527,0.6589,2500
101,1.2779836781322955,0.9906898277997971,0.6553,2525
102,1.2149880968034268,0.9743849802017212,0.6625,2550
103,1.2240154065191746,0.9725787889957428,0.6649,2575
104,1.256969434171915,0.9762502980232238,0.6603,2600
105,1.1705301836133004,0.9548104113340378,0.6656,2625
106,1.1835251489281655,0.9425564730167388,0.6722,2650
107,1.165909512490034,0.9308576983213425,0.6802,2675
108,1.1724959008395672,0.9367999339103699,0.6767,2700
109,1.175544075369835,0.9275355756282806,0.6801,2725
110,1.2098209176957608,0.9186377626657486,0.6855,2750
111,1.2006943760812283,0.9194681757688522,0.6837,2775
112,1.167375540137291,0.9131538999080658,0.6822,2800
113,1.1194423453509807,0.8877421712875366,0.6951,2825
114,1.1403814417123794,0.8929078608751297,0.6935,2850
115,1.1179494968056678,0.8848805409669876,0.6954,2875
116,1.0742478600144387,0.8660013377666473,0.7047,2900
117,1.1091647846996784,0.8779590952396393,0.6955,2925
118,1.1225652009248734,0.8792266917228698,0.6992,2950
119,1.1671821436285972,0.8675618463754654,0.7064,2975
120,1.0792864583432675,0.8552124655246734,0.7093,3000
121,1.0624164819717408,0.8459471863508224,0.7115,3025
122,1.0445800568163395,0.8359073919057846,0.7132,3050
123,1.0520994667708874,0.8392497235536576,0.7127,3075
124,1.0624090003967286,0.8343757021427155,0.7159,3100
125,1.0005159130692483,0.8155089801549912,0.7237,3125
126,0.9898551926016808,0.8123915272951127,0.7254,3150
127,1.049709707647562,0.8109654074907303,0.7252,3175
128,1.028948592543602,0.8040310174226761,0.726,3200
129,1.0214829927682876,0.796231484413147,0.7267,3225
130,1.002084005922079,0.7882403922080994,0.7304,3250
131,0.9971559627354145,0.7856949549913407,0.7336,3275
132,0.9841568233072757,0.7873462837934494,0.7311,3300
133,0.9611360749602318,0.7699315643310547,0.7378,3325
134,1.0030647049844266,0.7711234432458878,0.7382,3350
135,0.9710315957665443,0.7723268169164658,0.7364,3375
136,1.0009281121194362,0.7849900031089783,0.7323,3400
137,1.7732195556163788,0.9523342311382293,0.6794,3425
138,1.269324553310871,0.8489442747831345,0.7135,3450
139,1.0593545009195804,0.8035945308208465,0.7313,3475
140,0.9693296059966088,0.7780227988958359,0.7366,3500
141,0.9615715278685093,0.7684986391663551,0.7407,3525
142,0.9218390180170536,0.7592156457901001,0.7414,3550
143,0.9409557045996189,0.7512991660833359,0.7435,3575
144,0.8937139356136322,0.7415290150046349,0.7493,3600
145,0.9202584029734134,0.7350024536252022,0.7479,3625
146,0.889655460268259,0.7205258184671401,0.7533,3650
147,0.9381999097764492,0.7342281264066696,0.7506,3675
148,0.9293257755041122,0.7230586075782776,0.7546,3700
149,0.8701958277821541,0.7113662123680115,0.7599,3725
150,0.8944312025606632,0.7107348960638046,0.759,3750
151,0.8631226721405983,0.7027777609229088,0.7613,3775
152,0.8795308145880699,0.6984003195166588,0.7626,3800
153,0.8766818815469741,0.6963710385560989,0.7646,3825
154,0.9195501071214676,0.6987686914205551,0.7626,3850
155,0.9688600105047226,0.7060828948020935,0.7619,3875
156,0.8995331819355488,0.6974626803398132,0.7638,3900
157,0.8539281994104385,0.6905137676000596,0.7675,3925
158,0.850206081867218,0.6830984857678414,0.772,3950
159,0.7941839160025119,0.6697593462467194,0.7745,3975
160,0.8092050997912884,0.6654678606986999,0.7723,4000
161,0.8214414323866367,0.6646563896536827,0.7751,4025
162,0.8089420765638351,0.6615833973884583,0.7766,4050
163,0.8262542174756526,0.6641303208470345,0.7768,4075
164,0.8321371348202229,0.658578636944294,0.7767,4100
165,0.8264503936469555,0.655654981136322,0.7787,4125
166,0.8165923237800599,0.6542739176750183,0.7795,4150
167,0.8721588601917029,0.6602121022343636,0.7775,4175
168,0.804101607054472,0.6484224218130111,0.782,4200
169,0.7994192469120026,0.6406316995620728,0.7837,4225
170,0.7740354631841183,0.6322560530900955,0.7865,4250
171,0.7677887989580632,0.63257617354393,0.7856,4275
172,0.783485079035163,0.6271506294608116,0.7856,4300
173,0.7852202931046486,0.6270210126042366,0.7866,4325
174,0.7837741418927908,0.623247427046299,0.7878,4350
175,0.7859973239898682,0.6228211465477943,0.7894,4375
176,0.8592287771403789,0.6384084457159043,0.7841,4400
177,0.7878094696253538,0.621787565946579,0.789,4425
178,0.7444592093676329,0.6145617797970772,0.7919,4450
179,0.7270500139892101,0.6095540708303452,0.7935,4475
180,0.7765213250368833,0.6105277881026268,0.7951,4500
181,0.7802732075750828,0.6097762721776963,0.7951,4525
182,0.7358999306708575,0.5988841530680656,0.7973,4550
183,0.7444600300490856,0.5970472526550293,0.7975,4575
184,0.755959728807211,0.5980697852373124,0.8003,4600
185,0.752016735598445,0.6036164236068725,0.7964,4625
186,0.7735469955950975,0.6015145611763001,0.7952,4650
187,0.7368720189481973,0.5904763615131379,0.8011,4675
188,0.721009671241045,0.5871723708510399,0.8031,4700
189,0.7325311066210269,0.58365732640028,0.805,4725
190,0.7183763574063778,0.58058389544487,0.804,4750
191,0.7301723965257406,0.5775809180736542,0.8049,4775
192,0.7322178043425083,0.5799239432811737,0.8049,4800
193,0.7064016534388066,0.572654213309288,0.8058,4825
194,0.694888426065445,0.5716788280010223,0.8063,4850
195,0.7023858963698149,0.5701876839995385,0.8081,4875
196,0.6954618836939335,0.5678712174296379,0.8079,4900
197,0.7152226088941097,0.5796455696225167,0.803,4925
198,0.6994770662486554,0.566830902993679,0.8074,4950
199,0.7046965939551592,0.5670802214741707,0.8069,4975
200,0.7123155765235424,0.5617635855078698,0.811,5000
201,0.6977076183259487,0.5575620022416115,0.8118,5025
202,0.6900317336618901,0.5594947218894959,0.8083,5050
203,0.6949319868534803,0.5573065644502639,0.8108,5075
204,0.6891785310208798,0.552241690158844,0.8131,5100
205,0.6624363158643246,0.5490494164824485,0.8137,5125
206,0.6739823435246944,0.5541010820865631,0.8121,5150
207,0.6917486435920001,0.5516001039743423,0.8132,5175
208,0.6608695485442877,0.542992790043354,0.8147,5200
209,0.654729733094573,0.5420691812038422,0.8155,5225
210,0.6890139319002628,0.5446947067975998,0.8161,5250
211,0.6667977014183998,0.5397054368257522,0.8178,5275
212,0.6769456869363785,0.5402962878346443,0.8151,5300
213,0.642432414367795,0.532395832836628,0.8204,5325
214,0.6440806985646487,0.5323823195695877,0.8219,5350
215,0.6392163600772619,0.5288290691375732,0.8212,5375
216,0.6269954750686884,0.52868000715971,0.8196,5400
217,0.6893895886838436,0.5342786791920662,0.8215,5425
218,0.7043425255268813,0.5389496222138405,0.8192,5450
219,0.6537576926499605,0.5247665145993232,0.8219,5475
220,0.608619829788804,0.5219595989584923,0.8234,5500
221,0.6338879816979169,0.5187183511257172,0.8243,5525
222,0.6163814455270767,0.5175269988179206,0.8229,5550
223,0.6195991811156273,0.515505990087986,0.8261,5575
224,0.6168638046085835,0.512761901319027,0.8266,5600
225,0.6283968207240105,0.5101487553119659,0.8243,5625
226,0.6560542849451303,0.5156113165616989,0.8236,5650
227,0.6245233473926782,0.5102473998069763,0.8259,5675
228,0.6288357838243246,0.5077763739228248,0.8255,5700
229,0.6250426533818245,0.5092553040385246,0.8248,5725
230,0.5966793823242188,0.5048174402117729,0.8245,5750
231,0.6033500818163157,0.5051188346743584,0.8258,5775
232,0.5928130074590444,0.5012897378206254,0.8265,5800
233,0.5933239614963531,0.4939373230934143,0.8294,5825
234,0.598195840716362,0.4935301950573921,0.8298,5850
235,0.6327247557044029,0.5075658759474755,0.8251,5875
236,0.632495297640562,0.501992492377758,0.8279,5900
237,0.585257224664092,0.4905004706978798,0.8316,5925
238,0.5830693101137876,0.4896221575140953,0.8312,5950
239,0.5844631921499968,0.48894780308008196,0.8327,5975
240,0.5732226755470038,0.48616731584072115,0.8319,6000
241,0.5762109807878733,0.4866258117556572,0.8313,6025
242,0.5864204403012991,0.48195020377635955,0.833,6050
243,0.7162581436336041,0.5016183453798294,0.8283,6075
244,1.0263078258931637,0.5634131336212158,0.8108,6100
245,1.5854259648174047,0.7036288288235665,0.7677,6125
246,1.1556453093886376,0.6431521064043045,0.7848,6150
247,0.751713495850563,0.5816750332713128,0.8072,6175
248,0.6478211618959904,0.5549123257398605,0.8123,6200
249,0.6350359285622835,0.5390822380781174,0.8174,6225
250,0.6046067240834236,0.527504478096962,0.8199,6250
251,0.6079816047102213,0.5191051045060158,0.8195,6275
252,0.5991968717426062,0.5113342607021332,0.8235,6300
253,0.580868624523282,0.504154506623745,0.8271,6325
254,0.5671167301386595,0.5002842411398888,0.8294,6350
255,0.5822571224719286,0.49613035619258883,0.8308,6375
256,0.5757928682863712,0.49550396770238875,0.8319,6400
257,0.5795461746305227,0.48951220452785493,0.8325,6425
258,0.5499160469323396,0.4843024796247482,0.8348,6450
259,0.5483554113656283,0.48235673904418946,0.834,6475
260,0.5579258725047112,0.4806171673536301,0.8359,6500
261,0.5323285870999098,0.4743426960706711,0.8371,6525
262,0.5412665069103241,0.47792211651802063,0.8368,6550
263,0.5404806735366583,0.47579453349113465,0.8374,6575
264,0.5291300038993358,0.471823470890522,0.8371,6600
265,0.5163321460783482,0.46713303864002226,0.8394,6625
266,0.5641354869306088,0.4683550953865051,0.8399,6650
267,0.5645902287960053,0.46766585171222685,0.8415,6675
268,0.5185689829289913,0.46492907375097275,0.8412,6700
269,0.5144244229793549,0.46104908376932147,0.8421,6725
270,0.5261097586899995,0.4601635548472405,0.8404,6750
271,0.5209108870476484,0.4603830519318581,0.8416,6775
272,0.5548147851973773,0.4624863639473915,0.8434,6800
273,0.5882206749916077,0.4622741281986237,0.8415,6825
274,0.513020305633545,0.4578683152794838,0.8435,6850
275,0.5205215592682362,0.4546058663725853,0.8443,6875
276,0.5367396845668554,0.45495968878269194,0.8433,6900
277,0.5360893627256155,0.4512427282333374,0.8453,6925
278,0.5336812617629767,0.45823355749249456,0.843,6950
279,0.5024624777585268,0.4502949844300747,0.8448,6975
280,0.5113100290298462,0.4497529067099094,0.8469,7000
281,0.5126014777272939,0.44549843922257426,0.848,7025
282,0.5164497882127762,0.4442283582687378,0.8485,7050
283,0.5080257867276669,0.4442431877553463,0.8468,7075
284,0.49916022434830665,0.4425074747204781,0.8478,7100
285,0.5144003665819764,0.4431931585073471,0.8473,7125
286,0.49878177836537363,0.43848369747400284,0.8494,7150
287,0.4837869059666991,0.43450709655880926,0.8501,7175
288,0.47894430536776783,0.43155942678451537,0.8494,7200
289,0.48193245835602283,0.43275416880846024,0.8493,7225
290,0.5190376027673483,0.43933209210634233,0.8484,7250
291,0.5243738623708487,0.4395078048110008,0.8479,7275
292,0.5430431924015283,0.43786194816231727,0.8477,7300
293,0.48925809167325496,0.4348082673549652,0.848,7325
294,0.47409794699400665,0.43132212772965434,0.8493,7350
295,0.4775583271682262,0.4306159369647503,0.8494,7375
296,0.5033067690208555,0.4325988833606243,0.8493,7400
297,0.5327233422547579,0.4354072228074074,0.8502,7425
298,0.4910535029321909,0.4297575011849403,0.8507,7450
299,0.47561407294124364,0.42591181382536886,0.8526,7475
300,0.4587562259286642,0.4226332619786263,0.8531,7500
301,0.4715744306892157,0.42689941331744197,0.8511,7525
302,0.4750370918214321,0.42453495413064957,0.8534,7550
303,0.4842952373623848,0.42111375272274015,0.8548,7575
304,0.5055843706429005,0.42395765721797946,0.8532,7600
305,0.47840150617063043,0.42340762794017794,0.8555,7625
306,0.47117559626698496,0.4179183086752892,0.8571,7650
307,0.45922909293323755,0.4159041218459606,0.8564,7675
308,0.44762524977326396,0.4140462726354599,0.8571,7700
309,0.46371484868228435,0.41166650772094726,0.8581,7725
310,0.4818780597671866,0.4147706837952137,0.8562,7750
311,0.4787027641385794,0.41440207213163377,0.857,7775
312,0.45999042704701426,0.40914590924978256,0.8603,7800
313,0.4702822094410658,0.41058728531002997,0.8592,7825
314,0.4996268056705594,0.4116444325447082,0.8598,7850
315,0.4921929078921676,0.4128244610130787,0.859,7875
316,0.4463836004585028,0.4097773721814156,0.8588,7900
317,0.451194566860795,0.4095651027560234,0.8575,7925
318,0.4556270695105195,0.4078281377255917,0.8586,7950
319,0.4527243779599667,0.4056365492939949,0.8607,7975
320,0.4618667049333453,0.4055366043746471,0.8608,8000
321,0.45163244623690846,0.4034194864332676,0.8602,8025
322,0.4325195387005806,0.4056223696470261,0.8624,8050
323,0.46188857972621916,0.40616648182272913,0.8602,8075
324,0.4471143465489149,0.40349595218896867,0.8598,8100
325,0.4875723649188876,0.4091614508628845,0.8592,8125
326,0.4670450434833765,0.4011350110173225,0.8621,8150
327,0.4383816163241863,0.4001061779260635,0.8627,8175
328,0.4524611059203744,0.40064361318945885,0.8619,8200
329,0.4797475602850318,0.40132089883089067,0.8627,8225
330,1.1613839234411716,0.5807528981566429,0.804,8250
331,1.709981606453657,0.645621564090252,0.7908,8275
332,0.8493641173839569,0.5349465066194534,0.8203,8300
333,0.6291758530586958,0.49061632305383684,0.8346,8325
334,0.523603870794177,0.46185730457305907,0.8425,8350
335,0.5120156732946635,0.44873894661664965,0.8472,8375
336,0.4697038201987743,0.4363105480372906,0.8494,8400
337,0.45279680714011195,0.4299691225588322,0.8522,8425
338,0.45312143057584764,0.42368798702955246,0.8538,8450
339,0.44722944002598525,0.4176341037452221,0.8557,8475
340,0.43186567436903717,0.4128067633509636,0.857,8500
341,0.43643909357488153,0.4109441588819027,0.8576,8525
342,0.4327710274606943,0.4076565571129322,0.8607,8550
343,0.4540999064594507,0.404859344214201,0.8617,8575
344,0.43535043593496087,0.4044111821055412,0.86,8600
