epoch,train_loss(total),test_loss(average),test_accuracy(average),communication_count
0,1.8186100700017436,1.5433958637714387,0.1,0
1,1.8186100700017436,1.5433958637714387,0.4346,391
2,1.5206225464106216,1.3688025069236756,0.5018,782
3,1.351659325535035,1.264974603652954,0.5499,1173
4,1.2212887098417258,1.1025517970323562,0.6072,1564
5,1.1151062913258056,1.0719603776931763,0.6199,1955
6,1.0467734879544934,0.9886977714300156,0.65,2346
7,0.9792121799705583,0.9433814710378647,0.6779,2737
8,0.9244029636273299,0.8847858661413193,0.6895,3128
9,0.8728649198551617,0.8418807882070541,0.7096,3519
10,0.825252089811408,0.8348305660486222,0.7103,3910
11,0.7846162156070895,0.7904950058460236,0.7285,4301
12,0.7564987884762951,0.7350382506847382,0.7442,4692
13,0.7182427795646745,0.7641048544645309,0.739,5083
14,0.6980066905393625,0.7077346330881119,0.756,5474
15,0.6693516936905853,0.6738915205001831,0.7668,5865
16,0.6443202967381538,0.6680802446603775,0.7668,6256
17,0.6273550103082681,0.6444732362031936,0.7753,6647
18,0.6028478097580278,0.66890480697155,0.7718,7038
19,0.5922167744782879,0.6367647236585617,0.78,7429
20,0.5750563725486131,0.6017384701967239,0.7934,7820
21,0.5642402106538758,0.6210713085532188,0.782,8211
22,0.5467625572858259,0.5973195180296897,0.7947,8602
23,0.5371331974978337,0.5917418071627617,0.7991,8993
24,0.5187708406192263,0.5892286315560341,0.7978,9384
25,0.5127617088730073,0.5768527534604072,0.8063,9775
26,0.49736930250816636,0.553039930164814,0.8112,10166
27,0.48723971691277934,0.5380062898993492,0.8148,10557
28,0.47710863258832553,0.5475809234380722,0.8155,10948
29,0.4683841806086128,0.5540894013643265,0.8077,11339
30,0.4590634154846601,0.5369645629823208,0.8159,11730
31,0.4437716021714613,0.5170101325213909,0.8225,12121
32,0.43880327606140196,0.5063884647190571,0.8275,12512
33,0.43044149803231135,0.5288733704388142,0.8198,12903
34,0.4201330096291764,0.49503206089138985,0.8306,13294
35,0.4200847244552334,0.4922893963754177,0.8311,13685
36,0.40522892239605984,0.49705091640353205,0.8305,14076
37,0.3957111503538268,0.47660465687513354,0.8362,14467
38,0.39567859337457917,0.49414207056164744,0.8339,14858
39,0.3891733113838279,0.4821904329955578,0.8338,15249
40,0.3824200210973735,0.47741950243711473,0.8361,15640
41,0.37388323594237227,0.4991740040481091,0.8299,16031
42,0.3686308338666511,0.48726651042699815,0.8327,16422
43,0.36121394403297885,0.47917275309562685,0.8375,16813
44,0.35812263049737875,0.46900422528386115,0.8404,17204
45,0.35071699020197933,0.45193796724081037,0.8441,17595
46,0.3437259746786883,0.45212602853775025,0.8461,17986
47,0.33284466147727676,0.45170279279351233,0.8449,18377
48,0.3321550511338217,0.4447764697670937,0.8475,18768
49,0.32808390259742737,0.46255457907915115,0.8382,19159
50,0.32304905092014985,0.451484711766243,0.8457,19550
51,0.31636278880069324,0.43413731172680853,0.8519,19941
52,0.31315363310944394,0.4270941238105297,0.857,20332
53,0.3069143366363957,0.4462042164802551,0.8474,20723
54,0.3042596090403969,0.4297701933979988,0.8529,21114
55,0.30241936967348504,0.454408221244812,0.8481,21505
56,0.2985615723235223,0.44213576063513754,0.8532,21896
57,0.29036691807724935,0.4290639129281044,0.8535,22287
58,0.28929189278189177,0.42447360306978227,0.8564,22678
59,0.2862528566356815,0.4298712132871151,0.8549,23069
60,0.27530451381907745,0.4325505957752466,0.8522,23460
61,0.27399677933786837,0.42260550826787946,0.8607,23851
62,0.27096482440638725,0.42903870314359666,0.8548,24242
63,0.2648303675300935,0.4218336634337902,0.8605,24633
64,0.26369294596602544,0.4271896535158157,0.8583,25024
65,0.25985447448842663,0.40984048932790756,0.8636,25415
66,0.2562416957314972,0.43152913376688956,0.8574,25806
67,0.2537766004462376,0.43750949934124944,0.8557,26197
68,0.24776452493941997,0.40786691665649416,0.8628,26588
69,0.24656026705604075,0.4280931010842323,0.8598,26979
70,0.24331560845265304,0.42552982866764066,0.8596,27370
71,0.24024481112923463,0.40572336956858635,0.8644,27761
72,0.2343254111840597,0.4162311753630638,0.865,28152
73,0.22759392766086647,0.4160320693999529,0.8583,28543
74,0.22923608663518105,0.3988042256236076,0.8697,28934
75,0.22395549539257498,0.40456766143441203,0.8682,29325
76,0.22332593564258513,0.42014617457985876,0.8634,29716
77,0.21854905391593113,0.4188733559846878,0.8629,30107
78,0.21560404320125995,0.4068509341776371,0.8649,30498
79,0.21268703340721862,0.4034228120744228,0.8716,30889
80,0.21311782510079386,0.39908458553254605,0.8706,31280
81,0.2076389499561256,0.4008609585464001,0.8678,31671
82,0.20008124514004152,0.4129174665361643,0.8652,32062
83,0.1972958829701709,0.41578210204839705,0.863,32453
84,0.20206974202867053,0.3947788892686367,0.8715,32844
85,0.19870069436252574,0.40660350635647774,0.8671,33235
86,0.19148028720065455,0.39316734462976455,0.8718,33626
87,0.1936602849332268,0.4246141965687275,0.8607,34017
88,0.19337568841779323,0.4055307760089636,0.8686,34408
89,0.18765309464443675,0.38422670610249043,0.8754,34799
90,0.18863160147919983,0.4044950325787067,0.8683,35190
91,0.18092492772528276,0.40926003351807594,0.8713,35581
92,0.1833621859741028,0.4080123034119606,0.8686,35972
93,0.17838745962475877,0.41551255047321317,0.8694,36363
94,0.17621279675561144,0.3960572548210621,0.8737,36754
95,0.1748025628459423,0.400683569163084,0.8733,37145
96,0.17323902893401777,0.40065756887197496,0.8734,37536
97,0.17121278290705913,0.3838724036514759,0.8763,37927
98,0.1677519516242892,0.4175071117281914,0.8677,38318
99,0.16445870655576897,0.42328590840101243,0.867,38709
100,0.1639473723042804,0.39004007279872893,0.8779,39100
101,0.15955366830691656,0.4007955291867256,0.8762,39491
102,0.16005701596474708,0.40674738317728043,0.8721,39882
103,0.15332775278126493,0.4106436650454998,0.8705,40273
104,0.1597959595491819,0.41432917937636377,0.8711,40664
105,0.15032626686574857,0.4293183014541864,0.8676,41055
106,0.15649866803413462,0.39186898082494737,0.8792,41446
107,0.15229754298544296,0.40502444460988046,0.8709,41837
108,0.14788860507557156,0.4033124424517155,0.8776,42228
109,0.1500122510468411,0.3893732243031263,0.8773,42619
110,0.1446015730576442,0.38695533461868764,0.8772,43010
111,0.14258633487288605,0.3930513219535351,0.8752,43401
112,0.14389054321914987,0.4110046251118183,0.8747,43792
113,0.13914939292404047,0.4003226548433304,0.8756,44183
114,0.13898686168100827,0.4203829844295979,0.87,44574
