epoch,train_loss(total),test_loss(average),test_accuracy(average),communication_count
0,2.2514357286691666,2.064204421043396,0.1,0
1,2.2514357286691666,2.064204421043396,0.2676,25
2,2.139832617044449,1.933483294248581,0.2877,50
3,2.067607027888298,1.8587249100208283,0.3223,75
4,2.0229332318902014,1.797707406282425,0.3521,100
5,1.9964793625473976,1.7832052874565125,0.3581,125
6,1.9441154995560646,1.7317171800136566,0.3794,150
7,1.911087199449539,1.6931037664413453,0.3926,175
8,1.8889911392331122,1.6478112125396729,0.4122,200
9,1.8825530657172203,1.626750955581665,0.4122,225
10,1.824184334874153,1.5752730977535248,0.4373,250
11,1.8046109563112258,1.5538058519363402,0.4414,275
12,1.81509748339653,1.5266893482208252,0.4494,300
13,1.744955168068409,1.49358106136322,0.4563,325
14,1.7974893698096275,1.5209003007411956,0.4512,350
15,1.7023382619023324,1.4581074547767638,0.4738,375
16,1.6683153423666954,1.4312944841384887,0.4784,400
17,1.6500158482789993,1.4089272665977477,0.4896,425
18,1.6685462388396264,1.3972737395763397,0.4965,450
19,1.6091573253273963,1.3680658113956452,0.5045,475
20,1.623775090277195,1.3370671057701111,0.5168,500
21,1.5767125570774079,1.3126084804534912,0.5324,525
22,1.584855616390705,1.3083465266227723,0.534,550
23,1.553625455200672,1.2743096101284026,0.5509,575
24,1.4855622100830077,1.2329392564296722,0.5663,600
25,1.512560655772686,1.2441915094852447,0.5649,625
26,1.4643353191018105,1.2009117376804352,0.5788,650
27,1.4423540899157523,1.1795767533779145,0.5928,675
28,1.4281734296679496,1.1651325005292892,0.5944,700
29,1.3578024289011956,1.1225499445199967,0.6117,725
30,1.382598583996296,1.1088354110717773,0.6188,750
31,1.3491100838780403,1.0899899125099182,0.6257,775
32,1.304163502305746,1.0716647559404373,0.6303,800
33,1.3078997403383255,1.0592391359806062,0.6329,825
34,1.2887680028378963,1.0303369688987731,0.6463,850
35,1.2728398169577122,1.0133846390247345,0.6496,875
36,1.2346431025862694,1.0037647998332977,0.6539,900
37,1.2193980899453163,0.9833204364776611,0.6583,925
38,1.1920468005537987,0.9602876073122024,0.6661,950
39,1.2061249276995658,0.9527447748184205,0.6702,975
40,1.1626955090463162,0.9335410845279694,0.678,1000
41,1.1846053104102612,0.927498300075531,0.68,1025
42,1.1433593879640103,0.906126915216446,0.6892,1050
43,1.1165920071303845,0.8957001036405563,0.6907,1075
44,1.111925183981657,0.8890153038501739,0.695,1100
45,1.063506672680378,0.8664387792348862,0.7025,1125
46,1.0566966266930102,0.8573168140649795,0.7063,1150
47,1.0489192466437816,0.8493002259731293,0.7066,1175
48,1.040114578306675,0.8348011255264283,0.7157,1200
49,1.0459475862979888,0.8292722195386887,0.7169,1225
50,1.0431063969433307,0.8120248365402222,0.724,1250
51,0.9912977074086666,0.801301519870758,0.7276,1275
52,0.9616980563104153,0.787842710018158,0.7291,1300
53,0.9780564101040363,0.7834318494796753,0.7333,1325
54,0.9660552233457566,0.7720661890506745,0.7361,1350
55,0.958169052451849,0.7635464605689049,0.7387,1375
56,1.0078305345773697,0.7738659673929215,0.7358,1400
57,0.929638167321682,0.7507251250743866,0.7452,1425
58,0.9092840504646301,0.7379379782080651,0.7487,1450
59,0.9007959139347076,0.7309940358996392,0.7499,1475
60,0.9154447008669376,0.7265030145645142,0.7518,1500
61,0.8699525852501392,0.708114949464798,0.7576,1525
62,0.8666524855792522,0.7090721714496613,0.7556,1550
63,0.8572939900308847,0.6922152128815651,0.765,1575
64,0.8476151894032955,0.6905405312776566,0.7642,1600
65,0.8410552456974983,0.6759829947352409,0.7677,1625
66,0.8277849464118481,0.676156535744667,0.7689,1650
67,0.8359672124683857,0.6670689412951469,0.7738,1675
68,0.8835649433732032,0.6713745072484016,0.7715,1700
69,0.828232907652855,0.6567727082967758,0.777,1725
70,0.8034758135676384,0.6500265800952911,0.779,1750
71,0.7857642377912998,0.6392509439587593,0.7821,1775
72,0.776015340834856,0.6344842877984047,0.7827,1800
73,0.7888002623617649,0.6351066344976425,0.7808,1825
74,0.7833842155337334,0.6221009764075279,0.7864,1850
75,0.7622968257963657,0.622016789317131,0.7874,1875
76,0.7556558629870415,0.616873833835125,0.7891,1900
77,0.7577225838601589,0.6096433448791504,0.7891,1925
78,0.7540017849206925,0.6040584415197372,0.792,1950
79,0.7426806129515171,0.5992676568031311,0.7945,1975
80,0.725935772806406,0.5919827082753182,0.7965,2000
81,0.7149660734087229,0.5894883298873901,0.7988,2025
82,0.7256884537637234,0.5891280770301819,0.7971,2050
83,0.7030758267641067,0.5770039945840836,0.8027,2075
84,0.7051991643756628,0.5734361818432808,0.802,2100
85,0.7171986169368029,0.5736685463786125,0.803,2125
86,0.7119030532240868,0.5705586290359497,0.8035,2150
87,0.6646330621093511,0.5632301715016365,0.8069,2175
88,0.6561476171761751,0.5536861371994019,0.8088,2200
89,0.6912407702207566,0.5542023158073426,0.8086,2225
90,0.6785749968886375,0.5499940928816796,0.8122,2250
91,0.6603254146128893,0.5457419151067734,0.8133,2275
92,0.6782157654315233,0.5393916168808937,0.8143,2300
93,0.6591714949160814,0.5377869057655335,0.8139,2325
94,0.6561995075643062,0.5288404628634453,0.8178,2350
95,0.6607913859933615,0.5319804269075393,0.8173,2375
96,0.6311266522109509,0.5265462443232536,0.819,2400
97,0.6347627207636833,0.5201465070247651,0.8213,2425
98,0.6144854694604873,0.517606471478939,0.8232,2450
99,0.6277837357670069,0.5151774370670319,0.8226,2475
100,0.6304585783183575,0.5087275609374047,0.824,2500
101,0.6097354941815137,0.5109250685572624,0.8232,2525
102,0.6026752369850874,0.5020519864559173,0.8282,2550
103,0.6056452986598014,0.5026954644918442,0.8263,2575
104,0.6217627111077308,0.5086400887370109,0.8249,2600
105,0.6195612838864326,0.5005337673425675,0.8263,2625
106,0.6199614238739014,0.5008837932348251,0.8272,2650
107,0.5797581096738577,0.4919932022690773,0.8317,2675
108,0.5913949860632419,0.4942824223637581,0.8292,2700
109,0.6033846040815115,0.4957002303004265,0.8315,2725
110,0.5850176308304071,0.485775965154171,0.8336,2750
111,0.571568683385849,0.47992148995399475,0.8351,2775
112,0.5865025720745325,0.4847742754220963,0.8362,2800
113,0.5768738090991974,0.47747220963239667,0.8359,2825
114,0.5515895652025938,0.47329758495092394,0.8376,2850
115,0.568883265554905,0.47239428997039795,0.8384,2875
116,0.5538505354523658,0.46790978372097014,0.8394,2900
117,0.5641699841618538,0.4720745059847832,0.8389,2925
118,0.5646165046095848,0.4655133467912674,0.8417,2950
119,0.5424117647856473,0.4624032393097878,0.8397,2975
120,0.5632827788591385,0.4601229882240295,0.844,3000
121,0.5333232381939887,0.45269780576229096,0.8456,3025
122,0.5315989296138287,0.4513757747411728,0.8474,3050
123,0.52970115929842,0.4489776274561882,0.8481,3075
124,0.5277478422224522,0.44615095034241675,0.8461,3100
125,0.5425621112436056,0.45067318707704546,0.848,3125
126,0.5194592136889696,0.4417599394917488,0.8486,3150
127,0.5139005557447672,0.44039862871170044,0.8497,3175
128,0.5312924839556217,0.44033915296196935,0.8498,3200
129,0.5315480275452137,0.44443304464221,0.8487,3225
130,0.5281997267156839,0.43211319893598554,0.851,3250
131,0.5093652328848839,0.43131694436073303,0.853,3275
132,0.49811135217547414,0.43431763038039206,0.8502,3300
133,0.5079407728463411,0.43279153406620025,0.851,3325
134,0.510400407910347,0.4289415915310383,0.8531,3350
135,0.4829028483480215,0.42360706970095635,0.8531,3375
136,0.5014965198934078,0.42746801242232324,0.855,3400
137,0.5091030506044626,0.4195572724938393,0.8582,3425
138,0.4970356259867549,0.4216252414882183,0.8551,3450
139,0.48978858925402163,0.42149231463670733,0.8562,3475
140,0.4843533393740654,0.4196220463514328,0.8559,3500
141,0.48726861022412776,0.4125983189046383,0.8605,3525
142,0.4660703490674496,0.41215967074036597,0.8586,3550
143,0.4669781979173422,0.41035700276494025,0.8594,3575
144,0.4742205165326595,0.4130264249444008,0.8568,3600
145,0.4774852118641138,0.4120752477645874,0.8574,3625
146,0.4634101429209113,0.40520290195941927,0.8608,3650
147,0.4645660595595837,0.40973651632666586,0.8587,3675
148,0.47834965854883194,0.4079786720871925,0.8604,3700
149,0.47075269613415005,0.4041410644352436,0.8629,3725
150,0.4611469055712223,0.4024716700613499,0.8613,3750
151,0.4579179234057665,0.3979286889731884,0.8633,3775
152,0.458419187925756,0.39454311072826387,0.8643,3800
153,0.44353169430047273,0.3934608662128449,0.8658,3825
154,0.4662984048575163,0.39455245405435563,0.8653,3850
155,0.45762846924364564,0.3959944829344749,0.8643,3875
156,0.4500188756361604,0.39280415430665017,0.8663,3900
157,0.4359834697470069,0.38732322692871096,0.8677,3925
158,0.43517697248607873,0.3863807478547096,0.8681,3950
159,0.43406685467809436,0.3860618986189365,0.866,3975
160,0.4385941630974412,0.3875183391571045,0.8673,4000
161,0.4479842084646225,0.3869462952017784,0.8675,4025
162,0.42183025073260066,0.3780128571391106,0.8713,4050
163,0.44205316711217163,0.3837671396136284,0.8675,4075
164,0.4247613344714046,0.3776916715502739,0.8704,4100
165,0.4214047040045261,0.3771788512170315,0.871,4125
166,0.43638282880187035,0.3757292960584164,0.8722,4150
167,0.43572974011301996,0.3759279865026474,0.8715,4175
168,0.433897130638361,0.3760192395746708,0.8742,4200
169,0.4631023248657584,0.37588425144553184,0.8728,4225
170,0.4145070508122444,0.3716007873415947,0.8737,4250
171,0.40559437964111567,0.37339654564857483,0.8738,4275
172,0.40797450076788666,0.3668432173132896,0.8756,4300
173,0.4006523996964097,0.36663455232977865,0.8753,4325
174,0.40819206546992065,0.3662962286174297,0.8744,4350
175,0.40714492950588466,0.36165890604257583,0.8771,4375
176,0.3996936075389385,0.36323411017656326,0.876,4400
177,0.39224973183125256,0.3619401025772095,0.8768,4425
178,0.39476511128246783,0.3593950870633125,0.8787,4450
179,0.38952924016863105,0.3616469714045525,0.8786,4475
180,0.40229051996022464,0.3582509548962116,0.8795,4500
