,grad_norm,avg_grad_norm
0,0.009126434155041352,0.004346091917250305
1,0.0025782090742723085,0.0011976385954767465
2,0.0021555545390583575,0.0009614607086405158
3,0.0020317111135227605,0.000917315055266954
4,0.0019720694923307746,0.0009058203606400639
5,0.0019869110299623573,0.0008844756783219054
6,0.001998466371151153,0.0009011174348415807
7,0.0019409237196668983,0.0008995619748020545
8,0.0019461149669950828,0.0008960543549619615
9,0.001975929988839198,0.0008755054353969171
10,0.001981360414356459,0.0008813557506073266
11,0.001966050355986226,0.000884673002292402
12,0.0019537148546078242,0.0008734883187571541
13,0.0019564896792871878,0.0008670752984471619
14,0.001958568743430078,0.0008685694861924276
15,0.0019524477742379532,0.0008761832403251901
16,0.001994376024231315,0.0008683794061653316
17,0.0019321935425978154,0.0008463228907203302
18,0.0019792832536040805,0.0008538671128917486
19,0.0019684309358126485,0.0008644579909741878
20,0.0019396398216485976,0.0008473670051898808
21,0.001963533282105345,0.0008332025841809809
22,0.001984021827229299,0.0008474627538817003
23,0.0019390463581657968,0.0008225629077060148
24,0.0019699242431670426,0.0008389861410250887
25,0.0019711719200131484,0.0008381012739846483
26,0.0019764639568165877,0.0008320305409142747
27,0.001961054983257782,0.0008341256849234924
28,0.0019864503177814186,0.0008337465114891529
29,0.0019527368669514545,0.0008443196420557797
30,0.001979059602308553,0.000830780525575392
31,0.0019462963377009147,0.0008263935102149844
32,0.001957145522464998,0.000833457344560884
33,0.001933135352737736,0.0008273678598925471
34,0.0019478046422591432,0.000827586225932464
35,0.0019391986788832583,0.0008185647486243397
36,0.0019830652701784855,0.0008156937721651048
37,0.001954356368514709,0.0008232602034695446
38,0.002008020022185519,0.0008194131311029196
39,0.001958109032420907,0.0008269020385341719
40,0.0019240901907323859,0.0008291741512948647
41,0.0019624930020654572,0.0008215639798436313
42,0.0019675858595292082,0.0008147417422151193
43,0.0019582714725402185,0.0008057637169258669
44,0.0019835946630337277,0.0008095850527752191
45,0.00193691237072926,0.0008145270636305213
46,0.0019684692975715733,0.0008356079692021012
47,0.001973337669915054,0.0008187308412743732
48,0.0019772575891693124,0.0008258835703600198
49,0.0019884446781361477,0.000815776878152974
50,0.001983525765535887,0.0008164316503098234
51,0.0019817444830550813,0.0008253306557890027
52,0.001973150081175845,0.0008173060341505334
