epoch,train_loss(total),train_loss(average),train_accuracy(average),test_loss(average),test_accuracy(average)
76,2.1886716519792873,2.0082436573785,0.3581,1.9053731989860534,0.4619
77,2.1872477725148203,2.0062062808953876,0.36173333333333335,1.9022021245956422,0.4642
78,2.1880622590581575,2.003593641049318,0.3599,1.8995688378810882,0.4645
79,2.1849667146801948,2.0005520910088186,0.36043333333333333,1.8970190620422362,0.4677
80,2.1819890258212884,1.9991429411271997,0.3626333333333333,1.8952207338809968,0.4673
81,2.1775333911180494,1.997145809598569,0.36428333333333335,1.8938657808303834,0.471
82,2.1781148115793862,1.9952310026327431,0.3627666666666667,1.8898597431182862,0.4715
83,2.1760761946439744,1.9935094532427757,0.3662,1.8884311270713807,0.4736
84,2.1726769541700683,1.989760514261372,0.3654,1.884257243871689,0.4742
85,2.1668057550986615,1.9876506880148133,0.3654,1.882608461380005,0.4763
86,2.1659441446264585,1.9862997465804695,0.36628333333333335,1.8791244685649873,0.4782
87,2.162280319134394,1.9831633278047607,0.36966666666666664,1.876949634552002,0.4781
88,2.159862652172645,1.9798345382788034,0.3668666666666667,1.8730077850818634,0.4794
89,2.157866361985604,1.9794263206819482,0.3718,1.8706098699569702,0.479
90,2.1550797020395596,1.9760865001027772,0.37073333333333336,1.8671855878829957,0.4827
91,2.153932505349318,1.972842425425678,0.3705833333333333,1.8643643963336944,0.4791
92,2.148321272432804,1.9697924394851554,0.3735833333333333,1.860490312576294,0.4828
93,2.1444265209138393,1.967125871034065,0.37635,1.8577821362018585,0.4814
94,2.143362360199293,1.963812706567077,0.3769,1.8539756429195404,0.4857
95,2.140191943198442,1.962282666265329,0.37693333333333334,1.8517007553577423,0.4843
96,2.142750933021307,1.95940189727588,0.37801666666666667,1.847564959526062,0.4881
97,2.139990390340487,1.956869741746866,0.37738333333333335,1.8451325070858002,0.4866
98,2.1373438015580173,1.954001437372236,0.37945,1.8408758449554443,0.4891
99,2.1338693313300605,1.949257174026229,0.3792333333333333,1.837102074623108,0.4877
100,2.137555663039287,1.949972822976265,0.3802833333333333,1.8357829535007477,0.4887
101,2.132938317457835,1.9474427534827292,0.38326666666666664,1.8323229110240937,0.4899
102,2.1356062357624372,1.9448969531923468,0.3847833333333333,1.8302252495288849,0.4915
103,2.133435250322024,1.9423400603377743,0.37975,1.8260432136058808,0.4895
104,2.1404349418977895,1.9387811930703203,0.38461666666666666,1.8226741790771483,0.4912
105,2.1319858888785044,1.936667658626906,0.38361666666666666,1.8187850964069368,0.4934
106,2.134313017378251,1.9341936571511633,0.3872,1.8166739857196808,0.4935
107,2.131748480598132,1.9323742722651598,0.385,1.8134598112106324,0.4935
108,2.1377618387341504,1.9305651139602986,0.38808333333333334,1.811418868303299,0.4945
109,2.1292322342594465,1.9276584142815076,0.38621666666666665,1.8066403794288635,0.4959
110,2.13122556929787,1.9262549656032244,0.39075,1.8047728753089904,0.4969
111,2.129013805836439,1.9223085959582948,0.38865,1.801279032230377,0.4993
112,2.1275878412028155,1.9230573375596167,0.3904666666666667,1.7999049079418183,0.4976
113,2.1294466145336624,1.919184968415608,0.3892333333333333,1.796514481306076,0.5004
114,2.1274517916142943,1.9174120479555272,0.3916,1.7949983751773835,0.5
115,2.128376976648966,1.91484205936318,0.39248333333333335,1.792081801891327,0.5022
116,2.1254611916840074,1.9149069603063913,0.3923333333333333,1.7900875151157378,0.4994
117,2.1222730542222656,1.911593331965302,0.3927833333333333,1.7888609158992768,0.5015
118,2.1197034055987993,1.9109814093311204,0.39293333333333336,1.7855391037464141,0.5008
119,2.1239953349033995,1.9088453855087508,0.3928,1.7831014311313629,0.5017
120,2.117814063032468,1.9072711998974081,0.39303333333333335,1.7806119000911713,0.5017
121,2.122151108334462,1.9061606649650948,0.3939166666666667,1.7789010465145112,0.5039
122,2.113910133143266,1.9026459183520092,0.3947333333333333,1.7758284997940064,0.5036
123,2.114507374664148,1.901299253201434,0.3943333333333333,1.7754416108131408,0.5047
124,2.108459131916364,1.8999702012869342,0.39285,1.772385734319687,0.5045
125,2.104470690339804,1.8993475109275215,0.39873333333333333,1.7719655334949493,0.5058
126,2.0976371174057324,1.89617955354231,0.39791666666666664,1.7677420270442963,0.507
127,2.1026342851420243,1.8953032834189278,0.39663333333333334,1.7666631901264191,0.5062
128,2.096864520510038,1.8910577792856993,0.3989,1.7624734294414521,0.508
129,2.093115997066101,1.8912163784763198,0.39758333333333334,1.7617874038219452,0.5084
130,2.0881367161870004,1.887490756730281,0.40045,1.757992808818817,0.5118
131,2.0841779977083204,1.884231122317853,0.4039,1.7572096753120423,0.5117
132,2.077513005087773,1.881190303037924,0.40365,1.7537464153766633,0.5121
133,2.0791441289087134,1.8791453586712574,0.40163333333333334,1.7506522965431213,0.5132
134,2.0707808921734494,1.877405090881055,0.40526666666666666,1.7484222769737243,0.5155
135,2.067889467875163,1.873962423948845,0.406,1.7455085909366608,0.5143
136,2.062076636403799,1.8702074563833697,0.4068333333333333,1.741628041267395,0.5164
137,2.0581557509799797,1.8686095150803197,0.4088833333333333,1.739292985200882,0.5176
138,2.0561293254295987,1.8648799576484827,0.41163333333333335,1.7352823996543885,0.5208
139,2.0529467945297557,1.8617410278523654,0.41246666666666665,1.7344885802268981,0.5222
140,2.0474318901697792,1.8584362553126776,0.41255,1.7300669538974762,0.5229
141,2.046026178449392,1.8547409795748908,0.41596666666666665,1.7258210384845734,0.5236
142,2.0404836294551694,1.8523917269350878,0.41463333333333335,1.723124417066574,0.5247
143,2.0394874947766466,1.8468858786483309,0.41791666666666666,1.71943417429924,0.5268
144,2.0390427882472673,1.8464486774351043,0.41651666666666665,1.7164816379547119,0.5274
145,2.0345168379445875,1.8423376543435461,0.41818333333333335,1.7143774843215942,0.5304
146,2.040524891515573,1.8393863017625138,0.42081666666666667,1.7117285442352295,0.531
147,2.0291244857013226,1.8364070676791389,0.42186666666666667,1.7078591132164,0.5335
148,2.0348189962406953,1.8316278170420925,0.4257666666666667,1.7051454067230225,0.5326
149,2.031845669200023,1.8307298010092046,0.4237,1.7020688331127167,0.5345
150,2.0339299097657206,1.8268403389306465,0.4251,1.6986238372325897,0.5367
151,2.027966661006212,1.8245471771846193,0.42728333333333335,1.6960263633728028,0.5372
152,2.0284302055835726,1.8202849176646805,0.43023333333333336,1.6932613396644591,0.5402
153,2.025699006517728,1.8191423070456174,0.4286333333333333,1.6901588881015777,0.5405
154,2.0300554960966113,1.8147116624978559,0.4319,1.6885055792331696,0.5412
155,2.027055512368679,1.8102973343721076,0.4309,1.684683141708374,0.5413
156,2.026138947159052,1.8107291559166492,0.43333333333333335,1.6823279142379761,0.5443
157,2.0262056685984136,1.8091013673017782,0.43398333333333333,1.6805508983135224,0.545
158,2.02969751978914,1.804748520922305,0.43388333333333334,1.676549538373947,0.5447
159,2.0286705364783604,1.8037582419828566,0.4339,1.6751795136928558,0.5465
160,2.0233348208169146,1.8001012512361572,0.43473333333333336,1.6730888998508453,0.5466
161,2.024376234660546,1.797559736125759,0.43671666666666664,1.6690951597690582,0.5478
162,2.0217056098083654,1.7959576245309956,0.4377666666666667,1.6663924443721772,0.5495
163,2.0255703620612624,1.793236287163773,0.4367333333333333,1.6645645809173584,0.5486
164,2.0232908268769583,1.7910597276077596,0.43865,1.6603251349925996,0.5513
165,2.0253481646378835,1.7855537598575357,0.4399166666666667,1.6583110439777373,0.5506
166,2.020391711095969,1.7842617685606739,0.4408666666666667,1.6567838239669799,0.5545
167,2.022477049380541,1.7815156216814574,0.441,1.6539243733882905,0.5541
168,2.0189115675787135,1.777733353155254,0.44505,1.65029017329216,0.555
169,2.021310596168041,1.7755261479156104,0.44488333333333335,1.6473170495033265,0.5567
170,2.0208743010958035,1.7736021768309669,0.4442,1.6444716787338256,0.5587
171,2.020368771503369,1.7705879140256056,0.4438666666666667,1.6419482672214507,0.5588
172,2.0194345119098824,1.7708794732592,0.4461,1.639959728717804,0.5597
173,2.014367696394523,1.7674481243467026,0.44815,1.6382978630065919,0.5627
174,2.009308048834403,1.7652124829892157,0.44788333333333336,1.6355809819698335,0.5622
175,2.0164326700071493,1.7623250354835982,0.4475166666666667,1.6326809990406037,0.5635
176,2.0141150395075478,1.758837905265629,0.4487833333333333,1.6301946020126343,0.5653
177,2.0104044737915197,1.7565973653976343,0.45276666666666665,1.62831845164299,0.5674
178,2.008389843751987,1.7545233883583216,0.4489,1.6236637353897094,0.5678
179,2.004426654676596,1.752417714865223,0.4512833333333333,1.6221994054317475,0.5703
180,2.005896330376466,1.7496723831335366,0.45195,1.620112944841385,0.5709
181,2.0108208852509657,1.7457793417261607,0.4511,1.6151831126213074,0.5725
182,2.004045672218005,1.7451241860257538,0.45275,1.614740433692932,0.5727
183,2.0040587035318214,1.7436673343817055,0.4534166666666667,1.614420930147171,0.5761
184,2.0028668316702047,1.7404822395808661,0.4542333333333333,1.6103986918926239,0.5741
185,2.0000779444972676,1.7353397577302034,0.45881666666666665,1.6070515179634095,0.5786
186,1.998968634257714,1.7357108577736404,0.456,1.605684870481491,0.578
187,1.9979168469707171,1.731960920128487,0.45875,1.6032445216178894,0.5816
188,1.9921917912860712,1.7297428912445427,0.46095,1.5999126875400542,0.5823
189,1.9925920044382412,1.7289676325661796,0.45831666666666665,1.5988868689537048,0.5838
190,1.9923339746892454,1.7259460397874877,0.4603,1.5960053169727326,0.5834
191,1.9903891071677209,1.723551746116264,0.46015,1.5937573945522308,0.5871
192,1.9861443219085537,1.7222294377873955,0.4638,1.5919138836860656,0.5855
193,1.98410753707091,1.717800729056157,0.46373333333333333,1.5875934302806853,0.5891
194,1.981925393889348,1.7151467357871375,0.46503333333333335,1.5846321773529053,0.5899
195,1.980398591607809,1.713582251626037,0.4646,1.5827846598625184,0.5919
196,1.9763653419911862,1.7123861798345408,0.4650166666666667,1.5803581833839417,0.592
197,1.9779416074355447,1.7085916983293319,0.4657833333333333,1.5771091067790985,0.5939
198,1.9744651928544046,1.7058404798446687,0.46735,1.5748469364643096,0.5938
199,1.9767264271775882,1.7036394887387372,0.46823333333333333,1.5747419464588166,0.596
200,1.9682744055986408,1.7024955256407195,0.4708333333333333,1.5729362177848816,0.5997
