,gradient_norm_on_full_trainset
0,0.28421381225318776
1,0.28235115190855026
2,0.28115747183936035
3,0.2802218153494217
4,0.2785490785698388
5,0.27156485223546667
6,0.22956093749524045
7,0.2024222845400677
8,0.10124282888102923
9,0.4412289506952651
10,0.1503544597031152
11,0.2438593533878234
12,0.22286008976894017
13,0.28038439560204126
14,0.3254795640274218
15,0.34858513856258866
16,0.35499520833011944
17,0.348681294824024
18,0.3344164276475248
19,0.31563998977203245
20,0.297978949776036
21,0.28237193529153654
22,0.26955282358944166
23,0.26073302282997013
24,0.2545079856059348
25,0.24847993774981608
26,0.24643497475764242
27,0.24334074182757032
28,0.2433806953186933
29,0.24048732071885884
30,0.23993127458651684
31,0.239911966338571
32,0.23880192624224827
33,0.23823972514687247
34,0.23824003417158018
35,0.23761613006272775
36,0.23727544638843262
37,0.2360180065619546
38,0.23671343892642369
39,0.23598990887275045
40,0.23453977797269138
41,0.23539034495381225
42,0.23359707266387325
43,0.23414521635065072
44,0.23339454636516313
45,0.23224583248512115
46,0.23130019330901813
47,0.23091625689774392
48,0.23043882660069306
49,0.23105335282228373
50,0.2300517290692027
51,0.2296135902821193
52,0.22707459679522426
53,0.2280508431081349
54,0.22804349414950326
55,0.2269653952498801
56,0.22695157980138556
57,0.22588132500116415
58,0.2252212127270672
59,0.22401476399156062
60,0.22420036386821512
61,0.22329948270582567
62,0.22283924711786046
63,0.2226953940643795
64,0.22191697691751075
65,0.22174152819663942
66,0.2210441200963708
67,0.21987911961510606
68,0.21974444511891722
69,0.21883937979903662
70,0.2186729761546248
71,0.21766426167667935
72,0.21809093745204783
73,0.21599596800432952
74,0.2162156679583045
75,0.21519771257289366
76,0.2157732600928993
77,0.21472418157698794
78,0.21458662041192816
79,0.21344542991065327
80,0.21326039892689147
81,0.21195493304689567
82,0.2124555101912234
83,0.21132737007389357
84,0.21120686324270704
85,0.21007167455590733
86,0.21026667418788084
87,0.2092976494418144
88,0.2083364773186811
89,0.20865079916579976
90,0.20746981056654898
91,0.2067986820357747
92,0.20634799757885602
93,0.20499172566013182
94,0.20560814599876226
95,0.20478254191172507
96,0.20480181032051567
97,0.20384987320282208
98,0.2041998246339442
99,0.2028662167861787
100,0.2026247180335968
101,0.20165984503996612
102,0.20105070873288358
103,0.20120220969041566
104,0.20021212223027715
105,0.20032372361373585
106,0.1999239895833711
107,0.19928928458091832
108,0.19863798304679897
109,0.1980018566394691
110,0.1985897204388682
111,0.19769931705356367
112,0.19715889544123083
113,0.19679101813776195
114,0.1956440610711923
115,0.19467417665460815
116,0.1952179661968412
