Epoch,Loss,Grad_norm
1,0.2962892380858789,1.043809270658896
2,0.12600103074680769,0.93863082158234
3,0.0857369918336492,0.8604049634662635
4,0.0636225346940508,1.0013658235292946
5,0.04876288683262906,0.6261535191467881
6,0.038003398853141676,0.914383120904643
7,0.02965660448541551,1.2212025582145691
8,0.02364178974904231,0.8437107828863435
9,0.01854677339578901,0.6489121122793743
10,0.015011427272210465,0.34583165128683085
11,0.01223439979317314,0.27447032288158446
12,0.010118121691326152,1.0499293037684567
13,0.008480826662833502,0.15206398154219855
14,0.007124662394824027,0.31324972537744655
15,0.006192076801092052,0.09621342450775568
16,0.005370410433761887,0.16927669515384494
17,0.004771161849783269,0.22462643484112804
18,0.00424530402025474,0.17621347494904357
19,0.0038295580787328022,0.1544500545867541
20,0.003433432776172127,0.053160340944977603
21,0.0031144460474551994,0.18718073145811426
22,0.0028499923818963153,0.07499629381771707
23,0.0026549834764000575,0.21928451559506848
24,0.0024576311843392293,0.22803616186136227
25,0.00229878493446682,0.08354029968797527
26,0.002152019175765381,0.08543254133095313
27,0.002010151795394568,0.26791136952668854
28,0.0018982014554028493,0.06479489377035322
29,0.001776687972590641,0.13076414923665639
30,0.0016944248898591258,0.032684741661691726
31,0.0016103840885070293,0.03338881475594197
32,0.00153081769267393,0.07711810849310612
33,0.001455678898249882,0.03133582163443643
34,0.0013837515751196783,0.05583156890707527
35,0.001327461455571356,0.01645373535846909
36,0.0012753667658133342,0.04950039013954861
37,0.0012247327398429357,0.055912156593164716
38,0.0011779508360578164,0.09764908961893375
39,0.0011319137660653464,0.18068384407171023
40,0.0010860577860012102,0.049151057584250986
41,0.0010488351146359918,0.06066089033949567
42,0.0010134804109458936,0.06514078439573892
43,0.000977540155252152,0.05367034041344721
44,0.0009452724342618182,0.05276755485927526
45,0.0009163264374147906,0.03969338187569933
46,0.0008858578249021297,0.02238363490461305
47,0.0008578637208013154,0.11192033722142168
48,0.0008348163821660518,0.05305758565354767
49,0.0008108810678227191,0.023998163585700973
50,0.0007885432305886274,0.06066880555437993
51,0.0007485207428397146,0.021323785087120805
52,0.0007450718430089586,0.037560184433064664
53,0.0007428833175384041,0.05053083049166992
54,0.0007407226800066687,0.04008218738750269
55,0.0007385765640452298,0.02548455519965564
56,0.0007366108650248299,0.03063183875677319
57,0.000734544720152951,0.04915181770628217
58,0.0007326300663966388,0.027287274579987527
59,0.0007304633743683698,0.012364246842095672
60,0.0007289839485699414,0.05313334321500691
61,0.0007268072034332599,0.019808607428679702
62,0.0007248671492934029,0.01624444036171584
63,0.0007231597613512493,0.024125294669543162
64,0.0007211035831295488,0.004079980951154661
65,0.0007194304249998031,0.027832155921789378
66,0.0007178169341749454,0.05848995628967161
67,0.0007155692165241892,0.020707642496150105
68,0.0007138919533115686,0.02315192730740972
69,0.0007118451389370422,0.018795261436445318
70,0.0007102347730506541,0.023181084621162786
71,0.0007086877148215677,0.03677044530210093
72,0.0007068099304989005,0.038230474185674594
73,0.0007045453594963271,0.019286482423660857
74,0.0007033725469731845,0.0643219611015724
75,0.0007013115879664047,0.04098371525817581
76,0.0006997974815409579,0.08027201485646367
77,0.0006979266137839345,0.03741781800345552
78,0.0006961146895989661,0.036531295833482504
79,0.0006945845094506444,0.08047139656906187
80,0.0006926854742122,0.03621471837395658
81,0.0006909221498559274,0.02517984196210983
82,0.0006892757409853913,0.02427846174225535
83,0.0006881140383841125,0.07790643755044288
84,0.0006861364182734143,0.06839724031347355
85,0.0006840668313926571,0.02373279143398061
86,0.0006824609287555264,0.035231154881204325
87,0.0006808567977597766,0.025904618619924016
88,0.000679227580611871,0.045952519307230995
89,0.0006779143572482132,0.054886233620705854
90,0.0006759919486397546,0.029999249924937885
91,0.0006742322689797511,0.0448616210975521
92,0.0006726321126736486,0.04357284257198555
93,0.000670925888977796,0.03717968465892218
94,0.0006692358373621129,0.014669406259478154
95,0.0006675723812331621,0.03031542973716806
96,0.0006662771540275936,0.03247261256684979
97,0.0006647884580386139,0.06025107004527318
98,0.0006630739189936583,0.039420325574950156
99,0.0006614003535499101,0.03405037803807704
100,0.000660108480684912,0.053962999484525535
101,0.0006564695039080944,0.03257364757209458
102,0.000656353216838595,0.029800856736479787
103,0.0006559820260109404,0.015664660676589462
104,0.0006560783432761846,0.03057190074094191
105,0.0006559829055175269,0.046939635117040766
106,0.00065579184842706,0.03916911741773035
107,0.0006554970322715452,0.02303045663896143
108,0.0006552818329021362,0.023088717915185845
109,0.0006554841038722322,0.05699262111778201
110,0.0006551278685194764,0.04581201068190903
111,0.0006548938911600804,0.030065879871626917
112,0.0006547718769190575,0.02695702586179527
