Epoch,Loss,Grad_norm
1,1.0859202681961706,1.3222732877943506
2,0.5246777968891596,1.1031956005428927
3,0.4181291046789137,1.0638674016666485
4,0.3668647080154742,0.851089615963814
5,0.33405694870625513,1.018161754884233
6,0.3108069543111122,0.8319191911521822
7,0.29292293574850436,0.8079578403059675
8,0.27854821793103623,0.9271065784523832
9,0.2656388095879959,0.6468769506730728
10,0.2548672344725011,0.7365773191089511
11,0.24597799096067072,0.7455436391407445
12,0.237318516282712,0.7212809004235953
13,0.2297993191217972,0.6573344144066835
14,0.22271588368941161,0.8089477449821816
15,0.21626512706279755,0.7307896515001113
16,0.21048826383332075,0.5901505843591969
17,0.20545247954837345,0.7608848038665819
18,0.20020835354166516,0.6406085455275206
19,0.19545834877733456,0.6415830883823411
20,0.19079800000635244,0.6748158425682986
21,0.18689601653713292,0.6166834096144616
22,0.18271208314572351,0.6675799325489763
23,0.17877817886360622,0.7873157811035478
24,0.17544277744778133,0.6184801871296134
25,0.17175603152836783,0.6823214355777747
26,0.16845652334770914,0.7378009830530572
27,0.16553351434610658,0.7046169808781239
28,0.16240466423964095,0.6923547929906617
29,0.15915814193628602,0.6328456512458236
30,0.15662093460559845,0.8314830787078071
31,0.15393705691321422,0.5226329008811332
32,0.15155275355456238,0.7689983409709713
33,0.14873263909149978,0.6235313357911431
34,0.14652770530369322,0.6466100149770078
35,0.14391429255069313,0.4519439914489196
36,0.1416287376719006,0.4751816622520997
37,0.13973913897397156,0.6709684825463672
38,0.1376610367985095,0.5872128161428358
39,0.13568718617750428,0.7878588458501752
40,0.13340025104708592,0.5700102603179199
41,0.13166557062985534,0.7080228453868203
42,0.12990263483281864,0.6440079881012144
43,0.12771887003870333,0.6021025624930113
44,0.12621989568411293,0.6056200298738615
45,0.12477269642433877,0.8161915419924306
46,0.12254452124490577,0.4632974997575645
47,0.1208604704272949,0.3977788749672479
48,0.11964614462044279,0.6814081762886888
49,0.11782997998140626,0.41624786127900726
50,0.11671618675276385,0.6595026157521254
51,0.11497827922388659,0.6650016132487142
52,0.11346302686606423,0.5790609160154462
53,0.11237291448702247,0.7392742698928397
54,0.11077064907146712,0.5640890904801643
55,0.10929189887592348,0.6007845032132095
56,0.1081234079043744,0.5392629887871631
57,0.1064851859868583,0.5303557401603104
58,0.10563831347025048,0.640354765991821
59,0.10414139295028428,0.43663517847999833
60,0.10319688651016203,0.7990734007880166
61,0.10177908320043047,0.5649368758531059
62,0.10044840344433058,0.4541613027609769
63,0.09936926236092034,0.3888614163519221
64,0.09806004065578267,0.4680220503791204
65,0.09728866259930498,0.4731612016014213
66,0.09612180532540306,0.47207749163937585
67,0.09504242961184453,0.4855450890717794
68,0.09419858720848116,0.4967621217357883
69,0.09304450048228442,0.6277153738431415
70,0.09221407442779864,0.718712079605689
71,0.09118112290309648,0.5547650720415842
