epoch,batch,iteration,global_gradient_norm(average)
1,1,1,0.7754711897850314
1,2,2,0.8462072140589582
1,3,3,1.0538088340026472
1,4,4,1.5131134195519351
1,5,5,3.2872255008897966
1,6,6,2.5488147320751766
1,7,7,1.0248022833291504
1,8,8,0.6380517610553571
1,9,9,0.515973105211934
1,10,10,0.4550072716135635
1,11,11,0.4133243348514739
1,12,12,0.42625094795757074
1,13,13,0.5422886089318437
1,14,14,0.960171443876075
1,15,15,1.4958928881124485
1,16,16,1.6832543961591169
2,1,17,0.9114198575897673
2,2,18,0.4280228580785239
2,3,19,0.3696178599791461
2,4,20,0.431272425505757
2,5,21,0.47403374940029075
2,6,22,0.40997674134564854
2,7,23,0.31859556340547446
2,8,24,0.31697716542140497
2,9,25,0.3179057726228818
2,10,26,0.34659908750366963
2,11,27,0.4136756011101246
2,12,28,0.43587935869606886
2,13,29,0.5755617662837113
2,14,30,0.6289946870211678
2,15,31,0.5699251485312329
2,16,32,0.5064440948176516
3,1,33,0.48784585240148537
3,2,34,0.4811690480611045
3,3,35,0.4454726188679127
3,4,36,0.46130352709207056
3,5,37,0.5875944338057433
3,6,38,0.7036997838122206
3,7,39,0.877028809033731
3,8,40,1.1931466616778734
3,9,41,1.6617231003165074
3,10,42,1.3423039365469709
3,11,43,0.7255553024975815
3,12,44,0.35355445316353046
3,13,45,0.3200045746201181
3,14,46,0.32394731804996
3,15,47,0.2841897648076573
3,16,48,0.23032184981454512
4,1,49,0.2912642941907013
4,2,50,0.27210521384644526
4,3,51,0.30188927647766994
4,4,52,0.28476718391576683
4,5,53,0.29336676619293106
4,6,54,0.2619325061572839
4,7,55,0.2776202187349901
4,8,56,0.2519066283719849
4,9,57,0.21141035381478715
4,10,58,0.23147700719908917
4,11,59,0.24150467402210948
4,12,60,0.2528491545627829
4,13,61,0.3167552034843172
4,14,62,0.33922054548268593
4,15,63,0.3302203167978201
4,16,64,0.36964291847932135
5,1,65,0.4209994077644521
5,2,66,0.42029676621354567
5,3,67,0.36683518524534897
5,4,68,0.30710991137868415
5,5,69,0.23816362891805334
5,6,70,0.2595448332795395
5,7,71,0.26846861663630917
5,8,72,0.28368849165862636
5,9,73,0.3106253506778775
5,10,74,0.3279326904459774
5,11,75,0.3153519418709505
5,12,76,0.2968722180314646
5,13,77,0.3439265202454152
5,14,78,0.3310644052578876
5,15,79,0.29341059318340706
5,16,80,0.3107699846664259
6,1,81,0.3834240879915913
6,2,82,0.28701384439961763
6,3,83,0.3638141596753659
6,4,84,0.4146471885715596
6,5,85,0.25766351665793513
6,6,86,0.3014951889080931
6,7,87,0.34132284773740906
6,8,88,0.3751179137419659
6,9,89,0.3751945153618842
6,10,90,0.3917410882725462
6,11,91,0.3800610481150729
6,12,92,0.2954970978738617
6,13,93,0.3158389618847065
6,14,94,0.3083316965277875
6,15,95,0.2836780786852514
6,16,96,0.298823167069232
7,1,97,0.2556537418097332
7,2,98,0.23573225722987107
7,3,99,0.21914597054820925
7,4,100,0.32666594354162165
7,5,101,0.33026938355870133
7,6,102,0.2683056931947744
7,7,103,0.24009917800033626
7,8,104,0.2789080312345638
7,9,105,0.320854541376762
7,10,106,0.37892818783952287
7,11,107,0.3094969495006979
7,12,108,0.30790790668595064
7,13,109,0.36763491626234446
7,14,110,0.2989884565528462
7,15,111,0.30955652654622706
7,16,112,0.25821038790648965
8,1,113,0.3138470825892917
8,2,114,0.2812251980570895
8,3,115,0.30935035513352693
8,4,116,0.2612595435136821
