epoch,batch,iteration,train_loss(total),train_loss(average),train_accuracy(average),test_loss(average),test_accuracy(average)
1,1,1,2.3643,2.3025,0.0993,2.302,0.1032
1,2,2,2.357,2.3025,0.0993,2.302,0.1032
1,3,3,2.3445,2.3026,0.0993,2.3021,0.1032
1,4,4,2.3472,2.3026,0.0991,2.3021,0.1028
1,5,5,2.3383,2.3025,0.0987,2.302,0.1152
1,6,6,2.3347,2.3025,0.1012,2.302,0.1163
1,7,7,2.3334,2.3024,0.1012,2.3018,0.1089
1,8,8,2.3397,2.3023,0.1,2.3017,0.1063
1,9,9,2.322,2.3022,0.0988,2.3016,0.1067
1,10,10,2.3385,2.3021,0.0986,2.3014,0.111
1,11,11,2.3307,2.302,0.0984,2.3012,0.113
1,12,12,2.3191,2.3018,0.0987,2.3009,0.116
1,13,13,2.3193,2.3017,0.0992,2.3006,0.1191
1,14,14,2.3214,2.3014,0.0993,2.3002,0.1233
1,15,15,2.3297,2.3011,0.1019,2.2998,0.1315
1,16,16,2.313,2.3008,0.1034,2.2992,0.1386
1,17,17,2.3171,2.3004,0.1058,2.2986,0.1466
1,18,18,2.318,2.3001,0.1084,2.2979,0.1528
1,19,19,2.3115,2.2995,0.1126,2.2971,0.16
1,20,20,2.3156,2.2988,0.1164,2.2961,0.165
1,21,21,2.3172,2.2982,0.1224,2.2951,0.1722
1,22,22,2.3107,2.2974,0.1273,2.2939,0.177
1,23,23,2.3088,2.2967,0.1344,2.2926,0.1821
1,24,24,2.3087,2.2957,0.1398,2.2911,0.1903
2,1,25,2.3135,2.2947,0.1466,2.2895,0.2001
2,2,26,2.3078,2.2934,0.157,2.2879,0.2083
2,3,27,2.3117,2.2923,0.1645,2.2861,0.2174
2,4,28,2.3098,2.2911,0.1707,2.2841,0.2257
2,5,29,2.3011,2.2899,0.1789,2.2821,0.2362
2,6,30,2.2942,2.2886,0.1845,2.2799,0.2472
2,7,31,2.2894,2.2869,0.1966,2.2777,0.2581
2,8,32,2.294,2.2854,0.2001,2.2754,0.2697
2,9,33,2.3005,2.284,0.2043,2.2729,0.2794
2,10,34,2.2946,2.2826,0.2099,2.2704,0.2887
2,11,35,2.2951,2.2808,0.2164,2.2679,0.2962
2,12,36,2.2955,2.2793,0.2221,2.2653,0.3049
2,13,37,2.285,2.2772,0.2288,2.2628,0.3109
2,14,38,2.2892,2.2759,0.2299,2.26,0.3189
2,15,39,2.2975,2.2742,0.2354,2.2573,0.3249
2,16,40,2.2941,2.2723,0.2384,2.2547,0.3304
2,17,41,2.2821,2.2708,0.2414,2.2521,0.3355
2,18,42,2.2836,2.2691,0.2459,2.2494,0.3412
2,19,43,2.2907,2.2675,0.2486,2.2465,0.348
2,20,44,2.284,2.2657,0.251,2.2439,0.3542
2,21,45,2.2783,2.264,0.2574,2.2413,0.3585
2,22,46,2.2771,2.2625,0.2595,2.2387,0.3626
2,23,47,2.2927,2.2599,0.2637,2.236,0.3661
2,24,48,2.2858,2.2588,0.2658,2.2335,0.3698
3,1,49,2.2837,2.257,0.2682,2.231,0.3729
3,2,50,2.2836,2.256,0.2696,2.2287,0.375
3,3,51,2.2722,2.2541,0.2745,2.2264,0.3779
3,4,52,2.2761,2.2522,0.2773,2.224,0.3817
3,5,53,2.2735,2.2503,0.2797,2.2214,0.3857
3,6,54,2.2767,2.2488,0.2814,2.2189,0.3905
3,7,55,2.272,2.2474,0.285,2.2163,0.3935
3,8,56,2.2651,2.2459,0.285,2.214,0.3957
3,9,57,2.2638,2.2444,0.2868,2.2117,0.399
3,10,58,2.2634,2.2429,0.2888,2.2095,0.4028
3,11,59,2.2674,2.2415,0.2909,2.2069,0.4069
3,12,60,2.2705,2.2399,0.292,2.2045,0.4091
3,13,61,2.2667,2.2387,0.2918,2.2021,0.4121
3,14,62,2.2568,2.2365,0.2956,2.1998,0.4153
3,15,63,2.2575,2.2357,0.2952,2.1971,0.417
3,16,64,2.2677,2.2332,0.2975,2.1947,0.4186
3,17,65,2.2539,2.2316,0.299,2.1922,0.422
3,18,66,2.255,2.2302,0.3004,2.1895,0.4235
3,19,67,2.2498,2.2285,0.3004,2.1872,0.4239
3,20,68,2.2557,2.2273,0.3017,2.1849,0.4248
3,21,69,2.2537,2.2259,0.3017,2.1828,0.4279
3,22,70,2.2498,2.2238,0.3029,2.1805,0.4293
3,23,71,2.2472,2.2227,0.3008,2.178,0.4311
3,24,72,2.2574,2.2213,0.305,2.1754,0.4309
4,1,73,2.2555,2.2197,0.3042,2.1732,0.4327
4,2,74,2.2395,2.2183,0.3079,2.1708,0.4332
4,3,75,2.2416,2.2167,0.3084,2.1685,0.4345
4,4,76,2.2474,2.2156,0.3056,2.1659,0.4345
4,5,77,2.238,2.2134,0.3074,2.1635,0.4364
4,6,78,2.2351,2.2115,0.3078,2.1609,0.4378
4,7,79,2.239,2.2103,0.309,2.1589,0.4374
4,8,80,2.2398,2.2084,0.3112,2.1563,0.4388
4,9,81,2.2422,2.2063,0.3113,2.1541,0.4388
4,10,82,2.2451,2.2051,0.3132,2.1514,0.4404
4,11,83,2.2334,2.2037,0.3134,2.149,0.4411
4,12,84,2.2412,2.2019,0.3118,2.1463,0.4425
4,13,85,2.231,2.2009,0.312,2.1439,0.4432
4,14,86,2.2253,2.1993,0.3135,2.1419,0.4448
4,15,87,2.2306,2.1974,0.313,2.1395,0.4461
4,16,88,2.2251,2.1963,0.3176,2.1374,0.4484
4,17,89,2.2258,2.1948,0.315,2.1352,0.4479
4,18,90,2.2278,2.1923,0.3178,2.1327,0.4504
4,19,91,2.2219,2.191,0.3177,2.1303,0.451
4,20,92,2.2218,2.1889,0.3186,2.1275,0.4525
4,21,93,2.2175,2.1883,0.3177,2.125,0.4527
4,22,94,2.2246,2.1859,0.3199,2.1224,0.4522
4,23,95,2.2187,2.1854,0.3173,2.1199,0.4527
4,24,96,2.2184,2.1827,0.3194,2.1173,0.4531
5,1,97,2.2169,2.181,0.3188,2.1149,0.4515
5,2,98,2.2187,2.1793,0.3206,2.1127,0.452
5,3,99,2.2135,2.1779,0.3188,2.11,0.4523
5,4,100,2.2156,2.1765,0.3203,2.1073,0.4535
5,5,101,2.2109,2.1747,0.3217,2.1047,0.4546
5,6,102,2.2012,2.1727,0.3207,2.1025,0.4544
5,7,103,2.2055,2.1708,0.3228,2.0996,0.4553
5,8,104,2.1986,2.1688,0.322,2.097,0.4555
5,9,105,2.1861,2.1679,0.3215,2.0943,0.4555
5,10,106,2.1921,2.1659,0.3222,2.0913,0.4553
5,11,107,2.2017,2.1635,0.323,2.0889,0.4567
5,12,108,2.1903,2.1621,0.3226,2.086,0.4568
5,13,109,2.1939,2.1612,0.3229,2.0838,0.4559
5,14,110,2.198,2.1587,0.323,2.0815,0.4551
5,15,111,2.1922,2.1575,0.3224,2.0789,0.4564
5,16,112,2.1801,2.1549,0.3237,2.0763,0.4568
5,17,113,2.1915,2.1537,0.3203,2.0732,0.4553
5,18,114,2.1945,2.1515,0.3221,2.0702,0.4557
5,19,115,2.194,2.1511,0.3232,2.0682,0.4578
5,20,116,2.1861,2.1489,0.3226,2.0655,0.4601
5,21,117,2.1873,2.1467,0.3256,2.0629,0.4613
5,22,118,2.1877,2.1448,0.3235,2.0601,0.4624
5,23,119,2.1813,2.143,0.3258,2.0574,0.4619
5,24,120,2.1721,2.1409,0.3286,2.0549,0.463
6,1,121,2.163,2.1395,0.3283,2.053,0.463
6,2,122,2.1645,2.1366,0.329,2.0504,0.464
6,3,123,2.1812,2.1357,0.3259,2.0474,0.4634
6,4,124,2.1733,2.1332,0.3289,2.0449,0.4652
6,5,125,2.1717,2.132,0.3276,2.0427,0.4646
6,6,126,2.1789,2.1298,0.3307,2.0402,0.4654
6,7,127,2.1659,2.1297,0.3297,2.0378,0.4669
6,8,128,2.159,2.1273,0.3313,2.0354,0.4676
6,9,129,2.1706,2.125,0.3309,2.0327,0.469
6,10,130,2.1749,2.1222,0.331,2.0298,0.4688
6,11,131,2.1651,2.1211,0.3326,2.027,0.4696
6,12,132,2.1615,2.1196,0.3339,2.0245,0.4715
6,13,133,2.1637,2.1173,0.3333,2.0217,0.4719
6,14,134,2.1614,2.1159,0.3352,2.0202,0.474
6,15,135,2.1471,2.1136,0.3346,2.0182,0.4741
6,16,136,2.1552,2.112,0.3378,2.0153,0.4738
6,17,137,2.167,2.1105,0.3317,2.0127,0.4746
6,18,138,2.1551,2.1079,0.3369,2.0109,0.4749
6,19,139,2.1456,2.1067,0.3374,2.0086,0.4764
6,20,140,2.1462,2.1043,0.3352,2.0058,0.4766
6,21,141,2.1517,2.1013,0.3356,2.0029,0.4765
6,22,142,2.1411,2.1009,0.3375,2.0005,0.4784
6,23,143,2.1435,2.0994,0.338,1.9982,0.4787
6,24,144,2.1434,2.0961,0.3418,1.995,0.4793
7,1,145,2.1576,2.0943,0.337,1.9923,0.4797
7,2,146,2.1356,2.092,0.3385,1.9899,0.4813
7,3,147,2.1257,2.0906,0.3415,1.9876,0.4803
7,4,148,2.135,2.0899,0.3384,1.9855,0.4802
7,5,149,2.1317,2.0878,0.341,1.9829,0.4808
7,6,150,2.1291,2.0863,0.3396,1.9802,0.4812
7,7,151,2.1223,2.0847,0.3409,1.9777,0.4825
7,8,152,2.118,2.0808,0.3431,1.9751,0.4833
7,9,153,2.127,2.0804,0.3414,1.9733,0.4826
7,10,154,2.1334,2.0777,0.3447,1.971,0.4848
7,11,155,2.1266,2.0767,0.3449,1.9687,0.486
7,12,156,2.1131,2.0751,0.345,1.9664,0.4869
7,13,157,2.1045,2.0729,0.3443,1.9643,0.4869
7,14,158,2.1367,2.071,0.3439,1.9609,0.4865
7,15,159,2.1039,2.0697,0.3433,1.9597,0.4866
7,16,160,2.1112,2.0673,0.3456,1.9566,0.486
7,17,161,2.1159,2.0658,0.3483,1.9546,0.4873
7,18,162,2.0917,2.0631,0.3457,1.9524,0.4866
7,19,163,2.1112,2.061,0.3463,1.9497,0.4867
7,20,164,2.1085,2.0592,0.3474,1.9463,0.4869
7,21,165,2.1068,2.0573,0.3478,1.944,0.4883
7,22,166,2.1168,2.056,0.3468,1.9424,0.4887
7,23,167,2.1004,2.0551,0.348,1.9413,0.4894
7,24,168,2.0917,2.0527,0.3481,1.9397,0.4906
8,1,169,2.0962,2.0519,0.3478,1.9374,0.492
8,2,170,2.0981,2.0488,0.353,1.9355,0.4918
8,3,171,2.103,2.0484,0.3507,1.9334,0.4941
8,4,172,2.097,2.0455,0.3514,1.9311,0.4938
8,5,173,2.0971,2.0446,0.3531,1.9283,0.4951
8,6,174,2.1009,2.0428,0.3514,1.9267,0.4953
8,7,175,2.0806,2.0401,0.3534,1.9248,0.4966
8,8,176,2.0961,2.0389,0.3544,1.9227,0.4973
8,9,177,2.086,2.038,0.3553,1.9207,0.4982
8,10,178,2.093,2.0343,0.3567,1.9181,0.4985
8,11,179,2.0782,2.0333,0.3587,1.9166,0.4986
8,12,180,2.0932,2.032,0.3587,1.9145,0.499
8,13,181,2.0779,2.0295,0.3568,1.9126,0.4987
8,14,182,2.1007,2.0283,0.3578,1.9095,0.4985
8,15,183,2.0821,2.0277,0.3583,1.9078,0.5004
8,16,184,2.0787,2.0235,0.3611,1.9052,0.5004
8,17,185,2.0788,2.0218,0.3618,1.9036,0.5018
8,18,186,2.0754,2.0208,0.3608,1.9016,0.5
8,19,187,2.0886,2.0191,0.3602,1.8991,0.5004
8,20,188,2.0601,2.0183,0.3615,1.8972,0.5013
8,21,189,2.0771,2.0147,0.3634,1.8948,0.501
8,22,190,2.0837,2.013,0.3613,1.8921,0.5017
8,23,191,2.0639,2.0119,0.3638,1.8908,0.5028
8,24,192,2.0623,2.0099,0.3654,1.889,0.503
9,1,193,2.0629,2.0081,0.3623,1.8864,0.5042
9,2,194,2.0586,2.0053,0.3675,1.8846,0.5057
9,3,195,2.0759,2.0029,0.3671,1.8821,0.5082
9,4,196,2.0692,2.0028,0.3682,1.8805,0.5089
9,5,197,2.0659,1.9994,0.3696,1.8788,0.5104
9,6,198,2.0415,1.9995,0.3692,1.8773,0.5124
9,7,199,2.0423,1.9984,0.3694,1.8751,0.5129
9,8,200,2.0561,1.9955,0.3729,1.873,0.5135
9,9,201,2.0517,1.9951,0.3702,1.8711,0.5138
9,10,202,2.0578,1.9925,0.371,1.8685,0.5151
9,11,203,2.0499,1.9918,0.3734,1.8672,0.5164
9,12,204,2.0384,1.9897,0.3732,1.8649,0.5179
9,13,205,2.051,1.9871,0.3743,1.8623,0.5192
9,14,206,2.0438,1.9875,0.3737,1.8611,0.5198
9,15,207,2.043,1.9834,0.3739,1.8592,0.5195
9,16,208,2.0365,1.9834,0.3748,1.8576,0.5199
9,17,209,2.0561,1.9805,0.3742,1.8545,0.5216
9,18,210,2.051,1.9806,0.3754,1.8527,0.5227
9,19,211,2.0282,1.9784,0.3769,1.851,0.5241
9,20,212,2.0215,1.9758,0.3772,1.8488,0.5251
9,21,213,2.0551,1.9766,0.3764,1.8466,0.5246
9,22,214,2.0411,1.9716,0.3793,1.8438,0.5252
9,23,215,2.0423,1.9713,0.3787,1.8425,0.5253
9,24,216,2.0183,1.9696,0.379,1.8408,0.5263
10,1,217,2.0266,1.9669,0.3803,1.8389,0.5275
10,2,218,2.0276,1.9678,0.3798,1.8378,0.5272
10,3,219,2.0268,1.9641,0.3811,1.8358,0.5279
10,4,220,2.0397,1.9631,0.3805,1.8342,0.5277
10,5,221,2.0276,1.9633,0.3805,1.8328,0.529
10,6,222,2.0306,1.9606,0.3821,1.8311,0.5289
10,7,223,2.0065,1.9586,0.3834,1.8303,0.5296
10,8,224,2.0404,1.9578,0.3836,1.8281,0.5305
10,9,225,2.027,1.9569,0.3858,1.8266,0.5311
10,10,226,2.0164,1.9551,0.3831,1.8253,0.5324
10,11,227,2.0178,1.953,0.3847,1.8241,0.5331
10,12,228,2.0381,1.9499,0.3876,1.8221,0.5345
10,13,229,2.0085,1.9507,0.3896,1.821,0.5352
10,14,230,1.9995,1.9491,0.3881,1.8192,0.5361
10,15,231,1.9976,1.9463,0.3922,1.8168,0.5374
10,16,232,2.0014,1.9458,0.3925,1.8139,0.5385
10,17,233,2.0135,1.9434,0.3932,1.8121,0.5392
10,18,234,2.0192,1.9409,0.3941,1.8095,0.539
10,19,235,1.9998,1.9397,0.3928,1.8079,0.5404
10,20,236,2.0116,1.9395,0.3915,1.8062,0.5395
10,21,237,1.9955,1.9364,0.3933,1.8046,0.5416
10,22,238,1.998,1.9355,0.3975,1.8025,0.5434
10,23,239,2.0101,1.9342,0.3945,1.8008,0.5443
10,24,240,1.9873,1.9329,0.3985,1.7996,0.5455
